Year,Month,Day,Hour,Minute,24H,24H_P,48H,48H_P
2019,4,1,0,0,0,1.3419207291109604e-27,0,2.5297815754118723e-22
2019,4,1,10,30,0,4.3954176815366364e-20,0,2.259562548538294e-17
2019,4,1,18,30,0,1.2872237339255638e-20,0,1.7380818945597963e-18
2019,4,3,3,0,0,1.740733201719497e-19,0,1.3764149688551316e-15
2019,4,4,14,30,0,1.861914839316674e-17,0,2.7185094163818484e-16
2019,4,4,18,0,0,3.6313551015884834e-22,0,2.881118216954387e-16
2019,4,5,13,0,0,1.076925288634529e-17,0,1.3691590903513694e-19
2019,4,5,18,0,0,2.9423559134896184e-16,0,2.3815150464222805e-20
2019,4,6,2,0,0,2.87411057298963e-23,0,6.682167854698095e-25
2019,4,6,12,0,0,1.689530482483952e-18,0,2.809707586818319e-19
2019,4,7,13,30,0,4.8769847630824335e-19,0,1.7274563669560954e-20
2019,4,7,17,30,0,3.188078886992791e-18,0,6.657110075556391e-18
2019,4,8,2,0,0,2.241652210899143e-20,0,1.7527881688467878e-14
2019,4,8,11,0,0,3.216781370037781e-18,0,4.307809913410222e-17
2019,4,8,17,30,0,6.812505708694376e-18,0,1.533523528771671e-16
2019,4,8,20,30,0,6.762582161807958e-15,0,1.3796709053281838e-16
2019,4,9,1,0,0,7.084374202655212e-15,0,8.040926465476014e-18
2019,4,9,4,30,0,7.676545454036799e-15,0,3.13540404434372e-20
2019,4,10,6,30,0,7.894288337655734e-20,0,1.306170539102812e-19
2019,4,10,13,0,0,1.4297206576365329e-15,0,3.1550651778839383e-20
2019,4,10,18,0,0,1.3646172506507574e-19,0,2.343638501847754e-20
2019,4,11,8,30,0,1.3179791530495821e-18,0,1.2332081572019618e-19
2019,4,13,5,0,0,8.437067333652763e-22,0,9.443878097399897e-22
2019,4,14,20,0,0,8.8645611956236e-17,0,6.555364690255083e-19
2019,4,15,0,30,0,1.4935441051115504e-17,0,1.278209841561002e-19
2019,4,15,13,0,0,9.785084861077633e-14,0,7.784901652097301e-17
2019,4,16,14,30,0,1.0930251932719753e-12,0,6.74530816243943e-13
2019,4,17,8,30,0,7.561952216509838e-14,0,3.2183360694303414e-14
2019,4,17,15,0,0,1.1237612209795096e-12,0,3.8809960667879955e-13
2019,4,18,23,0,0,4.938041857679384e-15,0,1.8359428299059953e-12
2019,4,20,3,0,0,2.5626249039606783e-12,0,4.2945808677848543e-13
2019,4,20,11,30,0,9.418990210744149e-11,0,8.763067300344404e-09
2019,4,20,18,0,0,2.013232934359861e-12,0,2.3484844664580975e-07
2019,4,22,1,0,0,6.330857478427827e-13,0,8.830306420995897e-09
2019,4,23,3,0,0,1.3001796376209562e-06,0,4.872718916621345e-14
2019,4,23,9,0,0,7.408635230204756e-07,0,1.7406556184808113e-12
2019,4,24,1,30,0,7.780086211795985e-15,0,4.290576226283072e-15
2019,4,24,6,0,0,3.118810471271913e-14,0,4.0562122402340685e-13
2019,4,25,8,30,0,1.789261979063491e-15,0,1.0368115560806829e-18
2019,4,25,21,30,0,3.5190055758091378e-15,0,1.5532090672114248e-18
2019,4,26,9,0,0,2.5852699941811216e-18,0,1.7198995687239838e-15
2019,4,27,22,30,0,1.5056726733980563e-18,0,8.229377903420449e-16
2019,4,28,0,30,0,1.2157223108365583e-18,0,1.6140539399687555e-15
2019,4,28,8,30,0,1.5890679200865084e-18,0,4.166274147997613e-14
2019,4,28,9,30,0,1.079365376212601e-16,0,8.716228694344244e-13
2019,4,28,23,30,0,4.879496089084703e-15,0,1.6057863499441075e-15
2019,4,29,12,30,0,1.8026007600138403e-10,0,8.939894908075817e-14
2019,4,29,13,0,0,3.744522115300215e-10,0,1.1340440515572706e-14
2019,4,30,5,0,0,4.672607437530785e-20,0,5.917131239665688e-20
2019,4,30,22,0,0,3.3333925319540337e-18,0,6.711872491213337e-22
2019,5,1,12,0,0,1.7758368867602803e-17,0,1.391527847028187e-16
2019,5,2,12,0,0,1.423491118202877e-16,0,3.422535804458753e-15
