Year,Month,Day,Hour,Minute,24H,24H_P,48H,48H_P
2019,4,1,4,30,0,4.354712827069502e-42,0,5.86966672181669e-34
2019,4,2,6,0,0,9.33408021330538e-36,0,1.6496831444633485e-29
2019,4,2,12,30,0,1.3623098000185415e-24,0,2.6778109476461197e-21
2019,4,3,0,30,0,6.453675837399611e-30,0,3.823442009957183e-24
2019,4,3,11,30,0,4.785921596995137e-22,0,1.7413016922459875e-19
2019,4,4,0,30,0,3.7897259690601146e-24,0,8.045321439385413e-31
2019,4,5,2,0,0,5.284673311147234e-34,0,2.285792045635066e-27
2019,4,5,21,30,0,1.2737534533468547e-21,0,1.0362883920051747e-27
2019,4,6,2,0,0,2.2631941463347137e-27,0,4.200852277229659e-34
2019,4,8,23,30,0,2.8018198868451406e-18,0,8.934955367592902e-20
2019,4,9,21,0,0,2.8081814671377596e-22,0,4.557843569318894e-26
2019,4,10,7,30,0,2.012920782379185e-26,0,1.260034687656395e-22
2019,4,11,14,30,0,3.0214967694049412e-27,0,6.497192875071491e-30
2019,4,12,7,0,0,4.3478943464123054e-29,0,2.3855835755318226e-27
2019,4,12,14,30,0,6.428385374289077e-30,0,2.8206228324117917e-21
2019,4,13,16,0,0,1.915031856516498e-21,0,1.4201602133828297e-22
2019,4,14,6,0,0,7.131171645454527e-27,0,2.466402914240561e-27
2019,4,14,14,30,0,6.104276328662223e-22,0,1.104735059459582e-23
2019,4,15,2,30,0,1.4478916701606112e-23,0,7.65745896014671e-29
2019,4,16,1,30,0,1.930944360694508e-27,0,7.460890126896984e-18
2019,4,18,22,0,0,1.9359472192574857e-17,0,3.0084592488457913e-15
2019,4,19,4,30,0,1.5050678275268432e-14,0,1.8395593892521022e-10
2019,4,19,14,30,0,1.2415157601043745e-15,0,7.504426564385027e-12
2019,4,20,8,30,0,5.72072546809898e-13,0,4.5958703422130345e-16
2019,4,21,1,30,0,6.84947771504994e-13,0,6.688214662918308e-13
2019,4,21,23,30,0,4.1735877629866026e-14,0,1.878089206408741e-06
