Year,Month,Day,Hour,Minute,24H,24H_P,48H,48H_P
2019,4,1,17,0,0,9.686271900623765e-26,0,1.4383746666088846e-23
2019,4,2,16,0,0,6.287222623123018e-22,0,7.172371674280687e-23
2019,4,2,17,0,0,1.415437270647309e-23,0,1.953210174353232e-20
2019,4,3,11,0,0,2.705066025547027e-17,0,2.6338289317842044e-15
2019,4,3,17,0,0,1.926055952656711e-20,0,3.864720582740407e-25
2019,4,3,19,0,0,4.522443957952621e-19,0,2.9166370133880355e-28
2019,4,4,5,0,0,1.302180621283597e-16,0,5.578312996494864e-33
2019,4,5,1,30,0,6.323497681842423e-30,0,2.992966431380121e-24
2019,4,5,6,30,0,2.3421374924143873e-31,0,5.7286849344135835e-25
2019,4,7,0,30,0,1.7402363080126306e-26,0,1.1779794160000965e-25
2019,4,7,2,30,0,1.5299611588670117e-27,0,6.762527663655975e-25
2019,4,7,13,30,0,1.1066138648126804e-22,0,3.872438577567158e-25
2019,4,8,12,0,0,2.0777234177324665e-25,0,3.630056392765514e-20
2019,4,8,13,30,0,3.8086501816783927e-25,0,5.345398257191693e-19
2019,4,9,3,30,0,7.798398950659785e-16,0,8.575435349181443e-21
2019,4,9,8,30,0,9.714921057129809e-21,0,3.141125346159361e-17
2019,4,10,1,0,0,3.407031252314143e-21,0,5.6322480369980725e-24
2019,4,10,2,0,0,2.2853775558315986e-21,0,3.203793466522829e-24
2019,4,10,18,30,0,8.811179736483191e-24,0,8.942412124323057e-23
2019,4,10,20,30,0,2.048105281466554e-21,0,1.1433303985551253e-21
2019,4,11,3,0,0,2.9027147825335137e-23,0,1.7269617102582155e-23
2019,4,11,9,30,0,6.493674774384092e-20,0,2.07787479222724e-20
2019,4,11,11,30,0,1.4224376294302452e-23,0,3.916008203499972e-23
2019,4,11,20,30,0,1.1268088048652136e-21,0,6.87822854957342e-25
2019,4,13,11,0,0,3.4584175401756293e-16,0,2.304025777158494e-15
2019,4,14,8,30,0,5.096553744955957e-21,0,3.800412976510718e-21
2019,4,15,4,0,0,1.2496778386177005e-23,0,3.520507105297832e-28
2019,4,16,19,30,0,6.37396142979627e-18,0,6.728788142565992e-13
2019,4,18,1,30,0,7.324873804887964e-15,0,1.2234959628044498e-13
2019,4,18,12,0,0,2.3660422373574388e-11,0,1.235269678212034e-10
2019,4,18,16,30,0,3.0863022889434928e-12,0,2.5434757892370105e-10
2019,4,19,21,0,0,9.275514255723931e-15,0,2.6230530607035745e-13
2019,4,20,0,0,0,5.604327850885904e-12,0,6.412605325554937e-14
2019,4,21,1,0,0,2.4185230938850013e-16,0,1.4923908724864244e-14
2019,4,23,4,30,0,1.1037804325422842e-08,0,1.1456102274935195e-13
2019,4,23,9,30,0,2.745761586211377e-08,0,6.399505377990275e-13
2019,4,24,20,0,0,4.151588357132909e-13,0,1.6522198292594414e-20
2019,4,25,0,0,0,3.1170075608898223e-19,0,6.630579351660113e-22
2019,4,25,5,0,0,1.447319563793394e-18,0,2.4768549104789406e-22
2019,4,25,14,0,0,3.101595479157934e-15,0,3.9933897261376937e-19
2019,4,25,14,30,0,9.279847151513554e-15,0,3.958271388139024e-18
2019,4,26,22,0,0,5.046754030817174e-22,0,4.707975070835231e-21
2019,4,27,1,0,0,2.1936726486816395e-23,0,1.554819602434034e-24
2019,4,28,5,30,0,6.382557704189241e-26,0,2.2130815857960825e-17
2019,4,28,16,0,0,4.805070140161449e-14,0,1.1623096796185315e-15
2019,4,29,15,30,0,8.465338332125951e-15,0,3.9359446545651074e-16
2019,4,29,22,0,0,2.0095632032223825e-22,0,1.710551741857262e-20
2019,4,30,0,0,0,2.288843580925664e-23,0,3.6041916635456845e-23
2019,4,30,3,0,0,1.0621836287866166e-22,0,1.529474159027237e-21
2019,5,1,3,0,0,1.507902093120361e-21,0,6.488243790036967e-25
2019,5,3,14,30,0,1.8513296183274702e-13,0,1.2314465113797331e-19
2019,5,4,1,30,0,1.095595836410098e-21,0,1.7923201942564202e-26
2019,5,5,13,0,0,2.937444830421402e-30,0,4.069780483055323e-23
2019,5,6,3,0,0,2.6313242466014328e-31,0,3.839108858303091e-29
2019,5,6,5,30,0,9.536847097968668e-32,0,2.4783404165635803e-27
2019,5,6,6,0,0,4.8302719987996475e-33,0,2.3395718890513105e-27
2019,5,6,10,0,0,2.615089197731574e-26,0,1.0147446552078423e-21
2019,5,6,21,0,0,1.103452272509144e-28,0,5.574511274346648e-23
2019,5,6,23,30,0,2.9527598128092673e-28,0,5.4386693388498785e-22
2019,5,7,4,0,0,1.106781706891786e-28,0,1.1661040217644687e-22
2019,5,8,1,30,0,5.451970719565481e-22,0,5.2372947395204036e-23
2019,5,8,19,0,0,6.146725562293604e-25,0,6.38060996488818e-23
2019,5,9,4,30,0,1.2137403252670431e-23,0,1.5910209143638076e-24
2019,5,9,5,30,0,2.445274003804709e-22,0,2.5300366517978444e-27
2019,5,9,15,30,0,1.644638073543554e-18,0,1.0389680000044859e-20
2019,5,10,9,30,0,6.39434743678786e-23,0,2.0776244599183196e-22
2019,5,10,15,0,0,2.6215015704079726e-21,0,1.2165801480413702e-18
2019,5,11,18,0,0,9.401245281425728e-21,0,1.1155493448649812e-13
2019,5,12,5,0,0,1.2855132799368664e-22,0,4.56621185980223e-17
2019,5,12,23,30,0,7.667786146893356e-16,0,8.126970957929765e-18
2019,5,13,23,30,0,8.031191117049826e-18,0,2.3138491150951406e-15
2019,5,14,5,30,0,1.0834151722907964e-16,0,4.577599666307223e-18
2019,5,15,10,0,0,1.1840881650759273e-14,0,8.243679843388764e-16
2019,5,15,23,0,0,2.426634515864634e-17,0,1.2310599648736792e-16
2019,5,16,15,30,0,1.3378173142560561e-13,0,2.135737037468483e-08
2019,5,17,1,30,0,9.677127653621507e-14,0,3.2322419137768687e-15
2019,5,17,23,30,0,8.798570381930277e-12,0,5.822849205899775e-06
2019,5,19,3,0,0,2.189483014556969e-09,0,3.232852848708082e-26
2019,5,20,11,0,0,5.513167360074807e-20,0,2.270225091650237e-16
2019,5,20,15,30,0,6.453800240280629e-20,0,2.1903364610246883e-16
2019,5,20,18,0,0,3.013901901616255e-21,0,2.751827899577246e-19
2019,5,20,22,0,0,6.571221455185537e-23,0,2.8601391122272834e-21
2019,5,21,21,0,0,8.279002358661997e-22,0,3.3798029251240743e-18
2019,5,21,21,30,0,3.8580964276019584e-21,0,1.0806421999612307e-16
2019,5,22,12,0,0,1.664803858054042e-15,0,1.1823592592173183e-15
2019,5,23,1,0,0,1.3956589457058674e-18,0,2.1800016311446762e-17
2019,5,24,4,30,0,2.541347053681838e-16,0,1.0326933623387692e-17
2019,5,25,3,30,0,2.8049950510062538e-18,0,7.22129183690412e-13
2019,5,28,22,0,0,8.474582967117883e-23,0,4.352608640353214e-19
2019,5,29,1,30,0,9.336197049750804e-17,0,4.5666132209361835e-20
2019,5,29,17,30,0,1.870806938598286e-16,0,4.657338145209954e-20
2019,6,1,1,30,0,1.4112588256213186e-24,0,8.166536347615727e-23
2019,6,3,11,0,0,1.7369857504626408e-16,0,6.888521530138209e-17
2019,6,3,11,30,0,1.2637925809326029e-14,0,8.915559489342278e-14
2019,6,5,4,30,0,8.840522185955509e-17,0,3.5202418114406776e-13
2019,6,5,20,0,0,3.1868214309593234e-14,0,5.832723524775081e-17
2019,6,6,7,0,0,1.0534832065935485e-14,0,9.376622279013105e-19
2019,6,6,9,30,0,3.331149735542039e-12,0,9.523606781616975e-16
2019,6,6,19,30,0,3.7286559022099414e-16,0,2.4035311648247117e-13
2019,6,7,16,0,0,4.9942867756252306e-14,0,1.0094830225569215e-14
2019,6,7,17,30,0,2.2403249670338941e-13,0,3.193000301565557e-14
2019,6,10,17,0,0,1.5423943693778997e-19,0,3.21651891300963e-16
2019,6,11,23,30,0,1.9209576163653843e-22,0,8.142407255841632e-22
2019,6,12,15,30,0,6.491774455364334e-15,0,3.9737327019453758e-16
2019,6,13,16,30,0,2.8022678718221183e-18,0,5.63221562325101e-17
2019,6,13,23,30,0,4.841274033734796e-22,0,7.265176549969912e-21
2019,6,14,9,30,0,4.047805655555839e-16,0,9.858692832248791e-19
2019,6,15,5,0,0,4.2354275220245523e-19,0,6.822868120832721e-18
2019,6,16,19,0,0,1.4076301894472985e-20,0,1.399923369688013e-12
2019,6,17,1,30,0,1.1727323875351032e-16,0,2.3689232652373575e-13
2019,6,17,16,0,0,7.637441780468959e-12,0,7.190954092371486e-14
2019,6,17,20,0,0,2.737380642270463e-13,0,9.78584972454379e-17
2019,6,19,9,0,0,6.664093494150005e-14,0,1.0405321044906816e-17
2019,6,19,10,0,0,2.026988794907255e-13,0,2.3413619284750855e-17
2019,6,19,13,30,0,4.476037295149607e-13,0,1.3207250136630921e-14
2019,6,19,15,30,0,9.861874202385438e-14,0,7.170672335033363e-15
2019,6,19,17,0,0,3.7057673278697134e-14,0,1.339096663372426e-15
2019,6,21,8,0,0,9.233059714640573e-18,0,2.5882371898431315e-18
2019,6,22,7,30,0,1.7010867527520028e-19,0,2.649696758910605e-22
2019,6,22,16,0,0,2.3478827998502326e-18,0,2.935070968397395e-17
2019,6,24,19,30,0,1.845078035160567e-23,0,3.229805610534681e-16
2019,6,24,22,30,0,4.571853624785164e-25,0,4.2960362290731636e-15
