Year,Month,Day,Hour,Minute,24H,24H_P,48H,48H_P
2019,4,3,12,30,0,3.063640104373264e-18,0,2.7528878439800092e-28
2019,4,5,2,30,0,5.57295434028483e-29,0,1.0930355089841601e-29
2019,4,5,8,0,0,1.713462672748995e-25,0,1.6219314311756998e-26
2019,4,5,15,30,0,9.769295552503048e-28,0,6.251395160542431e-28
2019,4,6,6,30,0,8.704278834650196e-27,0,6.746083904296419e-35
2019,4,6,18,0,0,5.4924635129093345e-31,0,4.358386907708629e-31
2019,4,6,22,30,0,1.542724564612227e-30,0,6.488861437352635e-32
2019,4,7,3,0,0,3.94134707320659e-33,0,1.5881688483070785e-31
2019,4,8,2,0,0,1.808934463491044e-27,0,1.6022941580970228e-15
2019,4,8,5,30,0,4.6938286484205686e-34,0,3.4296995477270107e-14
2019,4,9,5,30,0,3.4375058703640894e-14,0,8.813601486869596e-25
2019,4,10,1,30,0,4.753664743893839e-21,0,1.614319121956571e-25
2019,4,10,13,0,0,4.075503415895876e-22,0,2.3847926947424645e-30
2019,4,10,18,0,0,2.436693649500287e-28,0,3.1445641042793663e-30
2019,4,11,2,30,0,3.0855824945701996e-21,0,2.835841822920758e-26
2019,4,11,11,0,0,2.0676726212465072e-30,0,5.665490299947985e-32
2019,4,11,20,30,0,1.7858455858933933e-23,0,7.39443540060946e-31
2019,4,13,2,0,0,7.021408151460389e-26,0,4.9726086193003216e-24
2019,4,13,7,0,0,6.966183438773424e-26,0,1.9204344733940028e-23
2019,4,14,11,0,0,4.460450070526824e-20,0,5.6201094871996135e-27
2019,4,14,15,30,0,1.7318653379279547e-26,0,4.5792775709399785e-28
2019,4,15,17,0,0,3.948523124914395e-31,0,1.412649751332232e-23
2019,4,16,4,0,0,1.55324473054636e-28,0,3.3282831693550175e-14
2019,4,16,20,30,0,7.592947034355717e-23,0,5.087731751617937e-11
2019,4,17,14,30,0,2.7033784314473594e-14,0,6.795791460472368e-14
2019,4,18,4,30,0,3.564755340292649e-16,0,5.172011176790038e-15
2019,4,19,0,30,0,3.730620484756811e-17,0,3.55336716046247e-13
2019,4,19,8,30,0,6.729903491997493e-15,0,8.831282625384853e-13
2019,4,20,2,30,0,2.798904666790799e-12,0,4.104638202677803e-13
2019,4,20,13,0,0,1.4311273966609173e-12,0,7.126617409571246e-21
2019,4,21,5,30,0,6.889727109144094e-15,0,1.9558845469353033e-18
2019,4,21,13,30,0,3.629981903135316e-19,0,7.537448038604396e-18
2019,4,22,7,30,0,8.130749336422507e-21,0,2.370710582264051e-08
2019,4,22,14,0,0,2.389524942455399e-16,0,6.050967978227468e-11
2019,4,26,20,0,0,1.0631460329307607e-21,0,5.75809913860494e-19
2019,4,27,2,0,0,3.592702612576137e-19,0,6.674756844361873e-22
2019,4,28,7,0,0,1.0068987700343972e-22,0,2.595810918059734e-16
2019,4,29,0,30,0,3.3637498242136434e-13,0,2.111485551929874e-18
2019,4,30,6,30,0,5.725549483765798e-16,0,2.3823791475704428e-20
2019,5,1,21,0,0,6.940565476410278e-33,0,1.0035084883213223e-22
2019,5,2,0,30,0,9.539003396740357e-25,0,2.1313155697516235e-19
2019,5,2,4,30,0,9.271547219232704e-27,0,4.963595816929682e-22
