Year,Month,Day,Hour,Minute,tem_in,hum_in,tem_coil,tem_out,hum_out,cond
2016,7,19,18,0,22.48,56.17,29.71,17.72,62.94,0
2016,7,19,21,0,18.09,61.94,27.88,11.37,76.95,0
2016,7,20,0,0,15.49,66.42,26.74,9.79,79.46,0
2016,7,20,3,0,14.03,69.14,26.01,8.35,81.56,0
2016,7,20,6,0,13.05,74.48,25.51,7.68,89.1,0
2016,7,20,9,0,16.32,70.33,27.46,24.47,55.74,0
2016,7,20,12,0,31.37,60.74,30.36,33.08,43.93,0
2016,7,20,15,0,32.86,53.72,31.58,33.08,51.68,0
2016,7,20,18,0,32.68,54.33,31.09,32.53,54.4,0
2016,7,20,21,0,30.63,59.43,29.44,28.16,67.7,0
2016,7,21,0,0,28.86,64.99,27.84,26.06,76.22,0
2016,7,21,3,0,27.98,65.45,27,24.99,77.78,0
2016,7,21,6,0,27.31,66.94,26.32,24.13,79.79,0
2016,7,21,9,0,28.04,63.86,27.23,27.46,64.16,0
2016,7,21,12,0,31.09,55.53,30.51,34.51,45.42,0
2016,7,21,15,0,32.8,52.5,31.5,32.95,51.92,0
2016,7,21,18,0,33.05,52.05,29.52,32.22,53.08,0
2016,7,21,21,0,31.09,60.96,29.33,28.68,70.6,0
2016,7,22,0,0,29.51,66.12,29.33,26.94,77.44,0
2016,7,22,3,0,28.62,66.48,29.02,26.06,77.63,0
2016,7,22,6,0,28.04,68.47,28.8,25.35,80.01,0
2016,7,22,9,0,29.54,63.71,29.02,33.81,48.99,0
2016,7,22,12,0,32.37,57.51,29.56,37.11,44.26,0
2016,7,22,15,0,33.53,54.15,30.25,34.39,51.25,0
2016,7,22,18,0,33.08,56.04,30.51,31.4,61.84,0
2016,7,22,21,0,30.76,63.28,30.32,28.22,73.35,0
2016,7,23,0,0,30.05,66,29.83,27.92,73.47,0
2016,7,23,3,0,29.57,68.62,29.83,27.25,77.72,0
2016,7,23,6,0,29.11,68.47,29.98,26.48,79.15,0
2016,7,23,9,0,30.36,63.28,29.67,35,46.46,0
2016,7,23,12,0,32.47,58.97,30.44,36.28,46.58,0
2016,7,23,15,0,33.44,56.96,30.82,33.87,55.49,0
2016,7,23,18,0,33.02,57.48,30.67,31.52,61.9,0
2016,7,23,21,0,31.34,63,30.51,28.44,74.05,0
2016,7,24,0,0,30.57,64.65,30.36,27.12,80.74,0
2016,7,24,3,0,29.93,67.25,30.25,26.7,81.2,0
2016,7,24,6,0,29.54,68.25,30.13,26.48,82.81,0
2016,7,24,9,0,30.54,67.61,29.98,31.37,65.08,0
2016,7,24,12,0,32.56,60.99,30.86,35.18,51.4,0
2016,7,24,15,0,33.23,58.06,30.74,33.17,58.79,0
2016,7,24,18,0,32.56,62.7,30.93,31.03,68.59,0
2016,7,24,21,0,31.52,66.48,30.55,28.28,81.04,0
2016,7,25,0,0,30.45,72.1,30.32,27.12,87.27,0
2016,7,25,3,0,29.78,73.02,30.02,26.94,87.18,0
2016,7,25,6,0,29.47,75.21,29.67,26.58,89.19,0
2016,7,25,9,0,30.33,71.55,29.98,30.48,71.18,0
2016,7,25,12,0,31.92,64.59,30.47,33.38,59,0
2016,7,25,15,0,32.95,62.97,30.67,32.77,62.61,0
2016,7,25,18,0,32.71,62.12,30.86,31.09,66.79,0
2016,7,25,21,0,31.58,64.56,30.89,27.67,80.25,0
2016,7,26,0,0,30.21,69.32,30.44,26.27,86.32,0
2016,7,26,3,0,29.32,70.48,29.9,25.17,89.99,0
2016,7,26,6,0,28.83,71.64,29.67,24.5,91.48,0
2016,7,26,9,0,29.75,69.08,30.4,31.86,62.58,0
2016,7,26,12,0,32.07,61.26,30.47,34.57,52.59,0
2016,7,26,15,0,33.41,57.26,30.86,32.83,56.41,0
2016,7,26,18,0,32.31,58.73,30.7,30.94,61.26,0
2016,7,26,21,0,31,64.62,30.63,28.07,75.92,0
2016,7,27,0,0,29.99,65.69,30.17,26.42,83.7,0
2016,7,27,3,0,29.44,69.69,29.94,25.81,85.5,0
2016,7,27,6,0,29.23,68.93,29.83,25.51,85.81,0
2016,7,27,9,0,29.78,70.94,30.13,28.71,76.8,0
2016,7,27,12,0,30.63,68.13,30.32,29.47,72.37,0
2016,7,27,15,0,30.97,68.93,30.17,30.76,69.44,0
2016,7,27,18,0,31.28,67.12,30.36,29.44,74.54,0
2016,7,27,21,0,29.87,72.25,30.05,27.46,82.84,0
2016,7,28,0,0,29.6,71.06,29.67,27.12,81.5,0
2016,7,28,3,0,29.17,73.75,29.44,26.24,89.38,0
2016,7,28,6,0,28.93,79.95,29.14,26.27,93.71,0
2016,7,28,9,0,30.3,72.99,29.83,32.31,63.64,0
2016,7,28,12,0,31.58,63.37,29.94,34.21,53.36,0
2016,7,28,15,0,32.41,58.64,30.17,31.06,60.1,0
2016,7,28,18,0,31.83,55.04,30.55,28.56,64.8,0
2016,7,28,21,0,30.33,61.51,30.09,26.51,77.81,0
2016,7,29,0,0,29.35,67.74,29.79,25.63,86.66,0
2016,7,29,3,0,29.02,68.86,29.6,25.08,87.24,0
2016,7,29,6,0,28.59,70.51,29.48,24.87,86.23,0
2016,7,29,9,0,28.56,74.36,29.41,24.99,94.44,0
2016,7,29,12,0,27.86,74.24,29.1,22.88,96.64,0
2016,7,29,15,0,28.62,75.37,29.14,26.94,86.72,0
2016,7,29,18,0,30.42,74.15,29.37,28.99,82.63,0
2016,7,29,21,0,29.93,77.72,29.14,27.74,88.86,0
2016,7,30,0,0,29.6,77.72,29.44,27.16,90.08,0
2016,7,30,3,0,29.23,79.55,29.02,27.12,89.32,0
2016,7,30,6,0,28.93,79.24,29.1,26.67,91.42,0
2016,7,30,9,0,29.84,77.93,29.02,29.44,81.29,0
2016,7,30,12,0,31.58,65.45,29.37,35.12,54.27,0
2016,7,30,15,0,33.2,58.97,29.86,33.63,58.24,0
2016,7,30,18,0,33.02,56.99,30.32,30.21,63.46,0
2016,7,30,21,0,31.21,68.35,30.21,27.37,86.36,0
2016,7,31,0,0,29.99,73.53,29.67,26.15,92.61,0
2016,7,31,3,0,29.32,76.1,29.64,26,92.09,0
2016,7,31,6,0,28.83,77.93,29.79,25.51,95.63,0
2016,7,31,9,0,30.05,74.91,29.67,34.27,61.57,0
2016,7,31,12,0,32.8,62.39,30.09,35.09,54.03,0
2016,7,31,15,0,34.18,58.3,30.74,32.19,64.32,0
2016,7,31,18,0,33.08,62.88,30.51,29.75,74.36,0
2016,7,31,21,0,31.28,68.25,30.36,27.12,87.21,0
2016,8,1,0,0,30.05,72.71,30.17,26.03,91.54,0
2016,8,1,12,0,31.28,66.94,29.9,32.1,58.82,0
2016,8,1,15,0,32.5,55.04,30.17,32.16,61.29,0
2016,8,1,18,0,32.25,58.33,30.36,29.69,67.67,0
2016,8,1,21,0,30.76,65.84,30.17,26.76,84.22,0
2016,8,2,0,0,29.99,71,29.9,26.39,88.64,0
2016,8,2,3,0,29.35,73.63,29.75,25.81,91.21,0
2016,8,2,6,0,29.02,75.52,29.79,25.32,94.23,0
2016,8,2,9,0,29.11,76.01,29.94,26.88,87.52,0
2016,8,2,12,0,30.24,72.07,29.52,29.02,76.92,0
2016,8,2,15,0,31.09,68.5,29.94,30.7,68.86,0
2016,8,2,18,0,31.09,65.87,29.83,27.86,77.59,0
2016,8,2,21,0,29.93,68.16,29.79,26.18,85.96,0
2016,8,3,0,0,29.29,68.44,29.83,25.51,83.97,0
