Year,Month,Day,Hour,Minute,24H,24H_P,48H,48H_P
2019,4,1,17,0,0,0.2058644174526064,0,0.23150437985902247
2019,4,2,16,0,0,0.2597934251683324,0,0.18894712771697392
2019,4,2,17,0,0,0.23150437985902247,0,0.1824922485416432
2019,4,3,11,0,0,0.296543651210291,0,0.21472300725529125
2019,4,3,17,0,0,0.1824922485416432,0,0.19359888536885114
2019,4,3,19,0,0,0.20735533822868085,0,0.1618199985563295
2019,4,4,5,0,0,0.14172408796802144,0,0.17516716244428815
2019,4,5,1,30,0,0.18539559124511254,0,0.16065923148437536
2019,4,5,6,30,0,0.16969049226727326,0,0.14310932457994846
2019,4,7,0,30,0,0.19996494563661607,0,0.20763111934449624
2019,4,7,2,30,0,0.14310932457994846,0,0.2055341756480252
2019,4,7,13,30,0,0.20793997167275569,0,0.20793997167275569
2019,4,8,12,0,0,0.21472300725529125,0,0.21322265212117744
2019,4,8,13,30,0,0.20793997167275569,0,0.21322265212117744
2019,4,9,3,30,0,0.19830004618118444,0,0.18511584689801777
2019,4,9,8,30,0,0.2131494263395061,0,0.24038516571546156
2019,4,10,1,0,0,0.1922870109135802,0,0.1491495974079192
2019,4,10,2,0,0,0.16211773354639933,0,0.17698884089532008
2019,4,10,18,30,0,0.17949161136406486,0,0.18123316264269768
2019,4,10,20,30,0,0.14721377863881208,0,0.150248678183657
2019,4,11,3,0,0,0.21084680314521836,0,0.17600324709679013
2019,4,11,9,30,0,0.21472300725529125,0,0.21472300725529125
2019,4,11,11,30,0,0.21472300725529125,0,0.21472300725529125
2019,4,11,20,30,0,0.150248678183657,0,0.15940768200781424
2019,4,13,11,0,0,0.1787071987265441,0,0.21472300725529125
2019,4,14,8,30,0,0.24499006459708084,0,0.21472300725529125
2019,4,15,4,0,0,0.21084680314521836,0,0.142448139552602
2019,4,16,19,30,0,0.1876880418180284,0,0.17415319253177752
2019,4,18,1,30,0,0.1601363029656507,0,0.20262234303789084
2019,4,18,12,0,0,0.21313316370154894,0,0.21313316370154894
2019,4,18,16,30,0,0.21313316370154894,0,0.21313316370154894
2019,4,19,21,0,0,0.2089164880490836,0,0.19151830767094036
2019,4,20,0,0,0,0.21023685764304365,0,0.18631369556166583
2019,4,21,1,0,0,0.16863969614591412,0,0.2195597399726848
2019,4,23,4,30,0,0.1524501182248132,0,0.16239544245944557
2019,4,23,9,30,0,0.19478636899787313,0,0.2193836924472798
2019,4,24,20,0,0,0.16205011062084504,0,0.14381432267967242
2019,4,25,0,0,0,0.14235445703294097,0,0.1418436773305609
2019,4,25,5,0,0,0.14223204953051877,0,0.1317667754880507
2019,4,25,14,0,0,0.18741067666708341,0,0.21313316370154894
2019,4,25,14,30,0,0.14390830196391952,0,0.21507234184120855
2019,4,26,22,0,0,0.17428230691564167,0,0.17428230691564167
2019,4,27,1,0,0,0.16682440715073088,0,0.1530079042077048
2019,4,28,5,30,0,0.1494015996393943,0,0.12238666226561805
2019,4,28,16,0,0,0.21096757667134325,0,0.2089164880490836
2019,4,29,15,30,0,0.2089164880490836,0,0.2089164880490836
2019,4,29,22,0,0,0.17447877700394093,0,0.18505204018909024
2019,4,30,0,0,0,0.17709710031688713,0,0.16565269398158522
2019,4,30,3,0,0,0.17832879526326556,0,0.13984343083746692
2019,5,1,3,0,0,0.13984343083746692,0,0.1494015996393943
2019,5,3,14,30,0,0.2125367263821031,0,0.2125367263821031
2019,5,4,1,30,0,0.191279094954857,0,0.1837456601492415
2019,5,5,13,0,0,0.2089164880490836,0,0.2089164880490836
2019,5,6,3,0,0,0.1494015996393943,0,0.1494015996393943
2019,5,6,5,30,0,0.1356721883971312,0,0.15506932821744893
2019,5,6,6,0,0,0.1449817579528491,0,0.16919095308168017
2019,5,6,10,0,0,0.215208186140798,0,0.2220559616527446
2019,5,6,21,0,0,0.17729078097391077,0,0.19370087359405821
2019,5,6,23,30,0,0.17436306012542976,0,0.191279094954857
2019,5,7,4,0,0,0.1494015996393943,0,0.18505204018909024
2019,5,8,1,30,0,0.18505204018909024,0,0.15127535718340773
2019,5,8,19,0,0,0.2089164880490836,0,0.2089164880490836
2019,5,9,4,30,0,0.12325009944632903,0,0.16897313643576786
2019,5,9,5,30,0,0.1175061508984863,0,0.16919095308168017
2019,5,9,15,30,0,0.2110235500229499,0,0.20568895087015643
2019,5,10,9,30,0,0.2220559616527446,0,0.2220559616527446
2019,5,10,15,0,0,0.2125367263821031,0,0.20850952462943795
2019,5,11,18,0,0,0.20149626196474407,0,0.2176205618330252
2019,5,12,5,0,0,0.18486573160480693,0,0.15871022474421828
2019,5,12,23,30,0,0.19079333290986505,0,0.20700355121760108
2019,5,13,23,30,0,0.20700355121760108,0,0.21865259952489305
2019,5,14,5,30,0,0.2093949020350509,0,0.18555811438706044
2019,5,15,10,0,0,0.2257526725460471,0,0.22060994523686617
2019,5,15,23,0,0,0.20923171511766953,0,0.21244500536228358
2019,5,16,15,30,0,0.19898117499644669,0,0.21596478312879044
2019,5,17,1,30,0,0.19184269991588368,0,0.20271095205318926
2019,5,17,23,30,0,0.19517433939044374,0,0.4897409454441532
2019,5,19,3,0,0,0.42086326054937306,0,0.1860840778809581
2019,5,20,11,0,0,0.22317148720926042,0,0.22317148720926042
2019,5,20,15,30,0,0.20149626196474407,0,0.19888149891551368
2019,5,20,18,0,0,0.19883246370319754,0,0.19242178631349718
2019,5,20,22,0,0,0.20605259898781889,0,0.20282978855346334
2019,5,21,21,0,0,0.20007672474079677,0,0.10029808798549585
2019,5,21,21,30,0,0.20282978855346334,0,0.09901298195459803
2019,5,22,12,0,0,0.1262543475589784,0,0.19789672344650502
2019,5,23,1,0,0,0.20282978855346334,0,0.20282978855346334
2019,5,24,4,30,0,0.16699273526520936,0,0.20282978855346334
2019,5,25,3,30,0,0.09901298195459803,0,0.08794164698267065
2019,5,28,22,0,0,0.20291868802900787,0,0.20303752452928198
2019,5,29,1,30,0,0.15517749574875359,0,0.16798597551318312
2019,5,29,17,30,0,0.19913160573792268,0,0.09206885687829916
2019,6,1,1,30,0,0.09313146803114221,0,0.09232948902044041
2019,6,3,11,0,0,0.0974460548494892,0,0.10440891118884854
2019,6,3,11,30,0,0.0974460548494892,0,0.0974460548494892
2019,6,5,4,30,0,0.07811874324388199,0,0.17923477615510522
2019,6,5,20,0,0,0.09392470405185852,0,0.100038948110637
2019,6,6,7,0,0,0.20616409260586405,0,0.09911377012590103
2019,6,6,9,30,0,0.21333943205107278,0,0.10440891118884854
2019,6,6,19,30,0,0.0970990247968734,0,0.09725737650042925
2019,6,7,16,0,0,0.0974460548494892,0,0.09569320442752152
2019,6,7,17,30,0,0.0974460548494892,0,0.09725737650042925
2019,6,10,17,0,0,0.09427172120297009,0,0.0974460548494892
2019,6,11,23,30,0,0.09901298195459803,0,0.0986331277412851
2019,6,12,15,30,0,0.0974460548494892,0,0.0974460548494892
2019,6,13,16,30,0,0.0974460548494892,0,0.0974460548494892
2019,6,13,23,30,0,0.09721164451673367,0,0.09901298195459803
2019,6,14,9,30,0,0.10440891118884854,0,0.10440891118884854
2019,6,15,5,0,0,0.08644696382285212,0,0.09000271293052828
2019,6,16,19,0,0,0.09427172120297009,0,0.09725737650042925
2019,6,17,1,30,0,0.09338948134841626,0,0.2000769098051741
2019,6,17,16,0,0,0.10071813881663409,0,0.0974460548494892
2019,6,17,20,0,0,0.09725737650042925,0,0.09505451217575833
2019,6,19,9,0,0,0.10783934685954925,0,0.10440891118884854
2019,6,19,10,0,0,0.10794013503085227,0,0.10440891118884854
2019,6,19,13,30,0,0.0974460548494892,0,0.0974460548494892
2019,6,19,15,30,0,0.0974460548494892,0,0.0974460548494892
2019,6,19,17,0,0,0.0974460548494892,0,0.0974460548494892
2019,6,21,8,0,0,0.10440891118884854,0,0.10440891118884854
2019,6,22,7,30,0,0.10794013503085227,0,0.10440891118884854
2019,6,22,16,0,0,0.0974460548494892,0,0.0974460548494892
2019,6,24,19,30,0,0.0974460548494892,0,0.10087649052018992
2019,6,24,22,30,0,0.09206885687829916,0,0.07446121233215032
2019,6,25,0,0,0,0.09206885687829916,0,0.0868311055675789
2019,6,25,5,30,0,0.10019729981419283,0,0.2041855748798617
2019,6,25,9,0,0,0.10440891118884854,0,0.10195773897403879
