Year,Month,Day,Hour,Minute,24H,24H_P,48H,48H_P
2019,4,1,4,30,0,0.19458028820681877,0,0.19458028820681877
2019,4,2,6,0,0,0.19155780374695186,0,0.18606515605348345
2019,4,2,12,30,0,0.2993249145348338,0,0.3039580727147967
2019,4,3,0,30,0,0.2523182076221124,0,0.276412013388132
2019,4,3,11,30,0,0.3155896072945345,0,0.3145626671686007
2019,4,4,0,30,0,0.276412013388132,0,0.2710249613088083
2019,4,5,2,0,0,0.2618862614005143,0,0.2900027097790848
2019,4,5,21,30,0,0.29852628896078964,0,0.2994869230568139
2019,4,6,2,0,0,0.2900027097790848,0,0.2833467097584636
2019,4,8,23,30,0,0.24493122803773354,0,0.24975904960258338
2019,4,9,21,0,0,0.26685060527869886,0,0.28654424582884735
2019,4,10,7,30,0,0.24264740494592213,0,0.2663507727121138
2019,4,11,14,30,0,0.29047291001695963,0,0.31850460593969887
2019,4,12,7,0,0,0.2524331637681797,0,0.2900701101444773
2019,4,12,14,30,0,0.31850460593969887,0,0.2928191058022466
2019,4,13,16,0,0,0.27389502443852803,0,0.31702738160721095
2019,4,14,6,0,0,0.24076508381282397,0,0.25869766266324684
2019,4,14,14,30,0,0.3217138092555015,0,0.30699525946582845
2019,4,15,2,30,0,0.26737096555179485,0,0.2864678169942964
2019,4,16,1,30,0,0.28452502725922024,0,0.27721869635126956
2019,4,18,22,0,0,0.26992231394877414,0,0.2683570832059641
2019,4,19,4,30,0,0.2729546680267293,0,0.39389357583499013
2019,4,19,14,30,0,0.3015996389801242,0,0.2752671389927862
2019,4,20,8,30,0,0.40204735168708466,0,0.3032432925230137
2019,4,21,1,30,0,0.27065591262068106,0,0.25897879523879386
2019,4,21,23,30,0,0.26207534137768534,0,0.46981645426250623
2019,4,22,12,0,0,0.28661414936530977,0,0.27739816908401743
2019,4,22,13,0,0,0.28661414936530977,0,0.27932290984259245
2019,4,23,17,0,0,0.28992763803554994,0,0.2889486735256779
2019,4,24,4,30,0,0.3712830832852375,0,0.2739167234299487
2019,4,25,7,30,0,0.26469374925526934,0,0.29267739623841177
2019,4,26,15,30,0,0.30250989554639035,0,0.31725286335496056
2019,4,27,9,30,0,0.29501590517838233,0,0.3169119121226599
2019,4,27,21,30,0,0.29261056311249206,0,0.2640095842962863
2019,4,28,8,0,0,0.3095453957593915,0,0.2895592748226186
2019,4,29,6,0,0,0.2743649409829335,0,0.2380673271841652
2019,4,29,17,30,0,0.30023378893986064,0,0.27623166268097255
2019,4,30,3,30,0,0.24582834772294437,0,0.21510311115465722
2019,5,1,23,30,0,0.25106636319758946,0,0.23922314954778418
2019,5,2,1,30,0,0.24674543424432066,0,0.2330685494401931
2019,5,2,11,0,0,0.28661414936530977,0,0.28661414936530977
2019,5,2,12,30,0,0.2937215513653551,0,0.29841854960437725
2019,5,3,3,0,0,0.23051436913540826,0,0.2529389552515393
2019,5,3,15,30,0,0.3337158961185877,0,0.3337158961185877
