Year,Month,Day,Hour,Minute,24H,24H_P,48H,48H_P
2019,4,1,0,0,0,4.3080021495373435e-06,0,0.021702521371481133
2019,4,1,10,30,0,0.030889322944677222,0,0.030887934068390334
2019,4,1,18,30,0,0.021702590889682207,0,0.08615972551058315
2019,4,3,3,0,0,4.547135382653659e-06,0,0.1646769339883797
2019,4,4,14,30,0,5.561854544702179e-05,0,5.561864667216454e-05
2019,4,4,18,0,0,5.94567979870202e-06,0,3.2506607759964226e-05
2019,4,5,13,0,0,5.5613620552597844e-05,0,5.5613620552597844e-05
2019,4,5,18,0,0,3.2506607759964226e-05,0,3.251153252415827e-05
2019,4,6,2,0,0,2.1732163721238425e-05,0,0.02147862124489827
2019,4,6,12,0,0,5.5613620552597844e-05,0,5.623562670561241e-05
2019,4,7,13,30,0,5.5618545495907154e-05,0,6.66666156746888e-05
2019,4,7,17,30,0,3.2506607759964226e-05,0,0.021494632643318568
2019,4,8,2,0,0,0.021702521371481133,0,0.10022128138883439
2019,4,8,11,0,0,0.021545000962582866,0,0.08615957301677146
2019,4,8,17,30,0,0.021494632643318568,0,0.021495327997987333
2019,4,8,20,30,0,0.021701039350125503,0,0.021701039350125503
2019,4,9,1,0,0,0.02170243839587053,0,0.02170243839587053
2019,4,9,4,30,0,0.021702521371481133,0,3.7716184716000866e-06
2019,4,10,6,30,0,4.547135382653659e-06,0,0.021701745854570083
2019,4,10,13,0,0,5.5613620552597844e-05,0,5.5613620552597844e-05
2019,4,10,18,0,0,3.2506607759964226e-05,0,3.2506607759964226e-05
2019,4,11,8,30,0,0.021523936236252372,0,0.02150969073422659
2019,4,13,5,0,0,0.021490130899650316,0,4.4641597720445325e-06
2019,4,14,20,0,0,1.698947968070302e-05,0,5.561371963003968e-05
2019,4,15,0,30,0,0.02147862124489827,0,0.0214889784119054
2019,4,15,13,0,0,5.5613620552597844e-05,0,5.5613620552597844e-05
2019,4,16,14,30,0,5.5613620552597844e-05,0,5.5613620731713105e-05
2019,4,17,8,30,0,0.08287583518366201,0,6.097330379713319e-05
2019,4,17,15,0,0,5.5613620552597844e-05,0,5.5613620552597844e-05
2019,4,18,23,0,0,5.5613719627342726e-05,0,5.5613620731713105e-05
2019,4,20,3,0,0,0.0005637567740407432,0,0.1448420478017482
2019,4,20,11,30,0,0.0005637563994667597,0,5.5613620552597844e-05
2019,4,20,18,0,0,5.5613620552597844e-05,0,5.5613620552597844e-05
2019,4,22,1,0,0,5.5613620731713105e-05,0,0.0005638437213454649
2019,4,23,3,0,0,0.0005637567740407432,0,0.0005406496621706677
2019,4,23,9,0,0,0.0005638434456213162,0,0.0005637563994667597
2019,4,24,1,30,0,3.2593416374455006e-05,0,1.653506538421959e-05
2019,4,24,6,0,0,0.0005406496621706677,0,0.144836393570335
2019,4,25,8,30,0,2.1732163721238425e-05,0,6.097334531148881e-05
2019,4,25,21,30,0,0.021489435544981547,0,5.940755034507975e-06
2019,4,26,9,0,0,6.0973303692509495e-05,0,0.021494632643318568
2019,4,27,22,30,0,5.9407573124387886e-06,0,3.250661003789504e-05
2019,4,28,0,30,0,1.653506538421959e-05,0,1.698947968070302e-05
2019,4,28,8,30,0,5.561362055364043e-05,0,5.5613620552597844e-05
2019,4,28,9,30,0,5.561362055364043e-05,0,5.5613620552597844e-05
