Year,Month,Day,Hour,Minute,24H,24H_P,48H,48H_P
2019,4,1,13,30,0,0.1804392192437116,0,0.19208874887929034
2019,4,1,20,30,0,0.16515281724899852,0,0.17189898915613275
2019,4,3,7,0,0,0.15927491401982485,0,0.11925120241941183
2019,4,3,8,30,0,0.21067928127621066,0,0.24975859568479314
2019,4,3,10,0,0,0.18758565632025798,0,0.15325921756950997
2019,4,3,19,30,0,0.15837536783422648,0,0.12309838149067884
2019,4,4,4,30,0,0.12431759506119129,0,0.12749411208192032
2019,4,5,0,0,0,0.15310100874542476,0,0.12985198766005776
2019,4,5,4,30,0,0.12749411208192032,0,0.12807537570313077
2019,4,6,21,0,0,0.12768863239909173,0,0.12131109104708729
2019,4,7,3,0,0,0.11900397272407978,0,0.14758602781725022
2019,4,7,7,30,0,0.1577699742282543,0,0.12109677442479498
2019,4,8,8,0,0,0.1502970442972837,0,0.13283778318908251
2019,4,8,23,0,0,0.15885988874677096,0,0.13919888196142977
2019,4,9,2,0,0,0.14067313382950167,0,0.14543290058378947
2019,4,10,13,0,0,0.1364779704235717,0,0.1364779704235717
2019,4,11,15,30,0,0.1364779704235717,0,0.1364779704235717
2019,4,12,3,0,0,0.15697370637795163,0,0.15290156412645178
2019,4,13,19,0,0,0.12655431924469235,0,0.13948193127230307
2019,4,15,0,30,0,0.1416413181156786,0,0.12448440539582133
2019,4,16,5,0,0,0.14805758862191687,0,0.26878237697569085
2019,4,16,6,30,0,0.15042834112158318,0,0.2669144565459619
2019,4,16,11,0,0,0.1364779704235717,0,0.1364779704235717
2019,4,17,0,0,0,0.12998926493902568,0,0.14542379154657964
2019,4,17,7,0,0,0.3204556861504041,0,0.1433834287299797
2019,4,18,11,30,0,0.1364779704235717,0,0.1364779704235717
2019,4,18,14,0,0,0.1364779704235717,0,0.1364779704235717
2019,4,18,22,0,0,0.1364779704235717,0,0.14007879749234026
2019,4,19,1,30,0,0.14927454825302927,0,0.19791412617844711
2019,4,20,10,30,0,0.3031885466167526,0,0.12455831431719042
2019,4,20,11,30,0,0.3013480931440621,0,0.12455831431719042
2019,4,21,2,30,0,0.24976395367060894,0,0.14120435222515826
2019,4,21,20,30,0,0.14007879749234026,0,0.34292327903342107
2019,4,22,0,0,0,0.14007879749234026,0,0.27069348074817035
2019,4,23,2,30,0,0.23679414925197895,0,0.2846054098502177
2019,4,24,10,0,0,0.14446678165458476,0,0.14719302874892798
2019,4,24,16,0,0,0.14956223131210938,0,0.2483740151728469
2019,4,25,0,30,0,0.11616257510075068,0,0.11472695662340952
2019,4,25,1,30,0,0.11373340917775528,0,0.12204347256143736
2019,4,25,19,0,0,0.11860350793513466,0,0.1464212092093356
2019,4,26,9,30,0,0.14031307018069078,0,0.1482149606134296
2019,4,26,14,0,0,0.1364779704235717,0,0.1364779704235717
