MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
2019-04-01 00:00,2,3,2019-04-02 00:00,0,4.30800214953734e-06,2019-04-03 00:00,0,0.0217025213714811
2019-04-01 04:30,1,2,2019-04-02 04:30,0,0.194580288206819,2019-04-03 04:30,0,0.194580288206819
2019-04-01 10:30,2,3,2019-04-02 10:30,0,0.0308893229446772,2019-04-03 10:30,0,0.0308879340683903
2019-04-01 11:00,1,1,2019-04-02 11:00,0,0.218712063953913,2019-04-03 11:00,0,0.238712388750973
2019-04-01 13:30,2,1,2019-04-02 13:30,0,0.180439219243712,2019-04-03 13:30,0,0.19208874887929
2019-04-01 17:00,2,2,2019-04-02 17:00,0,0.205864417452606,2019-04-03 17:00,0,0.231504379859022
2019-04-01 18:30,2,3,2019-04-02 18:30,0,0.0217025908896822,2019-04-03 18:30,0,0.0861597255105832
2019-04-01 20:30,2,1,2019-04-02 20:30,0,0.165152817248999,2019-04-03 20:30,0,0.171898989156133
2019-04-02 06:00,1,2,2019-04-03 06:00,0,0.191557803746952,2019-04-04 06:00,0,0.186065156053483
2019-04-02 07:00,1,1,2019-04-03 07:00,0,0.13274227692676,2019-04-04 07:00,0,0.13134354251726
2019-04-02 09:30,1,1,2019-04-03 09:30,0,0.211010679528583,2019-04-04 09:30,0,0.2273181104066
2019-04-02 12:30,1,2,2019-04-03 12:30,0,0.299324914534834,2019-04-04 12:30,0,0.303958072714797
2019-04-02 15:00,1,1,2019-04-03 15:00,0,0.1929801714596,2019-04-04 15:00,0,0.175445653371024
2019-04-02 16:00,2,2,2019-04-03 16:00,0,0.259793425168332,2019-04-04 16:00,0,0.188947127716974
2019-04-02 16:30,1,1,2019-04-03 16:30,0,0.215598637189803,2019-04-04 16:30,0,0.169947191737506
2019-04-02 17:00,2,2,2019-04-03 17:00,0,0.231504379859022,2019-04-04 17:00,0,0.182492248541643
2019-04-02 19:30,1,1,2019-04-03 19:30,0,0.213993047815738,2019-04-04 19:30,0,0.212656570324195
2019-04-03 00:30,1,2,2019-04-04 00:30,0,0.252318207622112,2019-04-05 00:30,0,0.276412013388132
2019-04-03 01:00,1,1,2019-04-04 01:00,0,0.1355049163811,2019-04-05 01:00,0,0.214566172668265
2019-04-03 03:00,2,3,2019-04-04 03:00,0,4.54713538265366e-06,2019-04-05 03:00,0,0.16467693398838
2019-04-03 04:30,1,1,2019-04-04 04:30,0,0.114469039630833,2019-04-05 04:30,0,0.210963396732318
2019-04-03 07:00,2,1,2019-04-04 07:00,0,0.159274914019825,2019-04-05 07:00,0,0.119251202419412
2019-04-03 08:30,2,1,2019-04-04 08:30,0,0.210679281276211,2019-04-05 08:30,0,0.249758595684793
2019-04-03 09:00,1,1,2019-04-04 09:00,0,0.212462764291887,2019-04-05 09:00,0,0.212018989763536
2019-04-03 10:00,2,1,2019-04-04 10:00,0,0.187585656320258,2019-04-05 10:00,0,0.15325921756951
2019-04-03 11:00,2,2,2019-04-04 11:00,0,0.296543651210291,2019-04-05 11:00,0,0.214723007255291
2019-04-03 11:30,1,2,2019-04-04 11:30,0,0.315589607294535,2019-04-05 11:30,0,0.314562667168601
2019-04-03 12:30,1,3,2019-04-04 12:30,0,0.349937298504275,2019-04-05 12:30,0,0.352897876550646
2019-04-03 17:00,2,2,2019-04-04 17:00,0,0.182492248541643,2019-04-05 17:00,0,0.193598885368851
2019-04-03 19:00,2,2,2019-04-04 19:00,0,0.207355338228681,2019-04-05 19:00,0,0.16181999855633
2019-04-03 19:30,2,1,2019-04-04 19:30,0,0.158375367834226,2019-04-05 19:30,0,0.123098381490679
2019-04-04 00:30,1,2,2019-04-05 00:30,0,0.276412013388132,2019-04-06 00:30,0,0.271024961308808
2019-04-04 04:30,2,1,2019-04-05 04:30,0,0.124317595061191,2019-04-06 04:30,0,0.12749411208192
2019-04-04 05:00,2,2,2019-04-05 05:00,0,0.141724087968021,2019-04-06 05:00,0,0.175167162444288
2019-04-04 06:00,1,1,2019-04-05 06:00,0,0.21133925612434,2019-04-06 06:00,0,0.134260341104235
2019-04-04 14:30,2,3,2019-04-05 14:30,0,5.56185454470218e-05,2019-04-06 14:30,0,5.56186466721645e-05
2019-04-04 18:00,2,3,2019-04-05 18:00,0,5.94567979870202e-06,2019-04-06 18:00,0,3.25066077599642e-05
2019-04-04 22:00,1,1,2019-04-05 22:00,0,0.216587805090382,2019-04-06 22:00,0,0.161153174953163
2019-04-04 23:00,1,1,2019-04-05 23:00,0,0.210192151677971,2019-04-06 23:00,0,0.161920964275029
2019-04-05 00:00,2,1,2019-04-06 00:00,0,0.153101008745425,2019-04-07 00:00,0,0.129851987660058
2019-04-05 00:30,1,1,2019-04-06 00:30,0,0.207749231068563,2019-04-07 00:30,0,0.160722438304478
2019-04-05 01:30,2,2,2019-04-06 01:30,0,0.185395591245113,2019-04-07 01:30,0,0.160659231484375
2019-04-05 02:00,1,2,2019-04-06 02:00,0,0.261886261400514,2019-04-07 02:00,0,0.290002709779085
2019-04-05 02:30,1,3,2019-04-06 02:30,0,0.336714173780623,2019-04-07 02:30,0,0.341290093604252
2019-04-05 04:30,2,1,2019-04-06 04:30,0,0.12749411208192,2019-04-07 04:30,0,0.128075375703131
2019-04-05 06:30,2,2,2019-04-06 06:30,0,0.169690492267273,2019-04-07 06:30,0,0.143109324579948
2019-04-05 08:00,1,3,2019-04-06 08:00,0,0.333216522375668,2019-04-07 08:00,0,0.350486607035418
2019-04-05 13:00,2,3,2019-04-06 13:00,0,5.56136205525978e-05,2019-04-07 13:00,0,5.56136205525978e-05
2019-04-05 15:30,1,3,2019-04-06 15:30,0,0.348766959128431,2019-04-07 15:30,0,0.349790455483625
2019-04-05 18:00,1,1,2019-04-06 18:00,0,0.163285709752974,2019-04-07 18:00,0,0.168635841336919
2019-04-05 18:00,2,3,2019-04-06 18:00,0,3.25066077599642e-05,2019-04-07 18:00,0,3.25115325241583e-05
2019-04-05 21:30,1,2,2019-04-06 21:30,0,0.29852628896079,2019-04-07 21:30,0,0.299486923056814
2019-04-06 00:30,1,1,2019-04-07 00:30,0,0.160722438304478,2019-04-08 00:30,0,0.213993047815738
2019-04-06 02:00,2,3,2019-04-07 02:00,0,2.17321637212384e-05,2019-04-08 02:00,0,0.0214786212448983
2019-04-06 02:00,1,2,2019-04-07 02:00,0,0.290002709779085,2019-04-08 02:00,0,0.283346709758464
2019-04-06 06:30,1,3,2019-04-07 06:30,0,0.348793922138109,2019-04-08 06:30,0,0.335329964088719
2019-04-06 12:00,2,3,2019-04-07 12:00,0,5.56136205525978e-05,2019-04-08 12:00,0,5.62356267056124e-05
