Year,Month,Day,Hour,Minute,TempOut2,Precipitation2,WindDirection2,WindSpeed2,LocalPressure2,SurfacePressure2,HumOut2,Radiation2,Sunlight2
2019,4,2,4,30,0.5,0,13.8,0.8,1021.5,1022.8,68.5,NaN,0
2019,4,3,6,0,0.6,0,13.5,0,1022.9,1024.2,77.5,NaN,0
2019,4,3,12,30,10.5,0,198.8,4.6,1023.4,1024.6,55.5,NaN,20700
2019,4,4,0,30,2.9,0,10.7,1.1,1022.1,1023.4,89.7,NaN,0
2019,4,4,11,30,10.9,0,208.9,4.5,1019.4,1020.6,55.1,NaN,17160
2019,4,5,0,30,7.5,0,187.3,5.1,1012.9,1014.1,63.6,NaN,0
2019,4,6,2,0,3.4,0,38.9,0.1,1012.1,1013.3,66.6,NaN,0
2019,4,6,21,30,11.2,0,348.8,0.6,1008.8,1010,49.1,NaN,14100
2019,4,7,2,0,10.3,0,18.8,0.4,1009.2,1010.4,77.7,NaN,0
2019,4,9,23,30,7.1,32.4,25.1,3.6,1006.1,1007.3,84.9,NaN,7200
2019,4,10,21,0,6.6,3.3,312.4,0.2,1013.4,1014.6,85.5,NaN,0
2019,4,11,7,30,4.6,0,48.4,1.7,1014.2,1015.4,90.7,NaN,0
2019,4,12,14,30,14.7,0,211.4,1.2,1017.3,1018.5,45.1,NaN,26100
2019,4,13,7,0,5.1,0,33.3,0.9,1019.4,1020.6,64.7,NaN,0
2019,4,13,14,30,16.8,0,194.9,3.1,1017.8,1019,21.4,NaN,22380
2019,4,14,16,0,12.9,2.1,298.1,1.5,1013.4,1014.6,67.1,NaN,6900
2019,4,15,6,0,2.2,0,36.2,1.1,1017.3,1018.6,87.6,NaN,0
2019,4,15,14,30,14.8,0,210.9,1.8,1018.5,1019.7,35,NaN,29040
2019,4,16,2,30,5.8,0,40.5,0.5,1017.4,1018.6,58.1,NaN,0
2019,4,17,1,30,10.2,0,27.6,0.7,1013.5,1014.7,45.9,NaN,0
2019,4,19,22,0,13.8,0,280.2,0,1014.9,1016.1,79.2,NaN,20820
2019,4,20,4,30,12.4,0,320.1,0,1014.2,1015.4,88.2,NaN,0
