Year,Month,Day,Hour,Minute,TempOut,Precipitation,WindDirection,WindSpeed,LocalPressure,SurfacePressure,HumOut,Radiation,Sunlight
2019,4,3,13,30,12.4,0,259,3.8,1021.4,1024.5,34,13.57,22500
2019,4,3,20,30,4.9,0,190.1,1.3,1020.4,1023.6,44.9,22.91,40980
2019,4,5,7,0,9,0,350.9,4.4,1007.7,1010.8,92.5,0.02,0
2019,4,5,8,30,9.5,0,285.4,2.3,1007.8,1010.9,91.9,0.11,0
2019,4,5,10,0,11.5,0,324.6,2.3,1007.6,1010.7,77.1,1.21,1020
2019,4,5,19,30,8.9,0,342.2,1.2,1008.3,1011.4,33.7,21.2,30480
2019,4,6,4,30,1.7,0,10.6,0.9,1009.9,1013.1,68.8,0,0
2019,4,7,0,0,10.9,0,23.8,2,1008.1,1011.2,39.6,11.49,14460
2019,4,7,4,30,10.2,0,16.4,1.2,1007.8,1010.9,47.9,0,0
2019,4,8,21,0,8.1,0,78.7,1,1015.2,1018.4,42,22.02,39720
2019,4,9,3,0,6.5,0,14.4,1.2,1015,1018.2,56.5,0,0
2019,4,9,7,30,9.4,0,38.7,2.6,1014.2,1017.4,42.9,0.18,0
2019,4,10,8,0,5.7,1.4,42.3,2.6,1008.8,1012,89.4,0.14,0
2019,4,10,23,0,4.2,1.4,30.6,1,1013.1,1016.3,96.5,6.9,5520
2019,4,11,2,0,2.1,0,61.2,0.1,1012.4,1015.6,97.2,0,0
2019,4,12,13,0,16.9,0,342.9,3.6,1016,1019.1,22.2,13.85,19920
2019,4,13,15,30,17.5,0,248,4,1015.9,1019,20,20.59,30180
2019,4,14,3,0,6.9,0,229.6,1,1013.8,1017,64.7,0,0
2019,4,15,19,0,11.8,0,339.6,3,1016.3,1019.4,56.1,25.86,43500
2019,4,17,0,30,7.8,0,85.3,0.1,1012.9,1016.1,65.8,0,0
2019,4,18,5,0,11.1,0,200.3,2.1,1007.9,1011,97.2,0.02,0
2019,4,18,6,30,11.4,0,266.8,2.2,1008.3,1011.4,97.2,0.04,0
2019,4,18,11,0,15.1,0,348.8,5.3,1009.7,1012.8,70.2,4.28,5220
2019,4,19,0,0,11.3,0,0,0.1,1011.5,1014.6,97.2,9.8,8520
