Year,Month,Day,Hour,Minute,WeatherTest_trend3,WeatherTest_trend4,WeatherTest_trend5,WeatherTest_trend6,WeatherTest_trend7,WeatherTest_trend8,WeatherTest_trend9,WeatherTest_trend10,WeatherTest_trend11,WeatherTest_trend12,WeatherTest_trend13,WeatherTest_trend14,WeatherTest_trend15,WeatherTest_trend16,WeatherTest_trend17,WeatherTest_trend18,WeatherTest_trend19,WeatherTest_trend20,WeatherTest_trend21,WeatherTest_trend22,WeatherTest_trend23,WeatherTest_trend24,WeatherTest_trend25,WeatherTest_trend26,WeatherTest_trend27,WeatherTest_trend28,WeatherTest_trend29,WeatherTest_trend30,WeatherTest_trend31,WeatherTest_trend32,WeatherTest_trend33,WeatherTest_trend34,WeatherTest_trend35,WeatherTest_trend36,WeatherTest_trend37,WeatherTest_trend38,WeatherTest_trend39,WeatherTest_trend40,WeatherTest_trend41,WeatherTest_trend42,WeatherTest_trend43,WeatherTest_trend44,WeatherTest_trend45,WeatherTest_trend46,WeatherTest_trend47,WeatherTest_trend48,WeatherTest_trend49,WeatherTest_trend50,WeatherTest_trend51,WeatherTest_trend52,WeatherTest_trend53,WeatherTest_trend54,WeatherTest_trend55,WeatherTest_trend56,WeatherTest_trend57,WeatherTest_trend58,WeatherTest_trend59,WeatherTest_trend60,WeatherTest_trend61,WeatherTest_trend62,WeatherTest_trend63,WeatherTest_trend64,WeatherTest_trend65,WeatherTest_trend66,WeatherTest_trend67,WeatherTest_trend68,WeatherTest_trend69,WeatherTest_trend70,WeatherTest_trend71,WeatherTest_trend72,WeatherTest_trend73,WeatherTest_trend74,WeatherTest_trend75,WeatherTest_trend76,WeatherTest_trend77,WeatherTest_trend78,WeatherTest_trend79,WeatherTest_trend80,WeatherTest_trend81,WeatherTest_trend82,WeatherTest_trend83,WeatherTest_trend84,WeatherTest_trend85,WeatherTest_trend86,WeatherTest_trend87,WeatherTest_trend88,WeatherTest_trend89,WeatherTest_trend90,WeatherTest_trend91,WeatherTest_trend92,WeatherTest_trend93,WeatherTest_trend94,WeatherTest_trend95,WeatherTest_trend96,WeatherTest_trend97,WeatherTest_trend98,WeatherTest_trend99,WeatherTest_trend100,WeatherTest_trend101,WeatherTest_trend102,WeatherTest_trend103,WeatherTest_trend104,WeatherTest_trend105,WeatherTest_trend106,WeatherTest_trend107,WeatherTest_trend108,WeatherTest_trend109,WeatherTest_trend110,WeatherTest_trend111,WeatherTest_trend112,WeatherTest_trend113,WeatherTest_trend114,WeatherTest_trend115,WeatherTest_trend116,WeatherTest_trend117,WeatherTest_trend118,WeatherTest_trend119,WeatherTest_trend120,WeatherTest_trend121,WeatherTest_trend122,WeatherTest_trend123,WeatherTest_trend124,WeatherTest_trend125,WeatherTest_trend126,WeatherTest_trend127,WeatherTest_trend128,WeatherTest_trend129,WeatherTest_trend130,WeatherTest_trend131,WeatherTest_trend132,WeatherTest_trend133,WeatherTest_trend134,WeatherTest_trend135,WeatherTest_trend136,WeatherTest_trend137,WeatherTest_trend138,WeatherTest_trend139,WeatherTest_trend140,WeatherTest_trend141,WeatherTest_trend142,WeatherTest_trend143,WeatherTest_trend144,WeatherTest_trend145,WeatherTest_trend146,WeatherTest_trend147,WeatherTest_trend148,WeatherTest_trend149,WeatherTest_trend150,WeatherTest_trend151,WeatherTest_trend152,WeatherTest_trend153,WeatherTest_trend154,WeatherTest_trend155,WeatherTest_trend156,WeatherTest_trend157,WeatherTest_trend158,WeatherTest_trend159,WeatherTest_trend160,WeatherTest_trend161,WeatherTest_trend162,WeatherTest_trend163,WeatherTest_trend164,WeatherTest_trend165,WeatherTest_trend166,WeatherTest_trend167,WeatherTest_trend168,WeatherTest_trend169,WeatherTest_trend170,WeatherTest_trend171,WeatherTest_trend172,WeatherTest_trend173,WeatherTest_trend174,WeatherTest_trend175,WeatherTest_trend176,WeatherTest_trend177,WeatherTest_trend178,WeatherTest_trend179,WeatherTest_trend180,WeatherTest_trend181,WeatherTest_trend182,WeatherTest_trend183,WeatherTest_trend184,WeatherTest_trend185,WeatherTest_trend186,WeatherTest_trend187,WeatherTest_trend188,WeatherTest_trend189,WeatherTest_trend190,WeatherTest_trend191,WeatherTest_trend192,WeatherTest_trend193,WeatherTest_trend194,WeatherTest_trend195,WeatherTest_trend196,WeatherTest_trend197,WeatherTest_trend198,WeatherTest_trend199,WeatherTest_trend200,WeatherTest_trend201,WeatherTest_trend202,WeatherTest_trend203,WeatherTest_trend204,WeatherTest_trend205,WeatherTest_trend206,WeatherTest_trend207,WeatherTest_trend208,WeatherTest_trend209,WeatherTest_trend210,WeatherTest_trend211,WeatherTest_trend212,WeatherTest_trend213,WeatherTest_trend214,WeatherTest_trend215,WeatherTest_trend216,WeatherTest_trend217,WeatherTest_trend218,WeatherTest_trend219,WeatherTest_trend220,WeatherTest_trend221,WeatherTest_trend222,WeatherTest_trend223,WeatherTest_trend224,WeatherTest_trend225,WeatherTest_trend226,WeatherTest_trend227,WeatherTest_trend228,WeatherTest_trend229,WeatherTest_trend230,WeatherTest_trend231,WeatherTest_trend232,WeatherTest_trend233,WeatherTest_trend234,WeatherTest_trend235,WeatherTest_trend236,WeatherTest_trend237,WeatherTest_trend238,WeatherTest_trend239,WeatherTest_trend240,WeatherTest_trend241,WeatherTest_trend242,WeatherTest_trend243,WeatherTest_trend244,WeatherTest_trend245,WeatherTest_trend246,WeatherTest_trend247,WeatherTest_trend248,WeatherTest_trend249,WeatherTest_trend250,WeatherTest_trend251,WeatherTest_trend252,WeatherTest_trend253,WeatherTest_trend254,WeatherTest_trend255,WeatherTest_trend256,WeatherTest_trend257,WeatherTest_trend258,WeatherTest_trend259,WeatherTest_trend260,WeatherTest_trend261,WeatherTest_trend262,WeatherTest_trend263,WeatherTest_trend264,WeatherTest_trend265,WeatherTest_trend266,WeatherTest_trend267,WeatherTest_trend268,WeatherTest_trend269,WeatherTest_trend270
2019,4,3,0,0,270.5,1.9,1020.9,1024.2,63,22.3,36600,2,0,330.3,2.1,1020.9,1024.2,62.9,22.3,36600,2,0,323.4,2,1020.9,1024.2,62.9,22.3,36600,2,0,276.3,2.4,1020.9,1024.2,63,22.3,36600,2,0,334.9,2.2,1020.9,1024.2,62.9,22.3,36600,2,0,335.7,2.1,1020.9,1024.2,63.2,22.3,36600,2,0,335.2,2.1,1020.9,1024.2,63.3,22.3,36600,1.9,0,291.5,2.1,1020.9,1024.2,63.2,22.3,36600,1.9,0,333,2.3,1020.9,1024.2,62.8,22.3,36600,1.9,0,326.5,2.1,1020.9,1024.2,62.5,22.3,36600,2,0,250.1,2,1020.9,1024.2,62.5,22.3,36600,2,0,327.8,1.8,1020.9,1024.2,62.2,22.3,36600,2.1,0,274.5,1.7,1020.9,1024.2,61.8,22.3,36600,2.2,0,325.8,1.6,1020.9,1024.2,61.7,22.3,36600,2.2,0,287.5,1.6,1020.9,1024.2,61.6,22.3,36600,1.9,0,330.3,1.9,1020.9,1024.2,63.3,0,0,1.8,0,278.6,1.9,1020.9,1024.2,63.5,0,0,1.7,0,286.4,1.8,1020.9,1024.2,63.8,0,0,1.8,0,328.4,1.7,1020.9,1024.2,64.1,0,0,1.9,0,335.1,2.1,1020.9,1024.2,64.1,0,0,1.9,0,301.3,2,1020.9,1024.2,63.9,0,0,2.1,0,322.3,2.2,1020.9,1024.2,64.1,0,0,2.2,0,292.6,1,1020.9,1024.2,63.5,0,0,2,0,275.3,0.7,1020.9,1024.2,63.2,0,0,2,0,332.8,1.2,1020.9,1024.2,63.6,0,0,1.9,0,332.8,1.2,1020.9,1024.2,63.8,0,0,1.9,0,340.6,1.6,1020.9,1024.2,64.2,0,0,1.9,0,283.4,1.6,1020.9,1024.2,64.4,0,0,1.9,0,338.8,1.8,1020.9,1024.2,64.4,0,0,1.9,0,262.2,1.5,1020.9,1024.2,64.4,0,0
2019,4,3,10,30,358.2,3,1021.8,1025,32.3,4.96,12300,8.3,0,344.1,3.4,1021.8,1025,31,4.94,12240,8.3,0,344.5,3.1,1021.8,1025,30.3,4.91,12180,8.2,0,341,3.7,1021.8,1025,29.4,4.88,12120,8.1,0,346,3,1021.8,1025,30,4.85,12060,8.1,0,1.8,2.1,1021.8,1025,29.6,4.81,12000,8,0,352.2,3.9,1021.9,1025.1,29.3,4.78,11940,8.1,0,333.5,4.6,1021.9,1025.1,29.8,4.73,11880,8.1,0,327,4.8,1021.9,1025.1,28.4,4.71,11820,8.2,0,332.7,3.4,1022,1025.2,27.8,4.69,11820,8.2,0,345.3,2.6,1022,1025.2,29.9,4.67,11820,8.2,0,345.5,2.6,1022,1025.2,31.2,4.65,11820,8.2,0,340,4,1022,1025.2,30.1,4.63,11820,8.2,0,325.7,2.8,1022,1025.2,28.6,4.61,11820,8.2,0,351.6,3.9,1022,1025.2,26.6,4.58,11820,8.5,0,355.3,2.9,1021.8,1025,30.9,5.04,12420,8.6,0,359.1,3.1,1021.7,1024.9,29.3,5.07,12480,8.5,0,321.2,3.1,1021.7,1024.9,27.6,5.1,12540,8.6,0,356.5,2.8,1021.7,1024.9,29.1,5.15,12600,8.7,0,343.9,3.4,1021.7,1024.9,29,5.19,12660,8.8,0,340.7,3.6,1021.7,1024.9,28.5,5.24,12720,8.9,0,6,2.9,1021.7,1024.9,28.9,5.28,12780,9,0,0.4,2.7,1021.7,1024.9,29.1,5.32,12840,9.1,0,351.2,4,1021.8,1025,29.7,5.35,12900,9,0,343.3,4.3,1021.8,1025,28.4,5.38,12960,8.9,0,346.8,3.3,1021.7,1024.9,28.1,5.42,13020,8.8,0,346.5,2.6,1021.7,1024.9,28,5.46,13080,8.9,0,7,1.9,1021.7,1024.9,29.2,5.51,13140,9.1,0,348,1.9,1021.7,1024.9,30.2,5.56,13200,9.3,0,336.2,3.7,1021.7,1024.9,29.6,5.61,13260
2019,4,3,18,30,339.9,2.2,1019,1022.2,30.4,21.24,38760,7.7,0,328.3,2.6,1019,1022.2,30.1,21.24,38760,7.7,0,284.6,1.9,1019,1022.2,30.7,21.24,38760,7.7,0,289.7,2.3,1019,1022.2,29.7,21.23,38760,7.7,0,339.7,2.4,1019,1022.2,29,21.23,38760,7.8,0,284,2.9,1019,1022.2,29.1,21.23,38760,7.8,0,268.7,3,1019,1022.2,28.6,21.23,38760,7.9,0,270.7,2.6,1019,1022.2,28.4,21.22,38760,7.9,0,328.6,2.2,1019,1022.2,27.8,21.22,38760,7.9,0,305.1,2.6,1019,1022.2,27.9,21.22,38760,8,0,324.9,3.1,1019,1022.2,28.8,21.21,38760,8.1,0,336.6,2.6,1019,1022.2,29.3,21.21,38760,8.1,0,289.7,1.9,1019,1022.2,30.1,21.21,38760,8.1,0,340.4,2.9,1019,1022.2,29.2,21.2,38760,8.1,0,334.7,2.7,1019,1022.2,29.8,21.2,38760,7.6,0,292.3,2.2,1019,1022.2,29.2,21.24,38760,7.5,0,327.2,2.3,1019,1022.2,29.8,21.24,38760,7.5,0,336,1.7,1018.9,1022.1,29.7,21.25,38760,7.5,0,290.7,1.7,1018.9,1022.1,30.2,21.25,38820,7.5,0,332.4,1.9,1018.9,1022.1,30.9,21.25,38880,7.5,0,286.5,2.9,1018.9,1022.1,29.4,21.25,38940,7.5,0,327.8,2.5,1018.9,1022.1,29,21.25,39000,7.4,0,270.1,2.4,1018.9,1022.1,29.4,21.25,39060,7.4,0,264.4,2.3,1018.9,1022.1,30.5,21.25,39060,7.4,0,326.3,2.9,1018.9,1022.1,30.8,21.25,39060,7.4,0,314.9,3.1,1018.9,1022.1,30.5,21.25,39060,7.4,0,268.3,3.3,1018.9,1022.1,30.2,21.25,39060,7.3,0,271.8,3.4,1018.9,1022.1,30.9,21.25,39060,7.3,0,333.3,3.6,1018.9,1022.1,31.2,21.25,39060,7.3,0,339.1,2.8,1018.9,1022.1,31.4,21.25,39060
2019,4,5,3,0,22.5,0.5,1021.5,1024.8,81.5,0,0,-0.7,0,57.9,0.6,1021.5,1024.8,81.3,0,0,-0.6,0,23.2,0.9,1021.5,1024.8,81.5,0,0,-0.6,0,27.3,0.5,1021.5,1024.8,81.7,0,0,-0.5,0,0,0,1021.6,1024.9,82.4,0,0,-0.6,0,0,0,1021.6,1024.9,82.6,0,0,-0.6,0,81.3,0.3,1021.5,1024.8,83.2,0,0,-0.7,0,27,0.3,1021.5,1024.8,83,0,0,-0.7,0,89,0.2,1021.5,1024.8,82.9,0,0,-0.9,0,0,0.1,1021.5,1024.8,81.9,0,0,-0.9,0,0,0,1021.5,1024.8,81.3,0,0,-0.8,0,0,0,1021.5,1024.8,81.5,0,0,-0.8,0,18.9,0.4,1021.5,1024.8,81,0,0,-0.8,0,0,0.1,1021.5,1024.8,80.7,0,0,-0.7,0,0,0,1021.5,1024.8,81,0,0,-0.7,0,39.2,0.4,1021.5,1024.8,82.4,0,0,-0.9,0,33.4,0.5,1021.5,1024.8,81.3,0,0,-1,0,13.4,0.5,1021.5,1024.8,81.7,0,0,-0.9,0,52.4,0.9,1021.5,1024.8,82.6,0,0,-1,0,61.8,1.1,1021.5,1024.8,82.5,0,0,-1.1,0,28.5,1.3,1021.5,1024.8,82.2,0,0,-1,0,22.5,1.4,1021.5,1024.8,82.8,0,0,-1,0,58.6,1.1,1021.5,1024.8,82.8,0,0,-1,0,27.1,1.1,1021.5,1024.8,82.8,0,0,-0.7,0,28.6,1.3,1021.5,1024.8,83.5,0,0,-0.7,0,23.7,0.8,1021.5,1024.8,82.7,0,0,-1,0,67.7,0.5,1021.5,1024.8,81.4,0,0,-1.1,0,0,0.1,1021.5,1024.8,81.8,0,0,-1.1,0,0,0,1021.5,1024.8,82.4,0,0,-1.1,0,0,0.1,1021.4,1024.7,82.2,0,0
2019,4,6,14,30,352.8,4.9,1014.7,1017.8,41.6,18.12,27120,14.3,0,325.8,5.6,1014.7,1017.8,41.2,18.08,27060,14.3,0,250,5,1014.8,1017.9,41.1,18.03,27000,14.3,0,236.9,5.3,1014.8,1017.9,42.1,17.98,26940,14.2,0,329.4,4.7,1014.8,1017.9,42.8,17.93,26880,14.2,0,236.7,6,1014.8,1017.9,41.8,17.87,26820,14.2,0,258.5,5.2,1014.9,1018,43,17.82,26760,14.1,0,348.2,4.5,1014.9,1018,43.6,17.77,26700,14,0,352.4,4.6,1014.9,1018,43.6,17.71,26640,14,0,267.4,5.4,1014.9,1018,43.3,17.67,26580,14,0,337.9,4.7,1015,1018.1,43,17.62,26520,14.1,0,337.4,5.4,1015,1018.1,42.9,17.57,26460,14.1,0,249.8,5.9,1015,1018.1,42.2,17.52,26400,14.1,0,354.8,5,1015,1018.1,43.5,17.45,26340,14,0,175.1,4.2,1015.1,1018.2,43.9,17.41,26280,14.1,0,341.9,5.8,1014.7,1017.8,41.6,18.23,27240,14.1,0,3.1,4.8,1014.7,1017.8,41.9,18.28,27300,14.1,0,339.8,5.1,1014.7,1017.8,41.5,18.33,27360,14.2,0,197.6,4.7,1014.7,1017.8,41.9,18.37,27420,14.2,0,326.2,6.1,1014.7,1017.8,40.6,18.43,27480,14.2,0,215.9,5.5,1014.7,1017.8,41.6,18.48,27540,14.2,0,211.6,6,1014.7,1017.8,41.2,18.53,27600,14.2,0,338.9,5.2,1014.7,1017.8,41.1,18.57,27660,14.2,0,248.8,5.4,1014.7,1017.8,42,18.62,27720,14.2,0,337,5.8,1014.7,1017.8,42.9,18.67,27780,14.1,0,256.5,5.7,1014.6,1017.7,43.3,18.71,27840,14,0,1.4,4.5,1014.6,1017.7,44.1,18.77,27900,14.1,0,210.9,4.8,1014.6,1017.7,44.1,18.82,27960,14.1,0,229.5,5.3,1014.6,1017.7,43.6,18.86,28020,14,0,337.9,3.9,1014.6,1017.7,43.8,18.91,28080
2019,4,6,18,0,346.7,3.5,1012.1,1015.2,60.7,24.4,39720,10.5,0,333.5,3.4,1012.1,1015.2,61.2,24.39,39660,10.5,0,225.6,4.8,1012.1,1015.2,60.5,24.38,39600,10.5,0,229.9,5.7,1012.2,1015.3,60.8,24.38,39540,10.6,0,218,5.3,1012.2,1015.3,61.3,24.37,39480,10.6,0,338.2,5,1012.2,1015.3,61.5,24.36,39420,10.7,0,159.5,4.6,1012.2,1015.3,61.4,24.35,39360,10.7,0,217.4,5,1012.2,1015.3,60.8,24.34,39300,10.8,0,358.3,3.9,1012.2,1015.3,60.1,24.33,39240,10.8,0,237.7,4.5,1012.2,1015.3,59.7,24.32,39180,10.9,0,228.4,4.6,1012.1,1015.2,59.1,24.32,39120,10.9,0,342.9,4.3,1012.2,1015.3,58.3,24.31,39060,10.9,0,341.6,4.3,1012.2,1015.3,58,24.3,39000,10.9,0,236,5.4,1012.2,1015.3,57.6,24.28,38940,11,0,205.7,5.2,1012.2,1015.3,57.2,24.27,38880,10.4,0,334.5,4.4,1012.1,1015.2,61.9,24.41,39840,10.4,0,195.4,3.7,1012.1,1015.2,62.2,24.42,39900,10.3,0,341.3,3.5,1012.1,1015.2,62.2,24.42,39960,10.3,0,213,5.3,1012.1,1015.2,61.1,24.43,40020,10.3,0,347.1,5,1012.1,1015.2,60.9,24.44,40080,10.2,0,338.4,4.2,1012.1,1015.2,61.5,24.44,40140,10.2,0,234.7,3.7,1012.1,1015.2,61.9,24.45,40200,10.1,0,346.7,4.4,1012.1,1015.2,61.9,24.45,40260,10.1,0,221.6,5.7,1012,1015.1,62.3,24.46,40320,10,0,334.9,4.2,1012,1015.1,63.4,24.46,40380,10,0,245.2,4.2,1012,1015.1,64.2,24.47,40440,9.9,0,349.8,4.7,1012,1015.1,64.5,24.47,40500,9.8,0,334.1,4,1012,1015.1,64.1,24.48,40560,9.8,0,222.2,4.2,1012,1015.1,64.3,24.48,40620,9.7,0,257.3,4.1,1012.1,1015.2,64.7,24.48,40680
2019,4,7,13,0,327.4,3.3,1007.1,1010.1,23,9.79,11700,16.8,0,351,2.2,1007.1,1010.1,23.2,9.74,11640,16.7,0,1.1,1,1007.1,1010.1,22.1,9.68,11580,16.8,0,331.3,3.4,1007.1,1010.1,22.6,9.63,11520,16.8,0,348.7,2.5,1007.1,1010.1,23,9.58,11460,16.9,0,338.9,4.5,1007.1,1010.1,22,9.52,11400,16.9,0,336.9,4.5,1007.1,1010.1,22.6,9.47,11340,16.9,0,335,3.1,1007.1,1010.1,24.4,9.42,11280,16.9,0,314.5,3.6,1007.2,1010.2,23.9,9.35,11220,16.9,0,346,4.3,1007.1,1010.1,24.7,9.31,11160,16.9,0,355.1,2.3,1007.2,1010.2,24.6,9.25,11100,17,0,353.6,3.5,1007.2,1010.2,23.9,9.2,11040,17.2,0,339.9,4.1,1007.2,1010.2,24.6,9.14,10980,17.3,0,324.6,3.3,1007.2,1010.2,25.8,9.09,10920,17.3,0,335,4.2,1007.2,1010.2,25.4,9.04,10860,17,0,346.4,3.5,1007.1,1010.1,22,9.89,11820,17.1,0,349.2,3.5,1007.1,1010.1,22.7,9.96,11880,17.2,0,311.2,5.2,1007.1,1010.1,23.1,10.01,11940,17.2,0,328.5,4.1,1007.1,1010.1,23.3,10.07,12000,17.4,0,316.3,4.2,1007.1,1010.1,24.2,10.12,12060,17.3,0,314.5,4,1007.2,1010.2,23.4,10.18,12120,17.2,0,340.3,3.6,1007.1,1010.1,22.9,10.22,12180,17.2,0,326.3,3,1007.1,1010.1,23.8,10.29,12240,17.4,0,345.3,3.2,1007.1,1010.1,23.8,10.34,12300,17.2,0,315.9,4,1007.1,1010.1,22.2,10.4,12360,17.3,0,323.4,4.5,1007.1,1010.1,22.5,10.45,12420,17.4,0,340.2,3.8,1007.1,1010.1,22,10.51,12480,17.4,0,345.1,4.6,1007.1,1010.1,20.2,10.56,12540,17.3,0,348.8,4.4,1007.1,1010.1,19.6,10.62,12600,17.2,0,325.1,4,1007.2,1010.2,19.6,10.67,12660
2019,4,7,18,0,336.9,4.7,1007.3,1010.4,26.1,21.07,29700,12,0,339,4.5,1007.3,1010.4,26,21.06,29640,12.1,0,330.7,4.7,1007.3,1010.4,25.9,21.05,29580,12.1,0,345,3.9,1007.3,1010.4,25.6,21.04,29520,12.2,0,348.4,5.1,1007.3,1010.4,25.7,21.03,29460,12.3,0,346.3,4.7,1007.3,1010.4,25,21.02,29400,12.3,0,332.5,4.9,1007.2,1010.3,25.7,21.01,29340,12.4,0,346.1,4.3,1007.2,1010.3,25.7,21,29280,12.4,0,342.3,4.4,1007.2,1010.3,25.8,20.99,29220,12.4,0,316.6,5.3,1007.2,1010.3,25.7,20.97,29160,12.5,0,337.6,4.8,1007.2,1010.3,25.5,20.96,29100,12.6,0,340.9,5.1,1007.2,1010.3,25,20.95,29040,12.7,0,335.7,4.9,1007.2,1010.3,24.9,20.94,28980,12.8,0,321.4,5.3,1007.2,1010.3,25.7,20.93,28920,12.8,0,310.5,5.1,1007.3,1010.4,25.7,20.91,28860,11.9,0,347.3,4.3,1007.2,1010.3,26.1,21.08,29820,11.9,0,333.9,4.8,1007.2,1010.3,25.3,21.09,29880,11.8,0,348,4.9,1007.2,1010.3,24.6,21.1,29940,11.8,0,354.1,4.6,1007.3,1010.4,24.5,21.11,30000,11.7,0,337.7,5.5,1007.3,1010.4,24.9,21.11,30060,11.6,0,345.7,5,1007.3,1010.4,25,21.12,30120,11.5,0,342.7,5,1007.3,1010.4,25,21.12,30180,11.4,0,335.4,4.3,1007.3,1010.4,25.4,21.12,30240,11.3,0,342.7,4.1,1007.3,1010.4,25.7,21.12,30240,11.2,0,341.7,4.5,1007.3,1010.4,26,21.13,30240,11.1,0,330.7,4.1,1007.3,1010.4,25.4,21.13,30240,11,0,329.3,4.1,1007.4,1010.5,26.1,21.13,30240,10.9,0,346.4,4.6,1007.4,1010.5,26.5,21.13,30240,10.9,0,322.6,4.9,1007.4,1010.5,26.3,21.13,30240,10.8,0,329.5,4.6,1007.4,1010.5,26,21.14,30240
2019,4,8,2,0,10.1,0.2,1011.2,1014.4,66.7,0,0,2,0,26.2,0.2,1011.2,1014.4,67.5,0,0,1.8,0,55.5,0.2,1011.2,1014.4,67.3,0,0,1.8,0,18.4,0.2,1011.2,1014.4,67.1,0,0,1.8,0,0,0.1,1011.2,1014.4,67,0,0,1.9,0,0,0,1011.2,1014.4,66.5,0,0,2,0,0,0,1011.2,1014.4,65.9,0,0,2.3,0,0,0,1011.2,1014.4,65.6,0,0,2.2,0,14.1,0.2,1011.2,1014.4,66.2,0,0,2.2,0,15.9,0.3,1011.2,1014.4,66.6,0,0,2.2,0,7.1,0.2,1011.3,1014.5,67.3,0,0,2,0,18.7,0.1,1011.3,1014.5,68.3,0,0,1.8,0,65.2,0.1,1011.3,1014.5,69.6,0,0,1.7,0,29.5,0.3,1011.2,1014.4,70.2,0,0,1.6,0,88.5,0.3,1011.2,1014.4,69.1,0,0,1.8,0,9.2,0.3,1011.3,1014.5,67.3,0,0,2.1,0,7.6,0.5,1011.2,1014.4,67.4,0,0,2.1,0,13.6,0.5,1011.2,1014.4,66.5,0,0,2.1,0,27.3,0.8,1011.2,1014.4,66.2,0,0,2.1,0,12.1,0.9,1011.1,1014.3,66.9,0,0,2.1,0,10.8,1.2,1011.1,1014.3,66.8,0,0,2.1,0,26.3,1.2,1011.1,1014.3,66.8,0,0,2.1,0,15.7,1.4,1011.1,1014.3,66.9,0,0,1.9,0,29.9,1.8,1011.1,1014.3,66.7,0,0,1.9,0,17.7,1.8,1011.1,1014.3,67.2,0,0,2,0,46.1,1.8,1011.1,1014.3,67.7,0,0,2,0,32,1.7,1011,1014.2,68,0,0,2.2,0,40.2,1.9,1011,1014.2,69,0,0,2.3,0,18.5,1.6,1011,1014.2,69.9,0,0,2.4,0,31.5,1.5,1011,1014.2,70.3,0,0
2019,4,8,12,0,339.9,2.2,1009.1,1012.2,24.9,7.18,12480,15.6,0,229.6,2.3,1009.1,1012.2,25.8,7.15,12420,15.5,0,352.9,2,1009.2,1012.3,25.1,7.12,12360,15.5,0,353.1,1.1,1009.2,1012.3,24.7,7.08,12300,15.7,0,336.7,1.8,1009.3,1012.4,24.8,7.04,12240,15.7,0,260.9,2.1,1009.3,1012.4,25.3,6.99,12180,15.7,0,148.1,2.2,1009.4,1012.5,25.1,6.95,12120,15.6,0,332.3,1.8,1009.4,1012.5,25.5,6.91,12060,15.4,0,273.6,1.6,1009.4,1012.5,27.6,6.87,12000,15,0,344,1.5,1009.5,1012.6,26.9,6.83,11940,14.9,0,337.5,1.1,1009.5,1012.6,26.6,6.79,11880,14.8,0,338.2,1,1009.5,1012.6,27.3,6.75,11820,14.5,0,169.5,1.2,1009.6,1012.7,26,6.7,11760,14.6,0,196.8,1.6,1009.6,1012.7,26.1,6.65,11700,14.7,0,339.9,2.1,1009.6,1012.7,26.5,6.6,11640,15.3,0,229.2,2.3,1009,1012.1,25,7.24,12480,15.3,0,320.6,2.6,1009,1012.1,26.1,7.27,12540,15.4,0,336.8,2.5,1009,1012.1,25.7,7.31,12600,15.4,0,266.1,1.9,1009.1,1012.2,25.4,7.35,12660,15.4,0,266.3,1.5,1009.1,1012.2,25.9,7.38,12720,15.5,0,332.9,1.1,1009.1,1012.2,25.6,7.41,12780,15.5,0,1.7,1.2,1009.1,1012.2,25.9,7.44,12780,15.5,0,179.9,1.2,1009.1,1012.2,24.5,7.48,12780,15.6,0,337.5,1,1009.1,1012.2,25,7.52,12780,15.8,0,334.2,1.1,1009.1,1012.2,24.9,7.55,12840,15.7,0,0.4,0.8,1009.1,1012.2,24.6,7.59,12900,16,0,89.2,0.9,1009.1,1012.2,25.1,7.63,12960,16.1,0,9.1,0.9,1009,1012.1,24.9,7.66,13020,16.2,0,343,1.2,1009,1012.1,24.8,7.7,13080,16.1,0,337.2,1,1009,1012.1,24,7.73,13140
