Year,Month,Day,Hour,Minute,WeatherTest_45min3,WeatherTest_45min4,WeatherTest_45min5,WeatherTest_45min6,WeatherTest_45min7,WeatherTest_45min8,WeatherTest_45min9,WeatherTest_45min10,WeatherTest_45min11,WeatherTest_45min12,WeatherTest_45min13,WeatherTest_45min14,WeatherTest_45min15,WeatherTest_45min16,WeatherTest_45min17,WeatherTest_45min18
2019,4,5,12,30,193.8,3.8,1022.1,1025.2,49.2,9.39,17520,12.3,0,329.8,5.2,1021.3,1024.4,38.9,12.91,21720
2019,4,7,2,30,221.9,6.5,1009.7,1012.9,86.7,0,0,7.7,0,246.4,3.1,1008.7,1011.9,89.4,0,0
2019,4,7,8,0,332,2.4,1007.7,1010.8,93.1,0.03,0,9.5,0,290.2,2.6,1007.7,1010.8,91.8,0.15,0
2019,4,7,15,30,342.5,5.4,1006.9,1009.9,20.3,15.34,18060,15.4,0,337.2,4.3,1006.6,1009.7,18.1,18.94,23460
2019,4,8,6,30,0,0,1010.3,1013.5,73.2,0,0,1.9,0,12,0.3,1010.9,1014.1,75,0.16,0
2019,4,8,18,0,358.4,1.1,1006.3,1009.4,34,11.35,14460,12.3,0,6.2,1,1006.5,1009.6,45.3,11.49,14460
2019,4,8,22,30,32.5,1.3,1007.6,1010.7,37.9,11.49,14460,11,0,23.3,2.2,1008.1,1011.2,36.8,11.49,14460
2019,4,9,3,0,77.6,2,1008.1,1011.2,44.9,0,0,10.2,0,358.4,1.1,1008,1011.1,50.2,0,0
2019,4,10,2,0,28.6,0.2,1009.6,1012.8,53.2,0,0,7.9,0,22.3,1.9,1009.4,1012.6,44.2,0,0
2019,4,10,5,30,10,1.5,1009.5,1012.7,39.1,0,0,6.5,0,12,1.8,1010.6,1013.8,49.6,0,0
2019,4,11,5,30,47.3,1.8,1014.8,1018,40.3,0,0,8.2,0,59.2,2.7,1013.9,1017.1,42.9,0,0
2019,4,12,1,30,16.3,2.5,1006.7,1009.9,95.2,0,0,5.2,1.4,10.8,2.9,1006.5,1009.7,95.8,0,0
2019,4,12,13,0,17.2,3.7,1009.7,1012.9,82.9,2.49,0,7.3,1.4,3.8,3.5,1009.5,1012.7,81.2,3.16,0
2019,4,12,18,0,358.2,2.6,1009.3,1012.4,70.1,6.05,180,9,1.4,2.9,2,1010.3,1013.4,68.9,6.88,4980
2019,4,13,2,30,13.1,0.3,1012.4,1015.6,97.2,0,0,1,0,0,0,1012.4,1015.7,97.1,0,0
2019,4,13,11,0,227.3,1.3,1013.8,1017,77.3,3.58,4740,12.8,0,345.3,1.3,1013.2,1016.3,53.7,6.68,9420
2019,4,13,20,30,338.4,1.1,1012.2,1015.3,64.2,17.58,26880,7.7,0,220.8,1.9,1013.1,1016.3,69.6,17.58,26880
2019,4,15,2,0,68.4,1,1017.9,1021.1,92.8,0,0,3,0,26.2,0.4,1017.8,1021,94.7,0,0
2019,4,15,7,0,58.4,0.8,1018.3,1021.6,95.7,0.01,0,5.3,0,337.8,0.7,1018.7,1021.9,90.6,0.58,2520
2019,4,16,11,0,284.6,3,1013.4,1016.6,87.1,0.9,0,9.4,1.7,321.8,3.1,1013,1016.1,96.8,1.51,0
2019,4,16,15,30,336.5,5.4,1012.1,1015.2,60.7,8.08,6480,12.9,1.7,330.9,3.7,1011.8,1014.9,63.3,10.85,11040
