Year,Month,Day,Hour,Minute,TempOut2,Precipitation2,WindDirection2,WindSpeed2,LocalPressure2,SurfacePressure2,HumOut2,Radiation2,Sunlight2
2019,4,3,4,30,1.6,0,23.9,0.9,1022.8,1024.1,73.9,NaN,0
2019,4,4,6,0,0.6,0,193.9,0.5,1020.2,1021.5,91.8,NaN,0
2019,4,4,12,30,11.2,0,204.3,6.1,1018.7,1019.9,57.7,NaN,20760
2019,4,5,0,30,7.5,0,187.3,5.1,1012.9,1014.1,63.6,NaN,0
2019,4,5,11,30,11.1,0,212.5,3.1,1009.2,1010.4,79.9,NaN,360
2019,4,6,0,30,3,0,49.6,0.1,1012.1,1013.3,73.1,NaN,0
2019,4,7,2,0,10.3,0,18.8,0.4,1009.2,1010.4,77.7,NaN,0
2019,4,7,21,30,12.5,0,13.2,3,1008.9,1010.1,26.2,NaN,12660
2019,4,8,2,0,7.1,0,46.6,0,1010.3,1011.5,44.4,NaN,0
2019,4,10,23,30,4.6,3.3,37.5,0.6,1013.9,1015.1,92.9,NaN,0
2019,4,11,21,0,7.1,0,159.3,0,1014.3,1015.5,81.3,NaN,27120
2019,4,12,7,30,5.3,0,27.2,1.2,1016.7,1017.9,82.3,NaN,1200
2019,4,13,14,30,16.8,0,194.9,3.1,1017.8,1019,21.4,NaN,22380
2019,4,14,7,0,10.5,0,197.9,1.9,1013.5,1014.7,50.5,NaN,0
2019,4,14,14,30,12,2.1,306.5,1.1,1013.8,1015,78.2,NaN,1680
2019,4,15,16,0,14.4,0,200.6,2.4,1017.7,1018.9,29.9,NaN,34440
2019,4,16,6,0,5.9,0,20.2,0.8,1016.6,1017.8,49.6,NaN,0
2019,4,16,14,30,19.8,0,220.2,1.4,1014.1,1015.3,21.2,NaN,25680
2019,4,17,2,30,9,0,43.4,0.7,1013.1,1014.3,50.7,NaN,0
2019,4,18,1,30,8.6,0,161.3,0,1009.9,1011.1,88.1,NaN,0
2019,4,20,22,0,15.2,0,55.5,0,1012.7,1013.9,75.3,NaN,16140
2019,4,21,4,30,14.3,0,120.1,0,1011,1012.2,82.7,NaN,0
2019,4,21,14,30,16.3,0,319.7,0.8,1011.6,1012.8,70.8,NaN,780
2019,4,22,8,30,15.6,0,49.5,1.5,1013.7,1014.9,69.2,NaN,7140
2019,4,23,1,30,14.5,0,16.8,0,1013.7,1014.9,81.3,NaN,0
2019,4,23,23,30,15.8,11.2,26.4,1.5,1008,1009.2,93.2,NaN,0
2019,4,24,12,0,17.9,7.3,222.4,0.9,1004.9,1006.1,83.5,NaN,120
2019,4,24,13,0,18,7.3,283.8,0.7,1004.8,1006,80.2,NaN,120
2019,4,25,17,0,12.3,0,171.9,0.5,1005.9,1007.1,85.3,NaN,0
2019,4,26,4,30,8.1,0,224.9,0.8,1007.5,1008.7,84.9,NaN,0
2019,4,27,7,30,8.5,0,15.1,1.7,1020.4,1021.6,76.1,NaN,4620
2019,4,28,15,30,17.7,0.1,177.9,0.7,1017.2,1018.4,30.2,NaN,10860
2019,4,29,9,30,15,0,36.9,3.1,1012.8,1014,53.5,NaN,1560
2019,4,29,21,30,11.9,10.1,145.6,0.4,1009.1,1010.3,86.2,NaN,1560
2019,4,30,8,0,12.3,0,5.3,1.5,1008,1009.2,86.1,NaN,1440
2019,5,1,6,0,8,0,238,0,1006.6,1007.8,89.8,NaN,0
2019,5,1,17,30,11.2,0,289.6,0.5,1005.5,1006.7,87.5,NaN,33540
2019,5,2,3,30,6.6,0,336.8,0,1008.4,1009.6,97.4,NaN,0
2019,5,3,23,30,10.4,0,216.1,0,1017,1018.2,87.4,NaN,40980
2019,5,4,1,30,10.5,0,76.1,0,1017.2,1018.4,79.1,NaN,0
2019,5,4,11,0,19.5,0,192,1.7,1018.1,1019.3,44.3,NaN,13260
2019,5,4,12,30,21.9,0,190.2,2.3,1017.1,1018.3,44.2,NaN,18300
2019,5,5,3,0,12.1,0,26.1,0.9,1015.5,1016.7,70,NaN,0
2019,5,5,15,30,23.5,0,216.8,1.4,1013.4,1014.5,25.7,NaN,21000
2019,5,6,17,0,15.2,0,302.8,1.4,1014.7,1015.9,34.1,NaN,39420
2019,5,8,5,0,7.2,0,11.1,0,1014,1015.2,77.8,NaN,0
2019,5,9,6,30,9.9,0,32.8,0.8,1010.1,1011.3,78.2,NaN,540
2019,5,9,12,30,18.9,0,3.8,0.9,1009.9,1011.1,29.7,NaN,21120
2019,5,10,2,0,9.3,0,13.2,1,1011.6,1012.8,67.9,NaN,0
2019,5,10,8,0,13.8,0,21.4,1.1,1012.1,1013.3,52.4,NaN,7440
2019,5,10,15,0,20,0,219.2,0.8,1011.1,1012.3,45.8,NaN,31560
2019,5,11,12,0,21.8,0,253.1,0.7,1013.4,1014.6,23.2,NaN,20640
2019,5,12,1,0,12.1,0,296.2,0,1013.2,1014.4,86.9,NaN,0
2019,5,12,5,0,12.1,0,37.7,1.3,1012.5,1013.7,77.7,NaN,0
2019,5,13,5,0,13.7,0,25.9,0.9,1013,1014.2,59.2,NaN,0
2019,5,13,15,0,18.6,0,239.7,0.6,1013,1014.2,57.9,NaN,19740
2019,5,13,20,30,15,0,47.9,0,1011.6,1012.8,82.7,NaN,19740
2019,5,15,23,30,16.7,0,28.3,0.7,1010.5,1011.7,77.4,NaN,16020
2019,5,17,16,30,24,0,15.9,1.2,1009,1010.1,56.8,NaN,9240
2019,5,17,21,30,19.3,0,242.2,0.4,1009,1010.2,76.9,NaN,9240
2019,5,18,6,0,17.4,9.6,30.6,3.3,1007.5,1008.7,78.7,NaN,0
2019,5,19,16,0,22.5,1.7,40.3,0.4,1004.7,1005.8,83.4,NaN,0
2019,5,19,23,30,21.2,3.7,179.4,1.5,1003.5,1004.7,83.6,NaN,0
2019,5,20,16,30,16.7,1.3,221.2,1.8,1006.2,1007.4,59.5,NaN,24600
2019,5,21,2,0,10.3,0,232.5,0.4,1007.2,1008.4,92.2,NaN,0
2019,5,21,15,0,19.3,0,188.5,1.3,1005.1,1006.3,57.9,NaN,32700
2019,5,22,3,30,10.9,0,127.3,0,1005.1,1006.3,94.1,NaN,0
