Year,Month,Day,Hour,Minute,TempOut2,Precipitation2,WindDirection2,WindSpeed2,LocalPressure2,SurfacePressure2,HumOut2,Radiation2,Sunlight2
2019,4,4,12,30,11.2,0,204.3,6.1,1018.7,1019.9,57.7,NaN,20760
2019,4,6,2,30,3.4,0,26.4,1.4,1011.7,1012.9,66.6,NaN,0
2019,4,6,8,0,5.6,0,37.4,1.1,1011.8,1013,52.1,NaN,1560
2019,4,6,15,30,14.7,0,339.5,0.5,1008.1,1009.3,44.4,NaN,14100
2019,4,7,6,30,10.1,0,6.5,1,1008.7,1009.9,61.7,NaN,0
2019,4,7,18,0,14.8,0,311.5,0.8,1006.1,1007.3,38.1,NaN,12660
2019,4,7,22,30,11.1,0,24.6,1.5,1009.5,1010.7,29.5,NaN,12660
2019,4,8,3,0,9.2,0,7.8,0.2,1010,1011.2,30.5,NaN,0
2019,4,9,2,0,7.9,0,22,1.3,1016.2,1017.4,45.8,NaN,0
2019,4,9,5,30,9.5,0,42.3,1.1,1014.7,1015.9,34.9,NaN,0
2019,4,10,5,30,6.5,3.3,19.2,2.6,1006.8,1008,82.7,NaN,0
2019,4,11,1,30,3.6,0,40.9,0.5,1013.5,1014.7,94.1,NaN,0
2019,4,11,13,0,12.8,0,204.8,3.8,1013.5,1014.7,62.8,NaN,12060
2019,4,11,18,0,10.4,0,303.5,0.2,1013,1014.2,67.9,NaN,27120
2019,4,12,2,30,4.7,0,18,0.6,1014.8,1016,84.2,NaN,0
2019,4,12,11,0,13,0,209.1,2.8,1017.6,1018.8,66.5,NaN,13500
2019,4,12,20,30,7.4,0,244.8,0,1018,1019.2,80,NaN,37200
2019,4,14,2,0,6.9,0,358.1,0,1015.6,1016.8,50.8,NaN,0
2019,4,14,7,0,10.5,0,197.9,1.9,1013.5,1014.7,50.5,NaN,0
2019,4,15,11,0,11.4,0,208.5,3.5,1019,1020.2,61.1,NaN,16440
2019,4,15,15,30,15.4,0,202.5,2.7,1017.9,1019.1,25.5,NaN,32640
2019,4,16,17,0,19.7,0,219.4,1.5,1013.1,1014.3,12.1,NaN,31320
2019,4,17,4,0,9.1,0,25.2,2.1,1012.6,1013.8,45.3,NaN,0
2019,4,17,20,30,11.5,0,162.1,0,1009.7,1010.9,74.7,NaN,37500
2019,4,18,14,30,16.5,0,196,5,1011.1,1012.3,59.9,NaN,12180
2019,4,19,4,30,11.7,0,28.4,0.7,1012.7,1013.9,95.1,NaN,0
2019,4,20,0,30,13.1,0,189.2,1.6,1015.3,1016.5,84,NaN,0
2019,4,20,8,30,14.8,0,109.9,0.5,1014.4,1015.6,74,NaN,120
2019,4,21,2,30,14.5,0,52.5,0,1011.3,1012.5,80.9,NaN,0
2019,4,21,13,0,17.6,0,329.6,1.1,1011.9,1013.1,70.3,NaN,240
2019,4,22,5,30,10.2,0,253.8,0,1012.4,1013.6,90.5,NaN,0
2019,4,22,13,30,23.6,0,230.8,0.8,1011.9,1013,48,NaN,24240
2019,4,23,7,30,16.6,0,14.8,0.7,1011.9,1013.1,75.5,NaN,0
2019,4,23,14,0,19.1,0,196.9,1.8,1009.7,1010.9,67.6,NaN,0
2019,4,27,20,0,11.4,0,22.1,0,1018.3,1019.5,78.9,NaN,34080
2019,4,28,2,0,10.2,0,136.1,0,1020.5,1021.7,85.6,NaN,0
2019,4,29,7,0,10.9,0,53.3,2.2,1014.2,1015.4,63.2,NaN,0
2019,4,30,0,30,11.5,0,49.6,1.6,1008,1009.2,86.9,NaN,0
2019,5,1,6,30,8.6,0,13.2,0.4,1006.9,1008.1,88.9,NaN,0
2019,5,2,21,0,11,0,159.6,0,1012.7,1013.9,63.7,NaN,41100
2019,5,3,0,30,8.9,0,228.3,0.4,1013.3,1014.5,71.1,NaN,0
2019,5,3,4,30,9.1,0,19.5,0.4,1013.6,1014.8,67.5,NaN,0
2019,5,3,18,30,16.8,0,272.4,0.5,1015,1016.2,53,NaN,40980
2019,5,4,9,0,17.1,0,76.5,0.4,1018,1019.2,55.4,NaN,6060
2019,5,6,20,0,10.8,0,2.2,0.9,1015.8,1017,55.9,NaN,42060
2019,5,7,15,30,17,0,209.1,2.3,1014.4,1015.6,40.2,NaN,34200
2019,5,7,19,30,12.2,0,192.4,0.6,1014.1,1015.3,58.8,NaN,42240
2019,5,8,0,0,8.5,0,304.6,0.1,1015,1016.2,71,NaN,42240
2019,5,8,6,30,8.4,0,176.6,0.1,1013.7,1014.9,74.1,NaN,1560
2019,5,8,14,0,17.1,0,215.4,4.6,1011.3,1012.5,43.1,NaN,28140
2019,5,8,21,30,12.2,NaN,234.5,0,1010.8,1012,73,NaN,35100
2019,5,9,8,30,15.1,0,203.1,1,1010.2,1011.4,62,NaN,7500
2019,5,9,14,0,18.7,0,216.9,2.5,1009.8,1011,35,NaN,26040
