Year,Month,Day,Hour,Minute,TempOut,Precipitation,WindDirection,WindSpeed,LocalPressure,SurfacePressure,HumOut,Radiation,Sunlight
2019,4,4,12,30,12.5,0,261.5,5.5,1016.9,1020,53.4,11.64,19980
2019,4,6,2,30,2.6,0,31.1,0.7,1010.9,1014.1,67.9,0,0
2019,4,6,8,0,5.1,0,331,0.9,1010.6,1013.8,65.7,0.58,1980
2019,4,6,15,30,14.5,0,21.6,1.2,1007.3,1010.4,27.3,10.46,14460
2019,4,7,6,30,8.6,0,10.3,1.7,1008.3,1011.4,55.9,0,0
2019,4,7,18,0,13.8,0,15.1,2.2,1005.8,1008.9,24.8,19.45,21540
2019,4,7,22,30,10.3,0,335.8,3.1,1008.8,1011.9,32.2,19.6,22020
2019,4,8,3,0,8.4,0,40.6,1,1009.5,1012.6,41.5,0,0
2019,4,9,2,0,5.2,0,346.2,1.5,1015.6,1018.8,65.5,0,0
2019,4,9,5,30,8.2,0,15.9,3.2,1014.2,1017.4,41.5,0,0
2019,4,10,5,30,5,1.4,24.7,2.2,1007,1010.2,96.4,0,0
2019,4,11,1,30,2.1,0,50,0.2,1012.5,1015.7,97.2,0,0
2019,4,11,13,0,14.9,0,334,1.7,1012.7,1015.8,52.4,9.84,13920
2019,4,11,18,0,12.6,0,355.9,1.4,1011.7,1014.8,41.8,17.43,26880
2019,4,12,2,30,3.3,0,2.1,0.3,1013.6,1016.8,97.2,0,0
2019,4,12,11,0,15.7,0,345.5,3.9,1016.3,1019.4,26.1,7.13,12720
2019,4,12,20,30,8.9,0,0.6,1,1017,1020.2,70.3,25.49,39960
2019,4,14,2,0,6,0,304.6,0.1,1014.4,1017.6,67.8,0,0
2019,4,14,7,0,8.2,0,344.5,0.5,1012.7,1015.9,65.5,0.07,0
2019,4,15,11,0,14.4,0,343.4,2.5,1017.2,1020.3,50.5,7.55,15780
2019,4,15,15,30,16.3,0,320.2,4.8,1016.4,1019.5,23.3,21.75,31980
2019,4,16,17,0,21,0,285.1,2.1,1012.2,1015.2,14.9,21.24,33360
2019,4,17,4,0,7.2,0,13.7,0.8,1011.8,1015,61.5,0,0
2019,4,17,20,30,12.5,0,3.8,1.5,1008.5,1011.6,71,26.47,44220
2019,4,18,14,30,15.5,0,351.4,5.2,1009.3,1012.4,68.5,6.96,5820
