Year,Month,Day,Hour,Minute,TempOut,Precipitation,WindDirection,WindSpeed,LocalPressure,SurfacePressure,HumOut,Radiation,Sunlight
2019,4,3,11,0,10.7,0,192.6,2.3,1022.5,1025.7,52.1,7.09,14820
2019,4,4,7,0,0.1,0,0,0,1019.1,1022.4,97.2,0.09,360
2019,4,4,9,30,8.8,0,221.1,5.3,1018.4,1021.6,71.1,2.93,9180
2019,4,4,15,0,14.5,0,200.2,4.5,1014.3,1017.4,41.2,19.59,28980
2019,4,4,16,30,13.6,0,333.1,5.9,1013.1,1016.2,32.5,22.86,34380
2019,4,4,19,30,7.5,0,171.1,4.2,1011.6,1014.8,85.8,24.57,40860
2019,4,5,1,0,6.5,0,227,4.8,1010.4,1013.6,86.5,0,0
2019,4,5,4,30,8.3,0,210.2,4.2,1008.3,1011.4,90.8,0.01,0
2019,4,5,9,0,9.5,0,261,2.5,1007.9,1011,91.9,0.19,0
2019,4,6,6,0,1.1,0,0,0.1,1010.4,1013.6,72.6,0,0
2019,4,6,22,0,11.1,0,53.3,1.1,1007.6,1010.7,35.1,11.49,14460
2019,4,6,23,0,11.1,0,15.4,1.4,1008.1,1011.2,37.1,11.49,14460
2019,4,7,0,30,10.7,0,31.5,2.8,1008.1,1011.2,43.2,0,0
2019,4,7,18,0,13.8,0,15.1,2.2,1005.8,1008.9,24.8,19.45,21540
2019,4,8,0,30,5,0,14.1,0.2,1009.2,1012.4,56.5,0,0
2019,4,8,17,0,14.2,0,354.2,2.6,1013,1016.1,15.7,21.2,36780
2019,4,9,12,0,14.3,0,19.3,3.5,1012.7,1015.8,25.3,3.53,1260
2019,4,10,1,30,5.3,1.3,10.2,3.5,1006.5,1009.7,96.4,0,0
2019,4,11,2,30,1.6,0,3.8,0.5,1012.4,1015.6,97.2,0,0
2019,4,11,9,0,6.2,0,289.8,0.9,1013.3,1016.5,97.2,1.5,960
2019,4,11,9,30,7.6,0,331.3,1.1,1013.5,1016.7,97.2,2.16,2040
2019,4,12,4,30,2.7,0,110.2,0.8,1014.4,1017.6,97.2,0,0
2019,4,12,10,0,13.5,0,355.6,0.9,1016.3,1019.4,43.8,4.28,9120
2019,4,12,16,30,16.4,0,336.6,3.7,1016,1019.1,26.5,23.57,32520
2019,4,14,22,0,4.8,1.7,0,0,1015.2,1018.4,75.1,13.38,20340
2019,4,15,7,30,3.3,0,13.5,0.7,1017,1020.2,90.4,0.46,3180
2019,4,15,22,30,6.3,0,13,0.6,1017.3,1020.5,88.2,25.86,43500
2019,4,16,11,30,19.1,0,89.7,0.8,1015.2,1018.2,15.3,9.3,17700
2019,4,17,10,0,17.3,0,190.3,4.4,1011.8,1014.8,22.7,5.01,12300
2019,4,17,16,0,20.2,0,331.9,4.6,1008.5,1011.5,40.2,23.44,33900
2019,4,18,14,0,14.5,0,335.7,4,1009.6,1012.7,72.1,6.3,5460
2019,4,19,14,0,17,0,356.6,2.8,1013.3,1016.4,64.3,10.8,10020
2019,4,20,3,0,12.7,0,256.9,2.3,1013.5,1016.6,85.3,0.01,0
2019,4,21,13,30,17.2,0.1,318.7,0.8,1010.9,1013.9,73.7,3.78,0
2019,4,21,16,30,19.6,0.1,330.7,2,1009.7,1012.7,61.4,7.27,3480
2019,4,22,19,30,19.5,0,168.5,1.7,1011.6,1014.6,58.7,26.05,41700
2019,4,23,8,30,18.9,0,23.4,1.3,1011,1014,63.6,1.14,0
2019,4,23,11,0,23.2,0,24.9,2.5,1010.1,1013.1,50.6,4.59,2700
2019,4,23,13,30,23.8,0,300,1,1008.4,1011.4,46.2,0,0
2019,4,23,18,30,15.7,0.1,203,1.2,1008,1011.1,89.9,2.56,0
2019,4,24,7,30,15.1,5.3,27.4,1.1,1004.8,1007.9,97.7,0.21,0
2019,4,24,8,30,15.6,5.3,16.4,2,1004.7,1007.8,97.7,0.7,0
2019,4,24,15,0,23.3,5.5,305.8,4,1002.7,1005.6,59.3,18.34,12660
2019,4,25,7,30,12.7,0,0,0,1004,1007.1,97.7,0.3,0
2019,4,26,1,30,7.4,0,212.1,1.7,1005.9,1009.1,93.5,0,0
2019,4,27,22,0,10.6,0,10.7,1.2,1018.5,1021.7,61.3,30.32,33060
2019,4,28,11,0,12.8,0.2,121,0.7,1020,1023.1,58.2,2.58,0
2019,4,29,4,0,8.1,0,38.9,1.1,1014.5,1017.7,73.5,0.01,0
2019,4,30,6,0,9.5,0,23.7,2.5,1007.2,1010.3,94.1,0.02,0
2019,5,1,10,30,17.3,0,274.2,2.9,1005.8,1008.8,63.7,2.98,10620
2019,5,2,8,0,11.8,0,188,1.2,1010,1013.1,77.6,0.68,6180
2019,5,2,14,0,23.1,0,309.2,2.1,1009.9,1012.9,20.4,9.85,27780
2019,5,2,23,30,9.2,0,208.7,1.2,1011.8,1014.9,73.4,14.49,46200
2019,5,3,2,30,7.2,0,0,0.1,1012.4,1015.6,85.2,0,0
2019,5,3,8,30,14.3,0,351.9,0.4,1015.2,1018.3,60.5,1.08,7980
2019,5,3,9,0,16.1,0,227.3,1.9,1015.3,1018.4,54.3,1.57,9780
2019,5,4,4,0,8.5,0,105.8,0.2,1015.9,1019.1,97.5,0.01,0
2019,5,4,19,30,18.3,0,97.6,0.5,1014.4,1017.4,49.5,30.39,38700
2019,5,6,11,30,15.4,0,359,5.3,1016,1019.1,21.4,14.95,19080
2019,5,7,11,30,17.7,0,217.7,4.5,1015.5,1018.6,44.3,14.23,19020
2019,5,8,5,0,8.9,0,200.9,1.3,1012.5,1015.7,72.4,0,0
2019,5,9,1,30,11.4,0,231.1,0.8,1008.7,1011.8,86.4,0,0
