Year,Month,Day,Hour,Minute,WeatherTest_30min3,WeatherTest_30min4,WeatherTest_30min5,WeatherTest_30min6,WeatherTest_30min7,WeatherTest_30min8,WeatherTest_30min9,WeatherTest_30min10,WeatherTest_30min11,WeatherTest_30min12,WeatherTest_30min13,WeatherTest_30min14,WeatherTest_30min15,WeatherTest_30min16,WeatherTest_30min17,WeatherTest_30min18
2019,4,3,0,0,289.8,2.7,1020.9,1024.2,59.2,22.3,36600,1.6,0,325.2,1.5,1020.9,1024.2,65.5,0,0
2019,4,3,10,30,321.4,3,1022,1025.2,35.6,4.17,11040,9.2,0,355.5,3.2,1021.6,1024.8,25.6,6.18,14160
2019,4,3,18,30,307.9,2.3,1019.1,1022.3,26,21.12,38040,7,0,266.9,2.1,1018.8,1022,32.9,21.26,39060
2019,4,5,3,0,19.8,0.2,1021.5,1024.8,82.8,0,0,-1.1,0,254.5,0.6,1021.3,1024.6,83.3,0,0
2019,4,6,14,30,183.2,5.2,1015.2,1018.3,44.1,16.62,25380,14.5,0,200.2,4.5,1014.3,1017.4,41.2,19.59,28980
2019,4,6,18,0,194.7,4,1012.4,1015.5,48.1,24.09,37980,9.2,0,334.5,5.6,1012,1015.1,69,24.54,40860
2019,4,7,13,0,1,2,1007.4,1010.4,24.2,8.22,9960,17.7,0,343.2,4.8,1007.3,1010.3,20.6,11.48,13560
2019,4,7,18,0,336.8,5.4,1007.2,1010.3,22.8,20.7,27960,10.3,0,353.4,1.2,1007.6,1010.7,28.5,21.17,30480
2019,4,8,2,0,342.5,0.6,1011.2,1014.4,64.2,0,0,2.6,0,31.1,0.7,1010.9,1014.1,67.9,0,0
2019,4,8,12,0,325.3,1.7,1009.7,1012.8,27.7,5.97,10740,16.7,0,256,2.8,1008.7,1011.7,24,8.32,13980
2019,4,9,13,30,338.6,3.6,1007.2,1010.2,24.9,12.9,16740,18.3,0,358,4.6,1006.1,1009.1,23.6,15.52,20340
2019,4,9,17,30,356.7,3,1005.4,1008.5,26.9,19.03,21540,13.8,0,15.1,2.2,1005.8,1008.9,24.8,19.45,21540
2019,4,10,2,0,76.9,1.1,1009.7,1012.9,46.5,0,0,8,0,25.2,1.5,1009.5,1012.7,43.9,0,0
2019,4,10,11,0,359.2,3.6,1013.9,1017,21.1,5.63,13440,15.2,0,11.7,2.8,1013.4,1016.5,20.3,8.6,17040
2019,4,10,17,30,354.2,2.6,1013,1016.1,15.7,21.2,36780,12.8,0,344.9,3.3,1013.3,1016.4,17.6,21.91,39720
2019,4,10,20,30,327.7,2.1,1014.5,1017.6,33.1,22.02,39720,8.1,0,78.7,1,1015.2,1018.4,42,22.02,39720
2019,4,11,1,0,44.4,2.3,1015.9,1019.1,58.3,0,0,4.8,0,0,0,1015.9,1019.1,68.5,0,0
2019,4,11,4,30,40.7,2.2,1014.5,1017.7,45.2,0,0,8.2,0,18.5,2.6,1014.5,1017.7,39.6,0,0
2019,4,12,6,30,20.3,2.7,1007.4,1010.6,96.8,0,0,5.3,1.4,15.1,3.3,1007.6,1010.8,94,0.02,0
2019,4,12,13,0,0.6,3.5,1009.4,1012.6,85.2,2.61,0,7.3,1.4,351,2.8,1009.5,1012.7,83.9,3.05,0
2019,4,12,18,0,8,2.2,1009.5,1012.6,69.6,6.21,480,9.2,1.4,2.9,1.9,1010.3,1013.4,67.7,6.83,4080
2019,4,13,8,30,11.2,0.4,1013.4,1016.6,97.2,0.67,960,6.2,0,289.8,0.9,1013.3,1016.5,97.2,1.5,960
2019,4,15,5,0,0.7,0.7,1017.7,1020.9,93,0,0,1.3,0,63.6,0.2,1018,1021.3,94.9,0,0
2019,4,16,20,0,312.6,4.4,1013.6,1016.8,54.9,13.38,20340,7.9,1.7,331.2,1.9,1014.5,1017.7,59.2,13.38,20340
2019,4,17,0,30,0,0,1015.5,1018.7,87.7,13.38,20340,1.7,0,346.6,0.6,1015.5,1018.8,92.9,0,0
2019,4,17,13,0,329,3.1,1017.2,1020.3,30.7,12.45,21180,16.3,0,279.1,5.4,1017.1,1020.2,22.2,15.82,24780
2019,4,18,14,30,325.1,2.4,1013.5,1016.5,14.5,16.27,25980,21.1,0,327.2,3.2,1012.7,1015.7,15.7,18.37,28980
2019,4,19,8,30,314.3,0.7,1011.8,1014.9,45.8,1.01,5100,15.2,0,337.9,3.4,1011.8,1014.9,33.1,2.63,8700
2019,4,19,15,0,280.3,5.1,1009.6,1012.6,38.8,19.53,28500,20.7,0,286,3.5,1008.5,1011.5,38.8,22.28,32100
2019,4,20,23,0,12.1,0.7,1011.4,1014.5,97.2,9.79,8520,11.3,0,229.8,0.5,1011.5,1014.6,97.2,9.8,8520
2019,4,22,3,0,22.8,1.4,1013.5,1016.6,84.2,0.01,0,12.4,0,332.9,1.6,1013.3,1016.4,86.2,0.02,0
2019,4,22,11,30,342.7,4,1013.4,1016.5,61.7,5.71,8460,17.8,0,326,3.2,1012.9,1015.9,59.5,7.49,10080
2019,4,22,18,0,339.3,2.3,1010.8,1013.9,67.5,17.45,22620,16.2,0,333.6,1.7,1010.7,1013.8,67.5,17.66,22620
2019,4,24,1,0,11.5,1.8,1012.4,1015.5,93,0,0,10.4,0,24.1,0.8,1012.4,1015.5,95.8,0.01,0
2019,4,25,3,0,0,0,1012.5,1015.6,88.1,0,0,14.1,0,0,0,1012,1015.1,85.6,0.01,0
2019,4,25,9,0,23.4,1.3,1011,1014,63.6,1.14,0,21.1,0,31.9,2.7,1010.5,1013.5,57.2,2.44,1380
2019,4,26,1,30,35.6,1.5,1006.8,1009.9,97.7,0,0,14.8,1.5,20.8,1.1,1006.1,1009.2,97.7,0,0
2019,4,26,6,0,19.4,1.5,1004.8,1007.9,97.7,0,0,14.6,5.3,41.5,1.1,1004.7,1007.8,97.7,0.02,0
2019,4,27,8,30,255.6,0.3,1004.2,1007.3,96.7,0.47,0,14.4,0,195.4,0.6,1004,1007.1,90,1.14,0
2019,4,27,21,30,233.1,2.6,1005.7,1008.8,97.7,7.8,1800,8.9,1.8,270.2,4.4,1006,1009.1,95.9,7.8,1800
2019,4,28,9,0,191.4,0.9,1008.3,1011.4,95.6,0.34,0,8.9,0,151.8,0.4,1009.1,1012.2,92,0.63,0
2019,4,29,22,30,10.7,1.2,1018.5,1021.7,61.3,30.32,33060,10.4,0,77.1,1.6,1019.1,1022.3,66.7,30.32,33060
2019,4,30,0,30,70.7,1.3,1019.6,1022.8,74.1,30.32,33060,9.6,0,107.2,0.2,1019.7,1022.9,78.9,0,0
2019,4,30,8,30,110.9,1.7,1019.8,1023,81.5,0.31,0,10.2,0.2,315.9,1.4,1019.9,1023.1,78,0.71,0
2019,4,30,9,30,315.9,1.4,1019.9,1023.1,78,0.71,0,11.4,0.2,343.5,0.6,1020,1023.2,69.7,1.54,0
2019,4,30,23,30,66.4,0.5,1016.6,1019.8,81.1,20.01,12360,8.6,0.2,22.7,1.1,1016.8,1020,77,20.01,12360
2019,5,1,12,30,86.3,1.6,1012.1,1015.2,54.7,6.38,5340,15.6,0,59.8,1.7,1011.3,1014.4,54.5,7.34,5340
2019,5,1,13,0,26.3,1.9,1011.7,1014.8,55,6.91,5340,15.6,0,41.3,1.6,1010.6,1013.7,55.1,7.71,5340
