Year,Month,Day,Hour,Minute,TempOut2,Precipitation2,WindDirection2,WindSpeed2,LocalPressure2,SurfacePressure2,HumOut2,Radiation2,Sunlight2
2019,4,3,17,0,9.5,0,213.2,0.2,1021.6,1022.8,62.6,NaN,36900
2019,4,4,16,0,10.7,0,197.5,5.3,1015.5,1016.7,65,NaN,33360
2019,4,4,17,0,10.6,0,207.8,3.1,1014.8,1016,64.4,NaN,36960
2019,4,5,11,0,10.9,0,194.6,4.2,1009.3,1010.5,82.2,NaN,0
2019,4,5,17,0,12.8,0,193.5,0.5,1008.5,1009.7,35.9,NaN,17580
2019,4,5,19,0,8.8,0,278.5,0.2,1009.2,1010.4,42.4,NaN,19380
2019,4,6,5,0,1.8,0,37.6,0.1,1011.3,1012.5,67.8,NaN,0
2019,4,7,1,30,10.1,0,6,0.2,1009.2,1010.4,77.5,NaN,0
2019,4,7,6,30,10.1,0,6.5,1,1008.7,1009.9,61.7,NaN,0
2019,4,9,0,30,7.8,0,23.5,0.4,1017.1,1018.3,44.2,NaN,0
2019,4,9,2,30,8,0,20.7,1.3,1016,1017.2,43.5,NaN,0
2019,4,9,13,30,16.3,0,87,2.7,1011.2,1012.4,25.8,NaN,7200
2019,4,10,12,0,8.7,3.3,18.1,2.4,1009.9,1011.1,73.9,NaN,0
2019,4,10,13,30,8.5,3.3,338.6,3,1009.6,1010.8,73.9,NaN,0
2019,4,11,3,30,3.1,0,36.9,0.5,1013.4,1014.6,94.5,NaN,0
2019,4,11,8,30,7.5,0,77.2,0.6,1014.2,1015.4,80.9,NaN,1200
2019,4,12,1,0,5.2,0,343.5,0.8,1015,1016.2,86.2,NaN,0
2019,4,12,2,0,4.8,0,11.1,0.8,1014.8,1016,84.7,NaN,0
2019,4,12,18,30,10.1,0,213.8,1.8,1018.3,1019.5,57.3,NaN,37200
2019,4,12,20,30,7.4,0,244.8,0,1018,1019.2,80,NaN,37200
2019,4,13,3,0,5,0,29.8,0.7,1018.6,1019.8,70.4,NaN,0
2019,4,13,9,30,12.2,0,179.4,1.2,1019.8,1021,45.2,NaN,4500
2019,4,13,11,30,15.6,0,240.8,1.4,1019.4,1020.6,29.8,NaN,11640
2019,4,13,20,30,9.1,0,234.4,0.6,1017.1,1018.3,58.1,NaN,30900
2019,4,15,11,0,11.4,0,208.5,3.5,1019,1020.2,61.1,NaN,16440
2019,4,16,8,30,12.5,0,46.3,2.1,1016.6,1017.8,33.9,NaN,7320
2019,4,17,4,0,9.1,0,25.2,2.1,1012.6,1013.8,45.3,NaN,0
2019,4,18,19,30,12.1,0,199.7,2.2,1010.7,1011.9,87.8,NaN,17280
2019,4,20,1,30,12.7,0,199.4,1,1014.9,1016.1,85.4,NaN,0
2019,4,20,12,0,17.4,0,222.8,2.8,1014.2,1015.4,60.6,NaN,3480
2019,4,20,16,30,17,0,221.5,1.7,1011.7,1012.9,62.1,NaN,13860
2019,4,21,21,0,13.1,0,122.8,0,1012.4,1013.6,89.1,NaN,6600
2019,4,22,0,0,12.2,0,16.1,0,1012.8,1014,91.9,NaN,6600
2019,4,23,1,0,14.7,0,213.8,0,1014.1,1015.3,81.7,NaN,0
2019,4,25,4,30,11.8,0,128.1,0.7,1004.4,1005.6,95.3,NaN,0
2019,4,25,9,30,15.7,0,179.8,1.1,1004.9,1006.1,84.3,NaN,0
2019,4,26,20,0,9.2,0.6,11.6,2.3,1013.6,1014.8,91.6,NaN,0
2019,4,27,0,0,7.9,0.6,54.8,1,1017,1018.2,83.9,NaN,0
2019,4,27,5,0,5.5,0,42.5,1.6,1018.9,1020.1,90.4,NaN,0
2019,4,27,14,0,14.8,0,252.3,1.7,1019.7,1020.9,54.3,NaN,27840
2019,4,27,14,30,14.5,0,194.7,4.5,1018.7,1019.9,61.6,NaN,29640
2019,4,28,22,0,11,0.1,48.7,0.1,1017.3,1018.5,65.4,NaN,18420
2019,4,29,1,0,10.9,0,0.9,2.3,1017,1018.2,65.5,NaN,0
2019,4,30,5,30,8.9,0,33.6,1,1007.4,1008.6,96.7,NaN,0
2019,4,30,16,0,17.4,0,202.9,2.5,1005.8,1007,63.2,NaN,30000
2019,5,1,15,30,13.1,0,219.7,2.8,1005.6,1006.8,77.9,NaN,29040
2019,5,1,22,0,9.1,0,238.9,0.4,1007.2,1008.4,95.6,NaN,33540
2019,5,2,0,0,7.5,0,218.2,0,1007.8,1009,97.2,NaN,33540
2019,5,2,3,0,6.6,0,104.2,0,1008.3,1009.5,97.5,NaN,0
2019,5,3,3,0,8.7,0,319.1,0,1013.3,1014.5,77.3,NaN,0
2019,5,5,14,30,24.1,0,278.8,1.5,1014.1,1015.2,22.9,NaN,17760
2019,5,6,1,30,11,0,39.6,0.7,1015,1016.2,85.8,NaN,0
2019,5,7,13,0,15.8,0,248.7,1.7,1016.1,1017.3,53.1,NaN,25200
2019,5,8,3,0,7.4,0,65.5,0,1014.3,1015.5,73.2,NaN,0
2019,5,8,5,30,7.1,0,55.2,0,1013.8,1015,77.9,NaN,0
2019,5,8,6,0,7.5,0,318.7,0,1013.8,1015,78.4,NaN,60
2019,5,8,10,0,17.6,0,201.9,4.4,1013.4,1014.6,34.2,NaN,14040
2019,5,8,21,0,12.3,NaN,189.7,1.6,1010.7,1011.9,72.6,NaN,35100
2019,5,8,23,30,10.6,NaN,255.1,0,1010.3,1011.5,81.7,NaN,35100
2019,5,9,4,0,9.4,0,85.1,0,1009.6,1010.8,87.8,NaN,0
2019,5,10,1,30,9.7,0,31.4,0.8,1011.6,1012.8,66,NaN,0
2019,5,10,19,0,16.8,0,353,1,1011.3,1012.5,38.3,NaN,40020
2019,5,11,4,30,9.9,0,126.8,0,1012,1013.2,80.3,NaN,0
2019,5,11,5,30,9.4,0,107.8,0,1012.5,1013.7,82.4,NaN,0
2019,5,11,15,30,22.5,0,190.7,0.7,1011.6,1012.8,30.7,NaN,32220
2019,5,12,9,30,17.2,0,204,2.5,1014.3,1015.5,64.3,NaN,7200
2019,5,12,15,0,23.1,0,204.3,2.7,1013,1014.1,27,NaN,24660
2019,5,13,18,0,16.4,0,260.5,0.3,1012.8,1014,75.9,NaN,19740
2019,5,14,5,0,14.3,0,10.5,1.2,1011.1,1012.3,80,NaN,0
2019,5,14,23,30,15,0,64.8,0,1012.2,1013.4,83.2,NaN,22500
2019,5,15,23,30,16.7,0,28.3,0.7,1010.5,1011.7,77.4,NaN,16020
2019,5,16,5,30,16.3,0,27.6,1.3,1009.8,1011,81.2,NaN,0
2019,5,17,10,0,24.6,0,69.4,1.3,1010.9,1012,46.7,NaN,9240
2019,5,17,23,0,17.9,0,157.7,1,1010.2,1011.4,74.5,NaN,9240
2019,5,18,15,30,20.3,9.9,27.7,5.3,1007.3,1008.5,74.6,NaN,780
2019,5,19,1,30,20.4,0,92.8,2.2,1008.3,1009.5,68.9,NaN,0
2019,5,19,23,30,21.2,3.7,179.4,1.5,1003.5,1004.7,83.6,NaN,0
2019,5,21,3,0,10.6,0,204.4,1,1006.9,1008.1,90.9,NaN,0
2019,5,22,11,0,20.7,0,204.2,5.9,1005.6,1006.8,49.6,NaN,18480
2019,5,22,15,30,21,0,214.8,5.4,1003.8,1005,58.5,NaN,34440
2019,5,22,18,0,18.9,0,207.2,3.3,1004.1,1005.3,65.7,NaN,42660
2019,5,22,22,0,17.7,0,186.5,3.7,1005.2,1006.4,66.9,NaN,42660
2019,5,23,21,0,17.2,0,181.5,3.3,1008.2,1009.4,84.4,NaN,40740
2019,5,23,21,30,17.7,0,154.4,1,1008.4,1009.6,78.2,NaN,40740
2019,5,24,12,0,24.5,0,216.1,7.1,1009.7,1010.8,49.2,NaN,13920
2019,5,25,1,0,18.4,0,190.9,2.9,1011.3,1012.5,77.3,NaN,0
2019,5,26,4,30,18,0,25.4,1,1013.7,1014.9,77.1,NaN,0
2019,5,27,3,30,19.5,4.1,139.4,3.1,1005.7,1006.9,81.3,NaN,0
2019,5,30,22,0,17.3,0,250.9,1.1,1011.8,1013,61.4,NaN,17400
2019,5,31,1,30,15.5,0,129.6,0,1009.5,1010.7,73.4,NaN,0
2019,5,31,17,30,18.3,0,222.8,1.6,1008.3,1009.5,69.1,NaN,33900
2019,6,3,1,30,15.2,0,28.1,1,1006,1007.2,72.2,NaN,0
2019,6,5,11,0,19.6,0,327.6,0.6,1011.5,1012.7,81.8,NaN,0
2019,6,5,11,30,20.2,0,227.2,1,1011.6,1012.8,78.3,NaN,0
2019,6,7,4,30,17.4,3.7,338.2,1.4,996.6,997.8,91.3,NaN,0
2019,6,7,20,0,20.1,17.1,103.4,0,1003,1004.2,83.3,NaN,2400
2019,6,8,7,0,18.4,0,53.8,0.9,1007,1008.2,80.2,NaN,3660
2019,6,8,9,30,22.7,0,14.9,0.7,1007.5,1008.6,61,NaN,11880
2019,6,8,19,30,19.9,0,226.7,1.1,1006,1007.2,83.4,NaN,29820
2019,6,9,16,0,20.9,0,216.4,1.3,1002.2,1003.4,71.8,NaN,26280
2019,6,9,17,30,21.2,0,302.7,0.3,1001.8,1002.9,73,NaN,27900
2019,6,12,17,0,22.3,0,239.7,0.8,1008.3,1009.4,60.3,NaN,37380
2019,6,13,23,30,18.6,0,14.4,0,1007.6,1008.8,81.8,NaN,23400
2019,6,14,15,30,26.9,0,327.7,0.9,1002.2,1003.3,51.9,NaN,6360
2019,6,15,16,30,21.1,0,56.3,0.5,998.3,999.4,73.4,NaN,34560
2019,6,15,23,30,16,0,205.9,0,1000.7,1001.9,90,NaN,39600
2019,6,16,9,30,21.7,0,196.4,0.9,1004.9,1006,66.1,NaN,12360
2019,6,17,5,0,16.4,0,180.3,0.7,1010.4,1011.6,93.3,NaN,0
2019,6,18,19,0,21.6,0,181.2,0.9,1007.5,1008.7,75.1,NaN,2760
2019,6,19,1,30,18.8,0,184.1,0.3,1007,1008.2,94.6,NaN,0
2019,6,19,16,0,23.8,0,299.2,0.8,1005,1006.1,64,NaN,2940
2019,6,19,20,0,20.3,0,344.6,1.2,1005.4,1006.6,81.5,NaN,8700
2019,6,21,9,0,22.9,0,58.3,0.9,1004.5,1005.6,63.8,NaN,1500
2019,6,21,10,0,23.2,0,290.5,0.6,1004.4,1005.5,66.7,NaN,3840
2019,6,21,13,30,25.6,0,284.7,1.2,1003.6,1004.7,60.8,NaN,9240
2019,6,21,15,30,25.1,0,275.3,1.5,1003,1004.1,60.1,NaN,9240
2019,6,21,17,0,23.9,0,188.2,0.2,1003,1004.1,65.4,NaN,10080
2019,6,23,8,0,21.8,0,8,1,1006.5,1007.6,75.5,NaN,0
2019,6,24,7,30,20.7,0,197.8,2.1,1010.6,1011.8,73.8,NaN,6060
2019,6,24,16,0,26.2,0,238,1.1,1010.5,1011.6,51.7,NaN,33540
2019,6,26,19,30,21.9,8.8,57.2,0,1003.1,1004.2,90.8,NaN,3780
2019,6,26,22,30,21.6,13.4,76.7,1.2,1002.6,1003.7,91.3,NaN,3780
