Year,Month,Day,Hour,Minute,WeatherTest_30min3,WeatherTest_30min4,WeatherTest_30min5,WeatherTest_30min6,WeatherTest_30min7,WeatherTest_30min8,WeatherTest_30min9,WeatherTest_30min10,WeatherTest_30min11,WeatherTest_30min12,WeatherTest_30min13,WeatherTest_30min14,WeatherTest_30min15,WeatherTest_30min16,WeatherTest_30min17,WeatherTest_30min18
2019,4,2,13,30,356.3,2.5,1020.9,1024.1,24,11.47,21180,9.2,0,343.1,4,1020.5,1023.7,26.5,13.9,24780
2019,4,2,20,30,276.1,1.5,1019.1,1022.3,38.4,21.26,39060,3.5,0,0,0.1,1019.8,1023,44.8,21.26,39060
2019,4,4,7,0,23.7,1,1021.9,1025.2,89.2,0.01,0,0.5,0,0,0,1022,1025.3,83.1,0.31,2220
2019,4,4,8,30,302.7,1,1022,1025.3,75.8,0.72,4020,6.6,0,281.3,1.3,1022.4,1025.6,67,2.15,7620
2019,4,4,10,0,333.3,2.3,1022.5,1025.7,61.6,3.14,9420,9.9,0,275.3,2.1,1022.6,1025.8,54.8,5.65,13020
2019,4,4,19,30,296.8,3,1019.6,1022.8,31.4,22.91,40980,5.5,0,348.2,1.5,1020.1,1023.3,42.4,22.91,40980
2019,4,5,4,30,0,0,1019.4,1022.7,97.2,0,0,-0.5,0,352,0.4,1018.8,1022.1,97.2,0,0
2019,4,6,0,0,336.6,3.3,1011.5,1014.7,87,24.58,40860,6.4,0,324.6,3.3,1010.8,1014,86.2,0,0
2019,4,6,4,30,345.3,5.1,1008.4,1011.6,90.3,0.01,0,8.3,0,347.1,4.5,1007.7,1010.8,90.8,0.01,0
2019,4,7,21,0,342.1,0.4,1007.5,1010.6,49.9,11.49,14460,10,0,17.7,0.3,1007.8,1010.9,47.1,11.49,14460
2019,4,8,3,0,35.1,1.8,1008.1,1011.2,46.1,0,0,10.2,0,22.7,0.8,1008.1,1011.2,50.8,0,0
2019,4,8,7,30,8.2,1,1008.7,1011.9,61.1,0.08,0,9.3,0,7.7,2.5,1009.3,1012.4,63.3,0.52,0
2019,4,9,8,0,66.4,0.3,1012.3,1015.5,51.6,0.34,2640,10.9,0,351.7,1.9,1012.8,1015.9,41.5,1.37,6240
2019,4,9,23,0,0,0,1015.5,1018.7,53.5,22.02,39720,5.2,0,39.8,0.4,1016.2,1019.4,55.9,22.02,39720
2019,4,10,2,0,0,0,1015.9,1019.1,68.5,0,0,5.6,0,26.2,0.8,1015.2,1018.4,62.3,0,0
2019,4,11,13,0,0.6,3.5,1009.4,1012.6,85.2,2.61,0,7.3,1.4,351,2.8,1009.5,1012.7,83.9,3.05,0
2019,4,12,15,30,354,4.5,1011.9,1015,47.9,13.74,18540,13.6,0,342.8,3.4,1011.7,1014.8,45,15.38,21180
2019,4,13,3,0,2.1,0.3,1013.6,1016.8,97.2,0,0,2.5,0,9.6,0.5,1013.9,1017.1,97.2,0,0
