Year,Month,Day,Hour,Minute,WeatherTest_45min3,WeatherTest_45min4,WeatherTest_45min5,WeatherTest_45min6,WeatherTest_45min7,WeatherTest_45min8,WeatherTest_45min9,WeatherTest_45min10,WeatherTest_45min11,WeatherTest_45min12,WeatherTest_45min13,WeatherTest_45min14,WeatherTest_45min15,WeatherTest_45min16,WeatherTest_45min17,WeatherTest_45min18
2019,4,3,17,0,317.6,4,1019.3,1022.5,29,19.42,32820,8.4,0,341,2.6,1019.1,1022.3,29.2,21.03,37500
2019,4,4,16,0,340.4,2.7,1019.5,1022.6,21.3,20.6,30120,11.2,0,338.4,4.1,1019.2,1022.4,19.2,23.56,35520
2019,4,4,17,0,307.5,3.5,1019.1,1022.2,18.4,22.76,33720,10.2,0,317.4,3.3,1019.5,1022.7,22.3,24.55,39120
2019,4,5,11,0,250.3,1.5,1022.7,1025.9,55,4.96,12120,12.3,0,193.8,3.8,1022.1,1025.2,49.2,9.39,17520
2019,4,5,17,0,343.3,4.9,1020.1,1023.2,23.8,20.62,31860,10.3,0,340.1,4.6,1020.1,1023.3,25.3,22.56,37260
2019,4,5,19,0,322.3,3.6,1019.7,1022.9,27.8,22.81,39060,6.4,0,282.9,1.2,1020,1023.2,39.3,22.91,40980
2019,4,6,5,0,0,0,1019.2,1022.5,97.2,0,0,-0.9,0,0,0,1018.8,1022.1,97.1,0.01,0
2019,4,7,1,30,239,4.5,1010.5,1013.7,85.7,0,0,7.1,0,330.2,6.7,1009.2,1012.4,87.8,0,0
2019,4,7,6,30,335.3,3.3,1007.4,1010.5,91.8,0.01,0,9.1,0,332,2.4,1007.7,1010.8,93.1,0.03,0
2019,4,9,0,30,42.9,1.7,1008.3,1011.4,38.8,11.49,14460,10.6,0,35.1,1.3,1008.2,1011.3,45.2,0,0
2019,4,9,2,30,28.6,1.1,1008.5,1011.6,45.2,0,0,10.3,0,12.9,0.9,1008.1,1011.2,49.9,0,0
2019,4,9,13,30,353.7,3.4,1007.4,1010.4,26.2,12.11,15840,18.2,0,351.8,4,1006,1009,22.6,16.02,21240
2019,4,10,12,0,355.4,3.1,1013.5,1016.6,20.9,7.82,16140,15.6,0,17.5,2,1013,1016.1,18.1,12.66,21540
2019,4,10,13,30,17.5,2,1013,1016.1,18.1,12.66,21540,15.9,0,340.4,3.1,1013.1,1016.2,19.8,17.07,26940
2019,4,11,3,30,359.5,0.4,1015.2,1018.4,60.1,0,0,7.9,0,10.9,1.5,1014.5,1017.7,42.6,0,0
2019,4,11,8,30,17.9,2.2,1013.8,1016.9,42,0.27,0,12.6,0,352.6,0.6,1014.3,1017.4,35.2,1.25,0
2019,4,12,1,0,22.8,3.9,1006.2,1009.4,95.4,0,0,5.2,1.4,34,2.8,1005.9,1009.1,96.6,0,0
2019,4,12,2,0,40.3,3.1,1006.2,1009.4,95.8,0,0,5.1,1.4,39.5,4.4,1006.4,1009.6,94.7,0,0
2019,4,12,18,30,359.9,2,1009.6,1012.7,64.7,6.45,1380,7.9,1.4,344,1.8,1010.5,1013.7,74.8,6.9,5520
2019,4,12,20,30,340.1,0.9,1010.9,1014.1,84.1,6.9,5520,6,1.4,282.7,0.5,1012.7,1015.9,89.6,6.9,5520
2019,4,13,3,0,30.2,0.1,1012.4,1015.7,97.2,0,0,1.1,0,0,0,1012.3,1015.6,97.2,0,0
2019,4,13,9,30,339,0.5,1013,1016.2,97.2,1.24,960,10,0,227.3,1.3,1013.8,1017,77.3,3.58,4740
2019,4,13,11,30,292.7,1.7,1013.7,1016.8,72.1,4.57,6060,13.4,0,338.4,1.3,1013,1016.1,48.2,7.84,11220
2019,4,13,20,30,338.4,1.1,1012.2,1015.3,64.2,17.58,26880,7.7,0,220.8,1.9,1013.1,1016.3,69.6,17.58,26880
2019,4,15,11,0,341.5,1.3,1019,1022.1,40.3,4.76,11520,15.6,0,305.9,0.9,1018,1021.1,23.5,9.18,16920
2019,4,16,8,30,4.1,1,1012.7,1015.9,68.7,0.21,0,9.6,0.1,202.9,2.5,1012.5,1015.6,76.9,0.66,0
2019,4,17,4,0,0,0.1,1015.7,1019,93.3,0,0,0.4,0,11.2,0.7,1015.6,1018.9,96.9,0,0
2019,4,18,19,30,347,1.2,1012.3,1015.4,28.4,21.99,34860,13.4,0,21,1.6,1012.6,1015.7,38.7,22.01,34860
2019,4,20,1,30,213.8,0.6,1009.1,1012.2,89,0,0,8.5,0,297.6,1.7,1007.9,1011,93.6,0.01,0
2019,4,20,12,0,179.3,7.1,1009.8,1012.9,70,4.51,5220,14.4,0,277.2,3.8,1010.5,1013.6,73.5,5.81,5460
2019,4,20,16,30,325,6,1008.3,1011.4,71.7,8.81,8160,13.3,0,285.2,4.5,1009.1,1012.2,83.5,9.59,8520
2019,4,21,21,0,23.8,0.8,1012.9,1016,73.8,16.16,18660,14.2,0,60.7,1.4,1013.8,1016.9,63.1,16.17,18660
2019,4,22,0,0,22.2,0.7,1013.9,1017,75.7,16.18,18660,13.4,0,348.9,1.6,1014.2,1017.3,79.6,0,0
2019,4,23,1,0,99.5,0.6,1011.5,1014.6,82.8,0,0,14,0,28.2,0.2,1010.7,1013.8,90.7,0.01,0
2019,4,25,4,30,53.8,1.3,1011.7,1014.8,86.4,0.01,0,13.4,0,16.6,0.7,1011.1,1014.2,87.4,0.01,0
2019,4,25,9,30,11.8,1.8,1010.8,1013.8,61.4,1.42,0,22.4,0,23.1,1.8,1010.3,1013.3,52.3,3.62,2700
2019,4,26,20,0,175.7,1,1003.1,1006.1,73.1,25.09,26220,15.3,5.5,192.5,1.8,1004,1007.1,90.6,25.09,26220
2019,4,27,0,0,0,0,1004.1,1007.2,97.7,25.1,26220,11.7,0,0,0,1003.5,1006.6,97.7,0,0
2019,4,27,5,0,121.2,0.6,1003.2,1006.3,97.7,0.01,0,11.4,0,98.4,0.9,1003.4,1006.5,97.7,0.01,0
2019,4,27,14,0,202.3,3.5,1004.2,1007.3,80,3.23,0,14.1,1.8,227.2,5.2,1004.5,1007.6,71.4,6.95,1800
2019,4,27,14,30,187.3,5,1003.9,1006.9,68.7,4.85,780,13.3,1.8,234.7,3.7,1004.5,1007.6,82.3,7.12,1800
2019,4,28,22,0,15.3,3,1014.7,1017.9,87.6,4.01,0,7.2,2,18.7,1.1,1015.9,1019.1,91.8,4.01,0
2019,4,29,1,0,24.6,1.5,1016.7,1019.9,95.6,0,0,6.1,0,57.2,0.8,1017.2,1020.4,92.9,0,0
2019,4,30,5,30,28.3,1.7,1018.8,1022,87.2,0.01,0,8.9,0.1,237.4,1.1,1019.6,1022.8,84.9,0.01,0
2019,4,30,16,0,219.2,2.8,1016.5,1019.6,42.2,15.06,4200,16.7,0.2,273.3,2.8,1015.9,1019,41.1,18.15,7680
2019,5,1,15,30,28.1,1.1,1009.7,1012.8,54.8,8.42,5340,13,0,207.6,1.8,1008.5,1011.6,80,9.29,5340
2019,5,1,22,0,351.6,0.5,1008.7,1011.8,81.7,10.74,5340,10.7,0,15.8,1,1008.3,1011.4,89.3,10.74,5340
