Year,Month,Day,Hour,Minute,TempOut,Precipitation,WindDirection,WindSpeed,LocalPressure,SurfacePressure,HumOut,Radiation,Sunlight
2019,4,2,11,0,10.4,0,346.8,3.8,1021.5,1024.7,26.7,7.25,14820
2019,4,3,7,0,-1.1,0,8.8,0.5,1022,1025.3,88.1,0.08,420
2019,4,3,9,30,8.2,0,333.3,2.3,1022.5,1025.7,61.6,3.14,9420
2019,4,3,15,0,13.5,0,337.7,5.2,1020.4,1023.5,26.3,17.7,27360
2019,4,3,16,30,12.1,0,340.6,6.2,1020,1023.1,26.3,21.06,32760
2019,4,3,19,30,6.2,0,331,1.6,1019.7,1022.9,42.4,22.91,40980
2019,4,4,1,0,1.4,0,247.4,0.6,1020.5,1023.8,93.7,0,0
2019,4,4,4,30,-0.4,0,226,0.1,1019.1,1022.4,97.1,0,0
2019,4,4,9,0,7.9,0,344.2,6.6,1018.7,1021.9,77,1.95,7380
2019,4,5,6,0,8.8,0,169.9,5,1007.3,1010.4,92.4,0.01,0
2019,4,5,22,0,7.7,0,0.3,1.5,1009.9,1013.1,38.5,21.2,30480
2019,4,5,23,0,5.3,0,79.8,1.3,1010.4,1013.6,49.5,21.2,30480
2019,4,6,0,30,3.1,0,0,0,1010.8,1014,62.1,0,0
2019,4,6,18,0,13.4,0,352.4,1.5,1006.4,1009.5,34.7,11.44,14460
2019,4,7,0,30,10.7,0,31.5,2.8,1008.1,1011.2,43.2,0,0
2019,4,7,17,0,14.7,0,356.7,3,1005.4,1008.5,26.9,19.03,21540
2019,4,8,12,0,15.5,0,351.3,3.6,1013.2,1016.3,20.5,10.21,18840
2019,4,9,1,30,4.8,0,0,0,1015.9,1019.1,68.5,0,0
2019,4,10,2,30,5.2,1.4,15.7,2.5,1006.5,1009.7,95,0,0
2019,4,10,9,0,6.4,1.4,37,2.6,1008.7,1011.9,85.6,0.5,0
2019,4,10,9,30,6.7,1.4,11.1,2,1009.4,1012.6,81.6,0.7,0
2019,4,11,4,30,0.7,0,0,0,1012.6,1015.9,97.2,0,0
2019,4,11,10,0,8.9,0,2.4,1.3,1013.6,1016.8,82.6,3.04,3840
2019,4,11,16,30,13.5,0,348.3,1.9,1011.7,1014.8,42.2,16.04,22920
2019,4,13,22,0,7.9,0,264.4,0.3,1016.2,1019.4,58.1,23.89,35760
2019,4,14,7,30,8.6,0,340.7,1.2,1013,1016.2,67.4,0.14,0
2019,4,14,22,30,4.1,1.7,340.6,1,1015.3,1018.5,76.8,13.38,20340
2019,4,15,11,30,14.4,0,249,4.4,1017.4,1020.5,34.1,9.14,17580
2019,4,16,10,0,16.9,0,346.3,1.2,1015.9,1019,24.9,5.06,12300
2019,4,16,16,0,20.4,0,195,2.4,1012.3,1015.3,15.9,19.96,31260
2019,4,17,14,0,21,0,325.4,4.2,1009.4,1012.4,34.2,17.96,26700
2019,4,18,14,0,14.5,0,335.7,4,1009.6,1012.7,72.1,6.3,5460
2019,4,19,3,0,10.1,0,0.1,0.6,1011.6,1014.7,97.2,0.01,0
2019,4,20,13,30,19,0,342.2,2.9,1011.8,1014.8,55.2,10.22,12420
2019,4,20,16,30,18.4,0,293.5,5.3,1010.7,1013.7,58.6,16.92,22200
2019,4,21,19,30,14.5,0.1,8.2,0.9,1010.5,1013.6,71.4,9.18,10620
2019,4,22,8,30,16.3,0,78.6,1.6,1012.7,1015.8,58,1.76,6360
2019,4,22,11,0,21.8,0,47.9,1.4,1013,1016,39.4,8,15360
2019,4,22,13,30,27,0,25.3,1.9,1010.8,1013.7,25.7,16.42,24360
2019,4,22,18,30,21.6,0,338.4,2.5,1010.9,1013.9,53.6,25.98,41700
