Year,Month,Day,Hour,Minute,TempOut2,Precipitation2,WindDirection2,WindSpeed2,LocalPressure2,SurfacePressure2,HumOut2,Radiation2,Sunlight2
2019,4,3,0,0,3,0,329.5,0,1023.1,1024.4,64.2,NaN,39120
2019,4,3,10,30,9.2,0,224.7,3.2,1024,1025.2,56.2,NaN,13500
2019,4,3,18,30,6.9,0,253.5,1.1,1021.3,1022.5,71,NaN,38880
2019,4,5,3,0,8,0,186.9,4.5,1010.9,1012.1,76,NaN,0
2019,4,6,14,30,13.2,0,211.3,1.1,1009,1010.2,44.5,NaN,13860
2019,4,6,18,0,15.2,0,184,2.5,1006.9,1008.1,30.9,NaN,14100
2019,4,7,13,0,19.6,0,41,3.6,1007,1008.2,13.4,NaN,9960
2019,4,7,18,0,14.8,0,311.5,0.8,1006.1,1007.3,38.1,NaN,12660
2019,4,8,2,0,7.1,0,46.6,0,1010.3,1011.5,44.4,NaN,0
2019,4,8,12,0,16.5,0,350.9,5.2,1013.7,1014.9,15.8,NaN,18900
2019,4,9,13,30,16.3,0,87,2.7,1011.2,1012.4,25.8,NaN,7200
2019,4,9,17,30,11.9,0.5,32.9,4.2,1008.2,1009.4,55.2,NaN,7200
2019,4,10,2,0,7.4,2.9,39.3,2.2,1005.4,1006.6,80.9,NaN,0
2019,4,10,11,0,8.3,3.3,6,1.6,1010.3,1011.5,72.2,NaN,0
2019,4,10,17,30,8.8,3.3,358.6,1.8,1010.4,1011.6,73.8,NaN,0
2019,4,10,20,30,7,3.3,261.9,0,1012.9,1014.1,83.4,NaN,0
2019,4,11,1,0,4.1,0,24,0.3,1013.6,1014.8,93,NaN,0
2019,4,11,4,30,3.1,0,45.6,0.9,1013.6,1014.8,94.3,NaN,0
2019,4,12,6,30,3.6,0,27.2,1,1016,1017.2,88.8,NaN,0
2019,4,12,13,0,13.2,0,219.3,3.3,1017.5,1018.7,59,NaN,20700
2019,4,12,18,0,11,0,215.6,0.5,1018.4,1019.6,53,NaN,37200
2019,4,13,8,30,8.8,0,34.9,0.6,1019.8,1021,50,NaN,1200
2019,4,15,5,0,2.4,0,28,0.5,1016.8,1018.1,89.7,NaN,0
2019,4,16,20,0,14.3,0,344.1,0.5,1013.3,1014.5,27.7,NaN,31320
2019,4,17,0,30,9,0,202.7,0.4,1014.2,1015.4,58.8,NaN,0
2019,4,17,13,0,19.3,0,331.2,0.7,1011.2,1012.4,38.6,NaN,21480
2019,4,18,14,30,16.5,0,196,5,1011.1,1012.3,59.9,NaN,12180
2019,4,19,8,30,12.3,0,358.3,0.9,1014.4,1015.6,95.4,NaN,0
2019,4,19,15,0,17.1,0,295,0.8,1013.8,1015,69.2,NaN,11580
2019,4,20,23,0,15.4,0,356.4,0.4,1012.4,1013.6,74.6,NaN,16140
2019,4,22,3,0,11.8,0,21.9,1.4,1012.8,1014,93.6,NaN,0
2019,4,22,11,30,22.4,0,350.2,1.6,1013.5,1014.7,52.7,NaN,17700
2019,4,22,18,0,17.5,0,237,1.3,1012.2,1013.4,58,NaN,37980
2019,4,24,1,0,15.6,1.9,40.6,2,1007.1,1008.3,93.2,NaN,0
2019,4,25,3,0,11.3,0,250.6,0.7,1004.7,1005.9,95,NaN,0
2019,4,25,9,0,14.7,0,70.9,0.3,1005,1006.2,85,NaN,0
2019,4,26,1,30,8.2,0,246.4,0.6,1007.5,1008.7,88.5,NaN,0
2019,4,26,6,0,8.3,0,223.9,1.1,1007.4,1008.6,86.9,NaN,0
2019,4,27,8,30,10.4,0,331.2,0.7,1021.5,1022.7,65.6,NaN,8220
2019,4,27,21,30,11.3,0,25.5,0,1018.4,1019.6,78.5,NaN,34080
2019,4,28,9,0,10.1,0.1,41.9,2.7,1020.7,1021.9,71.3,NaN,0
2019,4,29,22,30,12,10.1,27.6,1.9,1009,1010.2,84.7,NaN,1560
2019,4,30,0,30,11.5,0,49.6,1.6,1008,1009.2,86.9,NaN,0
2019,4,30,8,30,13.4,0,6.1,2.6,1007.6,1008.8,82.3,NaN,3240
2019,4,30,9,30,15.5,0,35.2,2.1,1007.5,1008.7,73.2,NaN,6840
2019,4,30,23,30,10.4,0,23.1,0.6,1007,1008.2,87,NaN,36000
2019,5,1,12,30,13.5,0,213.5,1.5,1007,1008.2,75,NaN,18240
