Year,Month,Day,Hour,Minute,TempOut,Precipitation,WindDirection,WindSpeed,LocalPressure,SurfacePressure,HumOut,Radiation,Sunlight
2019,4,3,4,30,-1,0,29.5,0.4,1021.4,1024.7,85,0,0
2019,4,4,6,0,-0.7,0,0,0,1018.7,1022,97.2,0.01,0
2019,4,4,12,30,12.5,0,261.5,5.5,1016.9,1020,53.4,11.64,19980
2019,4,5,0,30,6.4,0,324.6,3.3,1010.8,1014,86.2,0,0
2019,4,5,11,30,14.7,0,331.1,2.7,1007.5,1010.6,60.6,5.04,6360
2019,4,6,0,30,3.1,0,0,0,1010.8,1014,62.1,0,0
2019,4,7,2,0,10.7,0,107,2.6,1008.3,1011.4,44.1,0,0
2019,4,7,21,30,10.7,0,7.1,1.4,1008.2,1011.3,29.3,19.6,22020
2019,4,8,2,0,6.1,0,18.5,1.3,1009.3,1012.5,52,0,0
2019,4,10,23,30,3.4,1.4,31.3,0.7,1012.9,1016.1,97.2,6.9,5520
2019,4,11,21,0,7.7,0,169.5,2.1,1013,1016.2,70.3,17.58,26880
2019,4,12,7,30,4.9,0,332.7,0.3,1015.9,1019.1,97.2,0.26,120
2019,4,13,14,30,17.5,0,325.3,3.2,1016.6,1019.7,18.1,17.87,26580
2019,4,14,7,0,8.2,0,344.5,0.5,1012.7,1015.9,65.5,0.07,0
2019,4,14,14,30,13.6,1.7,348.2,3.8,1012.1,1015.2,59.7,7.34,5580
2019,4,15,16,0,16.3,0,336.8,4.4,1016.1,1019.2,22.6,22.9,33780
2019,4,16,6,0,2.9,0,0,0,1015.7,1018.9,94.3,0.01,0
2019,4,16,14,30,21.8,0,235.3,2.3,1013,1016,15.4,17.48,27780
2019,4,17,2,30,7.4,0,0,0,1012.1,1015.3,64.3,0,0
2019,4,18,1,30,9.9,0,239.4,1.1,1008.1,1011.2,87.4,0,0
2019,4,20,22,0,15.4,0,336.1,1.1,1011.7,1014.8,71.5,17.7,22620
2019,4,21,4,30,13.6,0.1,12.6,1,1010.2,1013.3,95.6,0.02,0
2019,4,21,14,30,16.6,0.1,1.5,1.7,1010.8,1013.9,75.2,4.44,0
2019,4,22,8,30,16.3,0,78.6,1.6,1012.7,1015.8,58,1.76,6360
2019,4,23,1,30,14.1,0,0,0,1012.8,1015.9,85.4,0,0
2019,4,23,23,30,15.5,4.6,28,2.6,1007.6,1010.7,97.7,2.58,0
2019,4,24,12,0,20,5.5,330.7,3.3,1003.9,1006.9,77.3,7.54,3480
