Year,Month,Day,Hour,Minute,WeatherTest_30min3,WeatherTest_30min4,WeatherTest_30min5,WeatherTest_30min6,WeatherTest_30min7,WeatherTest_30min8,WeatherTest_30min9,WeatherTest_30min10,WeatherTest_30min11,WeatherTest_30min12,WeatherTest_30min13,WeatherTest_30min14,WeatherTest_30min15,WeatherTest_30min16,WeatherTest_30min17,WeatherTest_30min18
2019,4,2,17,0,336.4,5.2,1019.2,1022.4,27.6,19.82,33720,9,0,352.8,4,1019,1022.2,26.5,20.94,37320
2019,4,3,16,0,344.6,3.2,1019.5,1022.6,19.6,21.2,31020,11.5,0,315.2,3.5,1019,1022.1,19.7,23.18,34620
2019,4,3,17,0,315.2,3.5,1019,1022.1,19.7,23.18,34620,10.6,0,336.1,3.8,1019.4,1022.6,19.7,24.38,38220
2019,4,4,11,0,275.3,2.1,1022.6,1025.8,54.8,5.65,13020,11.8,0,321.9,4,1022.2,1025.4,49.1,8.68,16620
2019,4,4,17,0,340.6,6.2,1020,1023.1,26.3,21.06,32760,10.6,0,318.8,4.9,1019.9,1023.1,23.1,22.37,36360
2019,4,4,19,0,344.4,2.4,1019.6,1022.8,29.7,22.87,39960,6.2,0,331,1.6,1019.7,1022.9,42.4,22.91,40980
2019,4,5,5,0,226,0.1,1019.1,1022.4,97.1,0,0,-0.3,0,355.7,0.4,1018.9,1022.2,97.1,0.01,0
2019,4,6,1,30,227,4.8,1010.4,1013.6,86.5,0,0,7.1,0,224.7,6,1009.5,1012.7,87,0,0
2019,4,6,6,30,169.9,5,1007.3,1010.4,92.4,0.01,0,9,0,350.9,4.4,1007.7,1010.8,92.5,0.02,0
2019,4,8,0,30,23.8,2,1008.1,1011.2,39.6,11.49,14460,10.6,0,23.1,2.6,1008.1,1011.2,44.5,0,0
2019,4,8,2,30,107,2.6,1008.3,1011.4,44.1,0,0,10.4,0,15.8,0.7,1008.2,1011.3,49.2,0,0
2019,4,8,13,30,338.6,3.6,1007.2,1010.2,24.9,12.9,16740,18.3,0,358,4.6,1006.1,1009.1,23.6,15.52,20340
2019,4,9,12,0,11.7,2.8,1013.4,1016.5,20.3,8.6,17040,15.3,0,23.6,3.4,1012.9,1016,18.3,11.84,20640
2019,4,9,13,30,316.4,4,1013,1016.1,17.8,13.49,22440,15.6,0,344.8,3.5,1013.2,1016.3,19.5,16.44,26040
2019,4,10,3,30,14.4,1.2,1015,1018.2,56.5,0,0,7.7,0,40.7,2.2,1014.5,1017.7,45.2,0,0
2019,4,10,8,30,20.7,1.7,1013.8,1016.9,41.1,0.38,0,12.1,0,28.4,0.1,1014.3,1017.4,35.6,1.04,0
2019,4,11,1,0,41.9,4.1,1006.2,1009.4,95.4,0,0,5.3,1.3,10.2,3.5,1006.5,1009.7,96.4,0,0
2019,4,11,2,0,10.2,3.5,1006.5,1009.7,96.4,0,0,5.2,1.4,15.7,2.5,1006.5,1009.7,95,0,0
2019,4,11,18,30,359.6,1.8,1009.8,1012.9,65.4,6.62,2280,8.4,1.4,2.3,2.2,1010.4,1013.6,69.9,6.9,5520
2019,4,11,20,30,342.9,1.6,1011.1,1014.3,84.4,6.9,5520,5.3,1.4,180.2,0.8,1012.6,1015.8,90.2,6.9,5520
2019,4,12,3,0,3.8,0.5,1012.4,1015.6,97.2,0,0,1.1,0,0,0,1012.4,1015.7,97.2,0,0
2019,4,12,9,30,289.8,0.9,1013.3,1016.5,97.2,1.5,960,8.9,0,2.4,1.3,1013.6,1016.8,82.6,3.04,3840
2019,4,12,11,30,288,0.9,1013.7,1016.8,65.7,5.03,6900,13.5,0,355,1,1013.1,1016.2,52.8,7.29,10320
2019,4,12,20,30,334.5,1,1012.4,1015.5,62,17.58,26880,7.7,0,169.5,2.1,1013,1016.2,70.3,17.58,26880
2019,4,14,11,0,328.3,2.5,1019,1022.1,34.9,5.44,12420,16.3,0,351.2,2.7,1018.1,1021.2,26.7,8.5,16020
2019,4,15,8,30,342.5,1,1012.9,1016,69.5,0.29,0,9.9,0,337.1,1.7,1012.3,1015.4,71.7,0.6,0
2019,4,16,4,0,38.5,0.2,1015.7,1019,95,0,0,0,0,356.3,0.2,1015.7,1019,96.4,0,0
2019,4,17,19,30,5.3,0.5,1012.4,1015.5,33.9,22.01,34860,13.4,0,22,1.5,1012.5,1015.6,39.1,22.01,34860
2019,4,19,1,30,4.6,2.4,1008.7,1011.8,89.7,0,0,8.9,0,290.9,0.8,1008.1,1011.2,92.3,0.01,0
2019,4,19,12,0,335.3,6,1009.8,1012.9,69,4.85,5400,14.6,0,205.7,5,1010.3,1013.4,70.7,5.74,5460
2019,4,19,16,30,333.3,4.2,1008.3,1011.4,72.5,9.08,8520,13.5,0,256.5,3.8,1009.1,1012.2,81.9,9.54,8520
2019,4,20,21,0,73.4,1.1,1013.1,1016.2,73.7,16.16,18660,14,0,80.5,1.6,1013.6,1016.7,63.7,16.17,18660
2019,4,21,0,0,2.2,0.9,1013.9,1017,79.2,16.18,18660,13.5,0,9.8,1.8,1014.1,1017.2,80,0,0
2019,4,22,1,0,145.2,0.1,1011.5,1014.6,86.4,0,0,14,0,28.8,0.7,1011,1014.1,91.4,0.01,0
2019,4,24,4,30,315.4,0.7,1011.8,1014.9,87.8,0.01,0,13.4,0,17.1,0.7,1011.2,1014.3,89.6,0.01,0
2019,4,24,9,30,30.2,2.4,1010.5,1013.5,59,1.72,0,22.4,0,26.3,1.9,1010.3,1013.3,52.1,3.27,2700
2019,4,25,20,0,149.4,1.1,1003.2,1006.2,74.5,25.09,26220,15.8,5.5,178.3,1.4,1003.8,1006.8,87.2,25.09,26220
2019,4,26,0,0,0,0,1004.2,1007.3,97.7,25.1,26220,11.7,0,0,0,1003.5,1006.6,97.7,0,0
2019,4,26,5,0,154.4,0.5,1003.5,1006.6,97.7,0.01,0,11.4,0,128.8,0.8,1003.4,1006.5,97.7,0.01,0
2019,4,26,14,0,177.5,5.2,1004.1,1007.2,75,3.75,0,15.4,1.8,246.1,5.7,1004.4,1007.5,66.3,6.82,1800
2019,4,26,14,30,192.1,4.4,1004,1007,64.4,5.74,1440,13.6,1.8,224.5,3.9,1004.5,1007.6,75.2,7.03,1800
2019,4,27,22,0,14,1.5,1014.8,1018,87.6,4.01,0,7.5,2,30.8,1.4,1015.7,1018.9,91.4,4.01,0
2019,4,28,1,0,31.6,1.1,1016.6,1019.8,95.6,0,0,6.1,0,42,0.7,1017.1,1020.3,93.4,0,0
2019,4,29,5,30,321.1,1.4,1018.9,1022.1,85.3,0.01,0,9.2,0,0.7,0.3,1019.6,1022.8,82.1,0.01,0
2019,4,29,16,0,201.6,2.9,1016.4,1019.5,44.1,15.75,5100,16.3,0.2,245.8,2,1015.9,1019,40.6,17.69,6780
2019,4,30,15,30,30.4,1.1,1009.6,1012.7,54.7,8.56,5340,13.2,0,195.7,1.6,1008.5,1011.6,76.8,9.13,5340
2019,4,30,22,0,19.2,0.7,1008.7,1011.8,84.4,10.74,5340,10.4,0,35.8,1,1008.7,1011.8,90.6,10.74,5340
2019,5,1,0,0,21,0.9,1008,1011.1,93,10.74,5340,10.1,0,44.8,1.2,1007.8,1010.9,91.3,0,0
2019,5,1,3,0,45.3,0.5,1007.7,1010.8,91.5,0,0,9.2,0,22.3,0.7,1007.5,1010.6,95.1,0,0
2019,5,2,3,0,101.4,0.6,1005.5,1008.6,84.4,0,0,8.5,0,0,0.1,1005.4,1008.5,82.1,0,0
2019,5,4,14,30,267.7,3.4,1014.2,1017.2,34.8,15.85,27780,23.9,0,257.7,4,1014,1017,29.7,19.86,31380
2019,5,5,1,30,299.7,0.5,1016,1019.2,97.5,0,0,9.5,0,238.1,0.3,1016.1,1019.3,97.5,0,0
2019,5,6,13,0,237,4,1013.7,1016.7,29.9,17.03,20100,25.6,0,245.2,3.5,1013.1,1016.1,31.9,21.38,23700
2019,5,7,3,0,9.2,3.4,1014.3,1017.4,48.6,0,0,11.1,0,351.1,3.4,1014.5,1017.6,42.6,0,0
2019,5,7,5,30,328,1.8,1014.5,1017.7,43.2,0,0,10.2,0,327.2,2.8,1015,1018.2,40.2,0.01,0
2019,5,7,6,0,351.9,2.8,1014.8,1018,41.1,0,0,10.8,0,336.8,2.6,1015.4,1018.5,38.9,0.13,1080
2019,5,7,10,0,6.7,6.9,1016.1,1019.2,24.8,6.49,11880,14.9,0,1,4.8,1016.1,1019.2,23.1,10.44,15480
2019,5,7,21,0,229.5,1.2,1014.5,1017.6,47,39.72,46680,9.5,0,155.1,0.9,1015.2,1018.4,53.6,39.72,46680
2019,5,7,23,30,119,0.4,1015.3,1018.5,58.8,39.72,46680,6.7,0,0,0,1015.2,1018.4,73.4,39.72,46680
2019,5,8,4,0,0,0,1014.8,1018,89.1,0,0,3.9,0,0,0,1015,1018.2,87.3,0,0
2019,5,9,1,30,0,0,1013.2,1016.4,83.1,0,0,7.3,0,266.1,0.2,1013,1016.2,85.8,0,0
2019,5,9,19,0,219.3,3.9,1008.6,1011.7,62.5,29.73,38160,13.6,0,213.2,2.1,1008.9,1012,69.2,29.82,38160
2019,5,10,4,30,222.9,0.1,1008.6,1011.7,87.5,0,0,9.3,0,0,0,1008.6,1011.7,92.5,0,0
2019,5,10,5,30,0,0,1008.6,1011.7,92.5,0,0,8.5,0,241.6,0.1,1009,1012.1,93.8,0.02,0
2019,5,10,15,30,215.7,3.6,1007.7,1010.7,36.3,21.16,30600,20.5,0,226.5,3.2,1007.4,1010.4,32.4,23.7,34200
