Year,Month,Day,Hour,Minute,WeatherTest_45min3,WeatherTest_45min4,WeatherTest_45min5,WeatherTest_45min6,WeatherTest_45min7,WeatherTest_45min8,WeatherTest_45min9,WeatherTest_45min10,WeatherTest_45min11,WeatherTest_45min12,WeatherTest_45min13,WeatherTest_45min14,WeatherTest_45min15,WeatherTest_45min16,WeatherTest_45min17,WeatherTest_45min18
2019,4,2,0,0,333.5,1.6,1020.9,1024.2,58.5,22.3,36600,1.3,0,334,1,1020.9,1024.2,66.7,0,0
2019,4,2,10,30,339.1,3.5,1022,1025.2,35.3,3.68,10260,9.4,0,357.3,2.3,1021.4,1024.6,23.2,6.9,15060
2019,4,2,18,30,341,2.6,1019.1,1022.3,29.2,21.03,37500,6.5,0,279.2,2.3,1018.8,1022,34.6,21.26,39060
2019,4,4,3,0,0,0,1021.5,1024.8,81.7,0,0,-0.9,0,33.3,2.1,1021.4,1024.7,85.1,0,0
2019,4,5,14,30,186,5.6,1015.4,1018.5,46,15.81,24480,14.6,0,255.2,5,1014,1017.1,39.1,20.25,29880
2019,4,5,18,0,348.8,5.3,1012.6,1015.7,45.6,23.85,37080,8.6,0,214.9,3.4,1012,1015.2,71.2,24.56,40860
2019,4,6,13,0,8.6,2,1007.4,1010.5,22.7,7.42,9060,17.1,0,344.8,4.8,1007.1,1010.1,17.3,12.29,14460
2019,4,6,18,0,330.1,5.3,1007.1,1010.2,21,20.45,27060,10.2,0,350.6,0.7,1007.8,1010.9,29.3,21.2,30480
2019,4,7,2,0,0,0,1011.1,1014.3,61,0,0,2.6,0,16.2,1.9,1010.7,1013.9,65,0,0
2019,4,7,12,0,254.7,0.2,1010,1013.1,31.1,5.4,10080,16.5,0,267.4,2.6,1008.7,1011.8,22.1,8.85,14460
2019,4,8,13,30,353.7,3.4,1007.4,1010.4,26.2,12.11,15840,18.2,0,351.8,4,1006,1009,22.6,16.02,21240
2019,4,8,17,30,348,3.9,1005.5,1008.6,28.7,18.87,21540,13.7,0,342.6,1.5,1005.8,1008.9,24.2,19.51,21540
2019,4,9,2,0,28.6,0.2,1009.6,1012.8,53.2,0,0,7.9,0,22.3,1.9,1009.4,1012.6,44.2,0,0
2019,4,9,11,0,36.4,2.7,1013.8,1016.9,21.9,4.94,12540,15.3,0,5.4,2.8,1013.2,1016.3,19.7,9.39,17940
2019,4,9,17,30,337.2,2.1,1013,1016.1,15.6,20.96,35880,12.3,0,326.5,3,1013.5,1016.6,25.8,21.96,39720
2019,4,9,20,30,342.2,3.8,1014.3,1017.4,31,22.02,39720,8.7,0,325.3,1,1015.3,1018.5,36.2,22.02,39720
2019,4,10,1,0,23.2,2,1016.3,1019.5,59.2,0,0,5.4,0,0,0,1015.7,1018.9,63.8,0,0
2019,4,10,4,30,31.1,1.1,1014.8,1018,51.1,0,0,8.2,0,23.1,2.8,1014.2,1017.4,40.8,0,0
2019,4,11,6,30,9.5,1.6,1007.2,1010.4,96.9,0,0,5.4,1.4,20.3,3.3,1007.7,1010.9,92.4,0.04,0
2019,4,11,13,0,17.2,3.7,1009.7,1012.9,82.9,2.49,0,7.3,1.4,3.8,3.5,1009.5,1012.7,81.2,3.16,0
2019,4,11,18,0,358.2,2.6,1009.3,1012.4,70.1,6.05,180,9,1.4,2.9,2,1010.3,1013.4,68.9,6.88,4980
2019,4,12,8,30,0,0.1,1013.5,1016.7,97.2,0.5,960,6.4,0,319.4,1.2,1013.5,1016.7,97.2,1.79,1140
2019,4,14,5,0,38.9,0.9,1017.7,1020.9,93.3,0,0,1.8,0,0,0,1018,1021.3,96.1,0,0
2019,4,15,20,0,303.5,4.3,1013.3,1016.5,53.2,13.38,20340,7.2,1.7,301.1,2.8,1014.5,1017.7,61.7,13.38,20340
2019,4,16,0,30,0,0.2,1015.6,1018.8,83.8,13.38,20340,1.5,0,0,0,1015.6,1018.9,93.7,0,0
2019,4,16,13,0,332.3,2.9,1017.3,1020.4,39.1,11.6,20280,16.8,0,282,4.3,1017,1020.1,20.7,16.64,25680
2019,4,17,14,30,251.6,2,1013.6,1016.6,13.9,15.71,25320,21.6,0,293.8,3.3,1012.6,1015.6,14.8,18.85,29700
2019,4,18,8,30,0,0,1011.8,1014.9,52.6,0.73,4200,15.4,0,348.3,2.4,1012,1015.1,31.7,3.16,9600
2019,4,18,15,0,334.5,4.6,1009.4,1012.4,37.4,18.76,27600,20.2,0,323,4.2,1008.5,1011.5,38.8,22.88,33000
2019,4,19,23,0,0,0,1011.6,1014.7,97.2,9.79,8520,11.3,0,178,0.5,1011.4,1014.5,97.2,9.8,8520
2019,4,21,3,0,147.2,1.7,1013.5,1016.6,83.3,0.01,0,12.3,0,334.1,1.7,1013.1,1016.2,85.6,0.02,0
2019,4,21,11,30,213.5,4.2,1013.4,1016.5,59.7,5.48,8460,17.7,0,345.7,3.7,1012.8,1015.8,58,7.84,10200
2019,4,21,18,0,284.5,2.7,1010.8,1013.9,65.9,17.4,22620,16.1,0,329.2,1.6,1010.6,1013.7,66.9,17.68,22620
2019,4,23,1,0,23.2,2,1012.3,1015.4,92.4,0,0,10.3,0,20.4,0.8,1012.4,1015.5,97.2,0.01,0
