Year,Month,Day,Hour,Minute,WeatherTest_trend3,WeatherTest_trend4,WeatherTest_trend5,WeatherTest_trend6,WeatherTest_trend7,WeatherTest_trend8,WeatherTest_trend9,WeatherTest_trend10,WeatherTest_trend11,WeatherTest_trend12,WeatherTest_trend13,WeatherTest_trend14,WeatherTest_trend15,WeatherTest_trend16,WeatherTest_trend17,WeatherTest_trend18,WeatherTest_trend19,WeatherTest_trend20,WeatherTest_trend21,WeatherTest_trend22,WeatherTest_trend23,WeatherTest_trend24,WeatherTest_trend25,WeatherTest_trend26,WeatherTest_trend27,WeatherTest_trend28,WeatherTest_trend29,WeatherTest_trend30,WeatherTest_trend31,WeatherTest_trend32,WeatherTest_trend33,WeatherTest_trend34,WeatherTest_trend35,WeatherTest_trend36,WeatherTest_trend37,WeatherTest_trend38,WeatherTest_trend39,WeatherTest_trend40,WeatherTest_trend41,WeatherTest_trend42,WeatherTest_trend43,WeatherTest_trend44,WeatherTest_trend45,WeatherTest_trend46,WeatherTest_trend47,WeatherTest_trend48,WeatherTest_trend49,WeatherTest_trend50,WeatherTest_trend51,WeatherTest_trend52,WeatherTest_trend53,WeatherTest_trend54,WeatherTest_trend55,WeatherTest_trend56,WeatherTest_trend57,WeatherTest_trend58,WeatherTest_trend59,WeatherTest_trend60,WeatherTest_trend61,WeatherTest_trend62,WeatherTest_trend63,WeatherTest_trend64,WeatherTest_trend65,WeatherTest_trend66,WeatherTest_trend67,WeatherTest_trend68,WeatherTest_trend69,WeatherTest_trend70,WeatherTest_trend71,WeatherTest_trend72,WeatherTest_trend73,WeatherTest_trend74,WeatherTest_trend75,WeatherTest_trend76,WeatherTest_trend77,WeatherTest_trend78,WeatherTest_trend79,WeatherTest_trend80,WeatherTest_trend81,WeatherTest_trend82,WeatherTest_trend83,WeatherTest_trend84,WeatherTest_trend85,WeatherTest_trend86,WeatherTest_trend87,WeatherTest_trend88,WeatherTest_trend89,WeatherTest_trend90,WeatherTest_trend91,WeatherTest_trend92,WeatherTest_trend93,WeatherTest_trend94,WeatherTest_trend95,WeatherTest_trend96,WeatherTest_trend97,WeatherTest_trend98,WeatherTest_trend99,WeatherTest_trend100,WeatherTest_trend101,WeatherTest_trend102,WeatherTest_trend103,WeatherTest_trend104,WeatherTest_trend105,WeatherTest_trend106,WeatherTest_trend107,WeatherTest_trend108,WeatherTest_trend109,WeatherTest_trend110,WeatherTest_trend111,WeatherTest_trend112,WeatherTest_trend113,WeatherTest_trend114,WeatherTest_trend115,WeatherTest_trend116,WeatherTest_trend117,WeatherTest_trend118,WeatherTest_trend119,WeatherTest_trend120,WeatherTest_trend121,WeatherTest_trend122,WeatherTest_trend123,WeatherTest_trend124,WeatherTest_trend125,WeatherTest_trend126,WeatherTest_trend127,WeatherTest_trend128,WeatherTest_trend129,WeatherTest_trend130,WeatherTest_trend131,WeatherTest_trend132,WeatherTest_trend133,WeatherTest_trend134,WeatherTest_trend135,WeatherTest_trend136,WeatherTest_trend137,WeatherTest_trend138,WeatherTest_trend139,WeatherTest_trend140,WeatherTest_trend141,WeatherTest_trend142,WeatherTest_trend143,WeatherTest_trend144,WeatherTest_trend145,WeatherTest_trend146,WeatherTest_trend147,WeatherTest_trend148,WeatherTest_trend149,WeatherTest_trend150,WeatherTest_trend151,WeatherTest_trend152,WeatherTest_trend153,WeatherTest_trend154,WeatherTest_trend155,WeatherTest_trend156,WeatherTest_trend157,WeatherTest_trend158,WeatherTest_trend159,WeatherTest_trend160,WeatherTest_trend161,WeatherTest_trend162,WeatherTest_trend163,WeatherTest_trend164,WeatherTest_trend165,WeatherTest_trend166,WeatherTest_trend167,WeatherTest_trend168,WeatherTest_trend169,WeatherTest_trend170,WeatherTest_trend171,WeatherTest_trend172,WeatherTest_trend173,WeatherTest_trend174,WeatherTest_trend175,WeatherTest_trend176,WeatherTest_trend177,WeatherTest_trend178,WeatherTest_trend179,WeatherTest_trend180,WeatherTest_trend181,WeatherTest_trend182,WeatherTest_trend183,WeatherTest_trend184,WeatherTest_trend185,WeatherTest_trend186,WeatherTest_trend187,WeatherTest_trend188,WeatherTest_trend189,WeatherTest_trend190,WeatherTest_trend191,WeatherTest_trend192,WeatherTest_trend193,WeatherTest_trend194,WeatherTest_trend195,WeatherTest_trend196,WeatherTest_trend197,WeatherTest_trend198,WeatherTest_trend199,WeatherTest_trend200,WeatherTest_trend201,WeatherTest_trend202,WeatherTest_trend203,WeatherTest_trend204,WeatherTest_trend205,WeatherTest_trend206,WeatherTest_trend207,WeatherTest_trend208,WeatherTest_trend209,WeatherTest_trend210,WeatherTest_trend211,WeatherTest_trend212,WeatherTest_trend213,WeatherTest_trend214,WeatherTest_trend215,WeatherTest_trend216,WeatherTest_trend217,WeatherTest_trend218,WeatherTest_trend219,WeatherTest_trend220,WeatherTest_trend221,WeatherTest_trend222,WeatherTest_trend223,WeatherTest_trend224,WeatherTest_trend225,WeatherTest_trend226,WeatherTest_trend227,WeatherTest_trend228,WeatherTest_trend229,WeatherTest_trend230,WeatherTest_trend231,WeatherTest_trend232,WeatherTest_trend233,WeatherTest_trend234,WeatherTest_trend235,WeatherTest_trend236,WeatherTest_trend237,WeatherTest_trend238,WeatherTest_trend239,WeatherTest_trend240,WeatherTest_trend241,WeatherTest_trend242,WeatherTest_trend243,WeatherTest_trend244,WeatherTest_trend245,WeatherTest_trend246,WeatherTest_trend247,WeatherTest_trend248,WeatherTest_trend249,WeatherTest_trend250,WeatherTest_trend251,WeatherTest_trend252,WeatherTest_trend253,WeatherTest_trend254,WeatherTest_trend255,WeatherTest_trend256,WeatherTest_trend257,WeatherTest_trend258,WeatherTest_trend259,WeatherTest_trend260,WeatherTest_trend261,WeatherTest_trend262,WeatherTest_trend263,WeatherTest_trend264,WeatherTest_trend265,WeatherTest_trend266,WeatherTest_trend267,WeatherTest_trend268,WeatherTest_trend269,WeatherTest_trend270
2019,4,3,17,0,310.3,3,1019,1022.2,27.9,20.45,35460,10,0,312.4,3.8,1019,1022.2,28.1,20.44,35400,10,0,346.3,4,1019,1022.2,27.4,20.42,35340,10,0,327.8,3.9,1019,1022.2,27.5,20.4,35280,9.9,0,340.9,3.3,1019,1022.2,28.5,20.37,35220,9.7,0,338.1,3.5,1019,1022.2,28.3,20.36,35160,9.7,0,329.7,3.2,1019,1022.2,27.6,20.34,35100,9.7,0,348.8,3.2,1019,1022.2,27.6,20.32,35040,9.7,0,347.3,2.9,1019,1022.2,26.6,20.29,34980,9.7,0,344.2,4.3,1019.1,1022.3,27.2,20.28,34920,9.7,0,343.2,4.3,1019.1,1022.3,27.1,20.25,34860,9.8,0,330.3,5.4,1019.1,1022.3,28.4,20.23,34800,9.7,0,346.7,3.8,1019.1,1022.3,28.8,20.2,34740,9.5,0,335.4,4,1019.1,1022.3,27.7,20.18,34680,9.4,0,341.5,5.2,1019.2,1022.4,28.4,20.16,34620,9.9,0,326.2,3.2,1019,1022.2,26.4,20.5,35580,9.9,0,297.7,2.3,1019,1022.2,25.8,20.52,35640,9.7,0,297.2,2.1,1019,1022.2,25.4,20.54,35700,9.8,0,334.1,2.7,1019,1022.2,26.2,20.56,35760,9.9,0,347.3,3.1,1019,1022.2,26.7,20.58,35820,9.9,0,331,3,1019,1022.2,26.4,20.6,35880,9.9,0,342.4,4.1,1019,1022.2,26.2,20.61,35940,9.8,0,344.1,4.6,1019,1022.2,25.7,20.62,36000,9.6,0,346.6,4.9,1019,1022.2,25.1,20.64,36060,9.4,0,314.8,3.9,1019,1022.2,25.4,20.66,36120,9.4,0,341.8,4,1019,1022.2,26.5,20.67,36180,9.3,0,322.1,3.2,1019.1,1022.3,26.8,20.68,36240,9.3,0,334.9,4.3,1019,1022.2,27.2,20.7,36300,9.3,0,343.8,4,1019.1,1022.3,26.7,20.72,36360,9.4,0,344.6,3.8,1019.1,1022.3,26.5,20.74,36420
2019,4,4,16,0,337.3,3.3,1019.2,1022.3,18.6,22.25,32760,11.8,0,317.4,4.3,1019.2,1022.3,19.7,22.22,32700,11.8,0,320.9,4.2,1019.2,1022.3,20.9,22.19,32640,11.7,0,342.4,3.5,1019.2,1022.3,20.7,22.15,32580,11.6,0,351,2.4,1019.2,1022.3,19.9,22.12,32520,11.5,0,344.8,1.9,1019.2,1022.3,20.2,22.08,32460,11.4,0,332.4,3.7,1019.3,1022.4,19.3,22.05,32400,11.4,0,347.6,4.2,1019.3,1022.4,19.4,22.01,32340,11.5,0,344.1,5,1019.3,1022.4,19.6,21.98,32280,11.5,0,331,4.4,1019.3,1022.4,20.1,21.94,32220,11.5,0,332.8,3.3,1019.3,1022.4,19.3,21.91,32160,11.5,0,345.3,2.4,1019.3,1022.4,19.4,21.87,32100,11.4,0,321.2,2.9,1019.3,1022.4,18.8,21.84,32040,11.4,0,339.5,2.2,1019.3,1022.4,19,21.8,31980,11.4,0,344,2.1,1019.4,1022.5,19.6,21.77,31920,11.7,0,345.6,1.9,1019.2,1022.3,17.7,22.32,32880,11.7,0,310,2.4,1019.2,1022.3,18.6,22.35,32940,11.7,0,334.9,4.1,1019.2,1022.3,20.1,22.38,33000,11.8,0,325.7,4.4,1019.2,1022.3,20.3,22.42,33060,11.6,0,327.1,5.2,1019.2,1022.3,17.4,22.45,33120,11.5,0,341.4,5.1,1019.2,1022.3,17.8,22.48,33180,11.6,0,344.1,5.2,1019.2,1022.3,19,22.51,33240,11.5,0,341.5,5.4,1019.1,1022.2,18.9,22.54,33300,11.5,0,340.7,4.4,1019.2,1022.3,19.2,22.57,33360,11.7,0,333.6,4.4,1019.2,1022.3,20.2,22.6,33420,11.7,0,305.4,3.7,1019.1,1022.2,19.4,22.64,33480,11.7,0,312.9,4.7,1019.1,1022.2,18.8,22.67,33540,11.8,0,336,3.7,1019.1,1022.2,18.8,22.7,33600,11.9,0,333.7,3.7,1019.1,1022.2,18.8,22.73,33660,11.8,0,307.5,3.5,1019.1,1022.2,18.4,22.76,33720
2019,4,4,17,0,315.5,3.2,1019.3,1022.5,19.7,23.86,36360,11.2,0,338.4,3.8,1019.3,1022.5,19.7,23.84,36300,11.2,0,313.6,5.2,1019.3,1022.5,19.3,23.82,36240,11.3,0,345.2,3.2,1019.3,1022.5,19.1,23.8,36180,11.4,0,349.1,3.9,1019.3,1022.4,20.1,23.78,36120,11.3,0,316,4,1019.3,1022.5,19.3,23.76,36060,11.2,0,340.9,3.9,1019.3,1022.5,19.3,23.74,36000,11.2,0,317.4,4.5,1019.3,1022.5,19.3,23.72,35940,11.3,0,338.4,4.7,1019.3,1022.5,18.9,23.69,35880,11.3,0,344.3,4.2,1019.3,1022.5,20,23.67,35820,11.1,0,333.1,4.3,1019.3,1022.5,20.9,23.65,35760,10.9,0,313.3,3.2,1019.2,1022.4,19.3,23.63,35700,11,0,328.1,3.4,1019.2,1022.4,19.1,23.6,35640,11.1,0,346.9,4.6,1019.2,1022.4,19.1,23.58,35580,11.2,0,338.4,4.1,1019.2,1022.4,19.2,23.56,35520,11.3,0,344.1,3.3,1019.3,1022.5,19.1,23.9,36480,11.2,0,346.7,4.2,1019.3,1022.5,18.9,23.92,36540,11,0,343.1,3.3,1019.3,1022.5,18.3,23.94,36600,10.9,0,318.3,3.3,1019.3,1022.5,18.5,23.96,36660,10.9,0,309,3.8,1019.3,1022.5,19.1,23.98,36720,11,0,340.4,5.1,1019.2,1022.4,19.9,24,36780,11,0,318.6,4.2,1019.3,1022.5,19.1,24.02,36840,11.1,0,338.3,3.8,1019.3,1022.5,19.3,24.04,36900,11.2,0,341.7,3.3,1019.3,1022.5,19.4,24.06,36960,11.1,0,313.9,2.7,1019.3,1022.5,18.6,24.07,37020,11.2,0,319.1,3.4,1019.3,1022.5,18.3,24.09,37080,11.1,0,335.9,2.7,1019.3,1022.5,18,24.11,37140,11,0,342.9,2,1019.3,1022.5,17.9,24.13,37200,11,0,329.6,2.4,1019.3,1022.5,18.4,24.14,37260,10.9,0,342,4.2,1019.2,1022.4,18.6,24.16,37320
2019,4,5,11,0,208.3,3.4,1022.5,1025.7,52.3,7.04,14760,10.5,0,350.6,3.1,1022.5,1025.7,52.3,6.99,14700,10.4,0,201.7,2.5,1022.5,1025.7,52,6.94,14640,10.3,0,218.4,0.7,1022.5,1025.7,51,6.89,14580,10.6,0,12.7,1.5,1022.5,1025.7,51.3,6.84,14520,10.7,0,352.7,1.7,1022.5,1025.7,50.4,6.79,14460,10.9,0,151.6,2.4,1022.5,1025.7,50.3,6.74,14400,11,0,186.1,3.3,1022.5,1025.7,51.6,6.69,14340,10.9,0,354.3,2.4,1022.5,1025.7,52.1,6.64,14280,10.6,0,220.6,1.1,1022.5,1025.7,53,6.59,14220,10.4,0,5.7,0.7,1022.5,1025.7,52.2,6.54,14160,10.4,0,106.3,1.7,1022.6,1025.8,52.7,6.5,14100,10.2,0,334,1.4,1022.6,1025.8,52.9,6.45,14040,10.1,0,343.6,0.8,1022.6,1025.8,51.2,6.4,13980,10.3,0,179.3,1.7,1022.6,1025.8,50.8,6.35,13920,10.9,0,348.4,2.3,1022.5,1025.7,52.3,7.14,14880,10.8,0,8.2,2.7,1022.4,1025.6,50.8,7.19,14940,10.9,0,206.4,3,1022.4,1025.6,51.9,7.24,15000,10.9,0,230.6,4.1,1022.4,1025.6,51.5,7.29,15060,10.9,0,331.6,3.6,1022.5,1025.7,51,7.34,15120,10.9,0,330.8,2.7,1022.5,1025.7,48.4,7.39,15180,10.8,0,231.8,2.3,1022.4,1025.6,49.2,7.44,15240,10.9,0,323.4,2.2,1022.4,1025.6,50.7,7.49,15300,11.3,0,335.6,2.4,1022.4,1025.6,51.6,7.54,15360,11.3,0,247,3,1022.4,1025.6,49.7,7.59,15420,11.4,0,327.9,3.2,1022.4,1025.6,50,7.64,15480,11.3,0,340.3,2.3,1022.4,1025.6,47.9,7.69,15540,11.2,0,343.7,1.6,1022.3,1025.5,47.8,7.74,15600,11,0,296,0.8,1022.3,1025.5,46.6,7.8,15660,11.1,0,338,2.4,1022.3,1025.5,48.2,7.85,15720
2019,4,5,17,0,335.1,5.6,1020,1023.2,25,21.8,34500,11.3,0,316.3,5.2,1020,1023.2,24.5,21.77,34440,11.3,0,320.5,4.9,1020,1023.2,22.6,21.75,34380,11.3,0,318.3,5.6,1020,1023.2,21.6,21.73,34320,11.4,0,342.9,5.4,1020,1023.2,22.9,21.71,34260,11.5,0,329.7,6.3,1020,1023.1,24,21.68,34200,11.6,0,344,6.5,1020,1023.1,24.6,21.66,34140,11.7,0,344.3,5.9,1020,1023.1,25.9,21.64,34080,11.8,0,312.5,4.8,1020,1023.1,26.2,21.61,34020,11.8,0,337.2,4.9,1020,1023.1,25.4,21.59,33960,11.7,0,311.7,4.3,1020,1023.1,23,21.56,33900,11.8,0,342.8,5.2,1020,1023.1,23.7,21.54,33840,11.8,0,342.7,4.9,1020,1023.1,26.1,21.52,33780,11.6,0,317.2,5.2,1020,1023.1,26.1,21.49,33720,11.5,0,318,5.4,1020,1023.1,26.1,21.47,33660,11.3,0,321.1,5.7,1020,1023.2,24.3,21.84,34620,11.1,0,342.4,5.7,1020,1023.2,23.7,21.86,34680,11.1,0,340.4,4.3,1020,1023.2,24.2,21.88,34740,11.1,0,327.6,5,1020.1,1023.3,24.4,21.9,34800,11.1,0,315.7,4.4,1020,1023.2,23.1,21.92,34860,11,0,337.2,5,1020,1023.2,23.3,21.95,34920,11.1,0,337.1,5.6,1020,1023.2,23.7,21.97,34980,11.1,0,312.2,5.4,1020.1,1023.3,24.8,21.99,35040,11.1,0,331.6,3.9,1020,1023.2,25.3,22.01,35100,11.1,0,319.8,4.6,1020,1023.2,26,22.03,35160,11.1,0,314,4.7,1020,1023.2,24.6,22.04,35220,11.1,0,340,4.6,1020,1023.2,24.6,22.06,35280,11.1,0,313.7,4.6,1020,1023.2,24.6,22.08,35340,11.2,0,341.1,5,1020,1023.2,25.2,22.1,35400,11.1,0,312.7,5.9,1020,1023.2,23.2,22.12,35460
2019,4,5,19,0,331.4,3.5,1019.6,1022.8,31.2,22.91,40980,7.6,0,300.2,3,1019.5,1022.7,30.9,22.91,40980,7.6,0,329.5,3,1019.5,1022.7,30.1,22.91,40980,7.7,0,335.2,3.2,1019.5,1022.7,30.8,22.91,40980,7.7,0,298.2,3.2,1019.5,1022.7,30.2,22.91,40980,7.7,0,295.7,2.9,1019.5,1022.7,31.1,22.91,40980,7.7,0,337.5,3.3,1019.5,1022.7,31.7,22.91,40980,7.7,0,340.5,3.8,1019.5,1022.7,32.6,22.91,40980,7.8,0,288.4,2.8,1019.5,1022.7,32.5,22.91,40980,7.8,0,331,2.8,1019.5,1022.7,32.1,22.91,40980,7.9,0,326.1,2.9,1019.5,1022.7,32.9,22.91,40980,8,0,300.5,2.4,1019.6,1022.8,33,22.91,40980,8,0,311.6,2.7,1019.6,1022.8,32.3,22.91,40980,8.1,0,331,3,1019.6,1022.8,30.6,22.9,40920,8.2,0,338.3,3.5,1019.6,1022.8,30.2,22.9,40860,7.4,0,338.7,2.9,1019.6,1022.8,30.9,22.91,40980,7.4,0,336.6,3.1,1019.6,1022.8,30,22.91,40980,7.4,0,308.2,3,1019.6,1022.8,30,22.91,40980,7.4,0,331.4,3.3,1019.6,1022.8,30.6,22.91,40980,7.4,0,298.4,3.4,1019.6,1022.8,31,22.91,40980,7.4,0,300.9,3.3,1019.6,1022.8,32,22.91,40980,7.4,0,295.3,3.1,1019.5,1022.7,32.9,22.91,40980,7.4,0,328.7,3,1019.5,1022.7,32.6,22.91,40980,7.4,0,329.4,3.1,1019.5,1022.7,32.9,22.91,40980,7.4,0,301.9,2.5,1019.5,1022.7,33,22.91,40980,7.4,0,332.6,2.6,1019.5,1022.7,33.1,22.91,40980,7.4,0,339.9,2.8,1019.5,1022.7,33.3,22.91,40980,7.4,0,302.6,3,1019.5,1022.7,33.7,22.91,40980,7.4,0,307.1,3,1019.6,1022.8,34,22.91,40980,7.3,0,333.7,3.1,1019.6,1022.8,34.2,22.91,40980
2019,4,6,5,0,359.6,0.3,1018.8,1022.1,97.1,0,0,-0.6,0,353.9,0.3,1018.8,1022.1,97.2,0,0,-0.5,0,1.4,0.3,1018.8,1022.1,97.2,0,0,-0.6,0,19,0.3,1018.8,1022.1,97,0,0,-0.5,0,10.4,0.4,1018.8,1022.1,96.9,0,0,-0.5,0,10,0.5,1018.8,1022.1,97.1,0,0,-0.3,0,19,0.5,1018.8,1022.1,97.2,0,0,-0.5,0,9,0.4,1018.8,1022.1,97.1,0,0,-0.4,0,5.9,0.4,1018.8,1022.1,97.2,0,0,-0.3,0,6.2,0.3,1018.9,1022.2,97.2,0,0,-0.3,0,2.6,0.2,1018.9,1022.2,97.1,0,0,-0.4,0,0,0.1,1018.9,1022.2,97.2,0,0,-0.5,0,0,0,1019,1022.3,97.2,0,0,-0.5,0,0,0.1,1019,1022.3,97.2,0,0,-0.5,0,0,0,1019,1022.3,97.2,0,0,-0.4,0,352.4,0.2,1018.8,1022.1,97.2,0,0,-0.6,0,355.5,0.1,1018.8,1022.1,97.2,0,0,-0.6,0,340.7,0.2,1018.8,1022.1,97.2,0,0,-0.8,0,321.5,0.1,1018.8,1022.1,96.9,0,0,-0.9,0,325.1,0.2,1018.8,1022.1,97,0,0,-0.9,0,344.2,0.2,1018.8,1022.1,96.9,0,0,-0.9,0,325,0.2,1018.8,1022.1,97.1,0,0,-0.8,0,333.2,0.3,1018.7,1022,97.2,0,0,-0.8,0,350.3,0.2,1018.7,1022,97.2,0,0,-0.7,0,348.2,0.2,1018.7,1022,97.2,0,0,-0.6,0,342.7,0.2,1018.8,1022.1,97.2,0,0,-0.5,0,308.3,0.2,1018.7,1022,97.2,0.01,0,-0.5,0,0,0,1018.7,1022,97.2,0.01,0,-0.7,0,0,0.1,1018.8,1022.1,97.1,0.01,0,-0.9,0,283.5,0.2,1018.8,1022.1,97,0.01,0
2019,4,7,1,30,339.5,5.9,1010,1013.2,86.9,0,0,6.9,0,256.7,4.4,1010,1013.2,86.9,0,0,6.9,0,345.6,5,1010,1013.2,86.9,0,0,6.9,0,244.7,4.9,1010.1,1013.3,86.9,0,0,6.9,0,336,4.8,1010.1,1013.3,87,0,0,6.9,0,346.7,5,1010.2,1013.4,87.1,0,0,6.9,0,208.8,4.7,1010.2,1013.4,87.1,0,0,6.9,0,349.4,5,1010.2,1013.4,87.2,0,0,6.8,0,346,4.7,1010.2,1013.4,87.2,0,0,6.8,0,339.1,5.5,1010.2,1013.4,87.3,0,0,6.8,0,248.6,5.7,1010.2,1013.4,87.3,0,0,6.8,0,222.8,4.9,1010.2,1013.4,87.3,0,0,6.7,0,324,5.6,1010.2,1013.4,87.2,0,0,6.7,0,247.9,5.4,1010.3,1013.5,87,0,0,6.7,0,261.2,4.1,1010.3,1013.5,86.9,0,0,7,0,239.2,4.4,1009.9,1013.1,87.2,0,0,7,0,340.6,5.5,1009.9,1013.1,87.2,0,0,7,0,192.7,6.3,1009.9,1013.1,87.1,0,0,7.1,0,232.1,4.1,1009.9,1013.1,87.1,0,0,7.1,0,245.7,5.4,1009.9,1013.1,87.1,0,0,7.1,0,340.2,4.3,1009.8,1013,87,0,0,7.1,0,335.7,5.4,1009.9,1013.1,87,0,0,7.1,0,227.4,6,1009.8,1013,86.9,0,0,7.1,0,340.1,5.6,1009.8,1013,86.8,0,0,7.1,0,333.7,5.6,1009.8,1013,86.7,0,0,7.1,0,248.2,4.5,1009.8,1013,86.7,0,0,7.1,0,236.9,6.6,1009.8,1013,86.6,0,0,7.1,0,335.7,6.2,1009.7,1012.9,86.7,0,0,7.2,0,344.4,6.5,1009.7,1012.9,86.7,0,0,7.2,0,221.9,6.5,1009.7,1012.9,86.7,0,0
2019,4,7,6,30,252.6,4.6,1007.5,1010.6,92.4,0.02,0,9,0,196.9,4.6,1007.5,1010.6,92.5,0.02,0,9,0,354.2,4.8,1007.5,1010.6,92.7,0.02,0,8.9,0,191.7,4.3,1007.4,1010.5,92.7,0.02,0,8.9,0,171.5,5.1,1007.4,1010.5,92.6,0.02,0,8.9,0,343.4,6,1007.4,1010.5,92.5,0.02,0,8.9,0,353,5.2,1007.4,1010.5,92.5,0.02,0,8.9,0,206.8,4.4,1007.4,1010.5,92.5,0.02,0,8.9,0,341.9,4.3,1007.4,1010.5,92.4,0.02,0,8.9,0,343.1,4.6,1007.5,1010.6,92.4,0.02,0,8.9,0,245.1,3.5,1007.5,1010.6,92.5,0.02,0,8.9,0,248.8,4.4,1007.5,1010.6,92.4,0.02,0,8.9,0,216.8,5.1,1007.5,1010.6,92.4,0.02,0,8.9,0,343.6,3.9,1007.6,1010.7,92.4,0.02,0,8.9,0,167.2,4.4,1007.5,1010.6,92.5,0.02,0,9,0,154.4,4.5,1007.5,1010.6,92.3,0.02,0,9,0,186.7,4.7,1007.5,1010.6,92.4,0.02,0,9,0,340.6,4.1,1007.5,1010.6,92.4,0.02,0,9,0,341.9,4,1007.5,1010.6,92.4,0.02,0,9,0,346.5,3.8,1007.5,1010.6,92.4,0.02,0,9,0,220.7,4.5,1007.5,1010.6,92.5,0.02,0,9.1,0,356.3,3.6,1007.5,1010.6,92.5,0.02,0,9.1,0,348.3,4,1007.5,1010.6,92.6,0.02,0,9.1,0,220,4.1,1007.5,1010.6,92.6,0.02,0,9.2,0,338,5,1007.5,1010.6,92.6,0.02,0,9.2,0,243.9,3.2,1007.6,1010.7,92.4,0.02,0,9.2,0,346.5,3.1,1007.6,1010.7,92.3,0.02,0,9.2,0,338.6,3.8,1007.6,1010.7,92.1,0.02,0,9.2,0,236.8,3.5,1007.7,1010.8,92,0.02,0,9.2,0,233.9,4.2,1007.7,1010.8,92,0.02,0
2019,4,9,0,30,17.2,3.6,1008.1,1011.2,43.1,0,0,10.7,0,13.7,2.5,1008.1,1011.2,43.1,0,0,10.7,0,19.7,2.8,1008.1,1011.2,42.9,0,0,10.7,0,40.6,3.2,1008.1,1011.2,43,0,0,10.7,0,31.3,2.8,1008.2,1011.3,43,0,0,10.7,0,15.2,3,1008.2,1011.3,42.9,0,0,10.7,0,31.4,3,1008.2,1011.3,42.8,0,0,10.7,0,33.4,2.9,1008.2,1011.3,42.7,0,0,10.7,0,13.8,2.2,1008.2,1011.3,42.5,0,0,10.7,0,14.5,2.2,1008.2,1011.3,42.3,0,0,10.8,0,27.3,2.3,1008.2,1011.3,42.2,0,0,10.8,0,16.9,2.4,1008.2,1011.3,42,0,0,10.8,0,15.6,2.1,1008.2,1011.3,42.1,0,0,10.8,0,47.9,1.1,1008.2,1011.3,41.8,0,0,10.8,0,15,2,1008.2,1011.3,41.3,0,0,10.7,0,13,3.1,1008.1,1011.2,43.5,0,0,10.7,0,18,2.4,1008.1,1011.2,43.4,0,0,10.7,0,35.4,1.5,1008.1,1011.2,43.4,0,0,10.7,0,42.5,1.3,1008.1,1011.2,43.7,0,0,10.7,0,38.3,1.3,1008.1,1011.2,43.7,0,0,10.7,0,18.9,1.2,1008.1,1011.2,43.8,0,0,10.7,0,43.5,1.1,1008.1,1011.2,44,0,0,10.7,0,10.7,2.2,1008.1,1011.2,44,0,0,10.7,0,17.9,2.2,1008.1,1011.2,44.3,0,0,10.7,0,14.2,3,1008.1,1011.2,44.4,0,0,10.6,0,31.3,2.1,1008.1,1011.2,44.5,0,0,10.6,0,25.1,2.6,1008.1,1011.2,44.5,0,0,10.6,0,15.7,2.1,1008.1,1011.2,44.7,0,0,10.6,0,15.5,2.6,1008.1,1011.2,44.7,0,0,10.6,0,38.5,2.6,1008.2,1011.3,44.6,0,0
