TempIn,HumIn,TempCoil,TempFac,HumFac
14.9019000641831,40.4295944645555,13.1255333226732,14.8017283482151,32.8949373426953
12.8671448095173,44.684277500163,12.7959410467328,11.1653907352174,41.3983660676543
12.6101501311985,52.9018777654567,12.8782192053395,10.7582585600834,58.2194192808409
16.7382369226307,35.0270414061889,13.1926728358374,16.9861831784908,28.7804859259087
10.7580943696028,42.976544401877,10.6897040182161,7.61111080988102,45.0113152707972
15.5140552804132,38.0270433325402,14.2773388459486,11.6009891556595,40.3181533261973
11.5107111591666,36.0792757115078,11.6846728421906,7.36152026613466,53.7088260051931
11.274247981598,44.9521307924504,12.5998795911336,8.33869144812133,48.693892889716
11.4834898230496,66.7286237316427,11.9389649443101,6.79113586602238,82.9805571736522
10.7999617493077,65.876896646419,11.4877604507635,6.14371799162783,75.0899899449257
8.40748848536276,62.9751995533525,12.224852127892,3.99976521062328,76.8608991746804
11.3021978250116,60.8260340764988,12.5390042448866,6.76503513054323,72.3426310468613
14.9994784812805,38.2479984600009,12.8794871976326,13.9413147370106,36.7383329102962
16.381999224087,30.5156337873674,14.3820188464915,12.605861961652,38.4111217365634
10.4412504673024,58.8292320445979,11.8392186690838,5.76299845827374,73.4266612196726
14.0199236085761,33.4188030783444,12.549594740592,15.9749642861649,25.4592272937687
14.1827351746546,35.9520393102768,13.2629283762674,10.8786076371105,37.6939461125793
8.70086739456771,61.0891339942946,11.8747463963379,4.43823482752961,76.0812463951392
8.77769362291195,58.6923107136607,12.4904257353877,6.52002451199886,65.0746763442932
16.3358118346727,34.858042709535,14.3393087943047,18.222830089387,27.3127958321397
18.8243218541563,41.1896253263898,15.2263208538481,21.5215067602772,29.8230899362676
18.3426045410302,39.3284654063777,14.1681705134716,16.932688796942,42.6904908407019
13.5802353685299,73.0477143764204,13.3214817974143,10.3043763119498,83.7092230742662
14.9458444213074,73.9452920062627,13.5639034773236,12.41645114866,80.0524957082792
16.823894825108,54.2582749253012,13.7149844880484,16.9033807401257,53.1847924341217
15.5228021398993,68.3883637434305,14.5777890743492,13.902887250887,69.2528352924042
16.7975667282098,63.075579926847,15.5753730607306,15.4995400120266,66.2666672240903
15.4752910513418,74.7852950818137,14.4294031001663,14.6996824146764,72.8119380491361
14.2196797691815,67.5864136486336,14.0309515493436,10.9912477269147,77.0421932117335
18.6329254448946,33.8701800146633,13.35351309419,23.4752369861365,26.3917468609916
15.945837486471,62.7129924311316,15.4784653574086,14.1217469047171,70.4986888524385
18.5882445301741,55.0217014634952,15.7689388837172,20.6811333322725,52.8758489383078
15.8756437284237,77.5667781873425,15.4044589290843,14.2529774754986,86.5895608506271
18.7378110939395,56.6110611073117,15.9632593648314,21.4911681241798,56.8933461167632
16.3216514036815,51.7641251930136,14.9512074602008,13.61738061767,53.5231586647676
14.0445346005636,57.870632710058,13.7241226210844,9.0651660935449,65.9037430748102
14.0507336161401,65.917046782284,14.6163440464387,11.8818849159806,69.6837744044926
16.4935326419467,53.1571719426667,17.2311876648434,12.7280869326756,65.0088257398384
13.0682120530864,68.537606153198,16.1091568672075,10.2770662909138,80.7936245829005
19.7042727696384,50.990353188811,18.6931195153798,16.4751535297076,60.5541372754005
17.2258178946562,65.461429685266,17.8059944021833,14.0190592866451,74.7140418581378
15.8332542362468,65.3682642400147,17.2794827686643,11.6301228188097,78.8609152744237
23.0736949425509,29.3076980931064,19.2184965414169,21.6758680115348,28.9347251864954
18.1586206873199,54.3853396037099,17.5292280714537,20.752966524971,40.5635811056894
18.5825161542502,39.5013712296913,18.083145493571,14.8596501867965,50.197742036222
21.0375226999182,40.4887458711663,18.1127644939581,20.9793215252757,44.6246745992636
18.8524858477163,48.8555429573741,18.1586063017281,16.2498818886267,58.1749435580391
17.8808092195391,49.3346474923782,18.0751014751392,15.8750253854133,53.165125591767
15.8964733668894,62.2006164963656,17.7928043188987,13.1942815263059,70.0078705211679
21.5651712486309,37.8297533216075,18.8024141891624,19.9240092018711,36.2584560975786
16.839068306972,55.9778243807384,17.2963866061102,13.2811667875517,59.1580963522973
16.8564259571174,50.0996411841743,17.3239671633121,19.7904471957379,36.82240622539
23.2783320389301,45.6377415937937,19.2171907000355,22.1374700799782,43.8357936851655
19.0400518347047,47.8651451719849,20.0586363171209,16.786804824211,59.3874746770176
19.2529800609724,49.9748162250349,19.2112450970957,17.8977894114037,54.3259804731653
18.006678163468,65.6498778092639,18.8076711380664,14.590708988049,75.4167084916169
16.815149057684,69.8964775932748,18.0698982001425,13.6280561931734,78.8238446049746
23.6552735011384,40.9705158920882,19.7898817045362,21.4677779100546,49.8161759532152
19.1615277398278,64.1375088348062,19.0568221082577,16.0784518002392,75.8768041070777
18.3978483729844,63.9141266558793,19.5469223863402,16.8392381288352,71.4403221865133
18.3109776347939,64.837767105516,18.9663391189453,16.6027492184545,70.6261355933486
23.3874504585103,51.9701320138743,20.0451657619264,26.0614891408766,40.8314106947133
23.7634832935789,50.5217442310814,20.3432272645696,26.3391775424105,37.6189283713939
24.3047601840302,45.8299158548908,20.5126144241161,25.2785183305737,42.9814054631924
23.8570087937745,48.5218612050135,19.8360963591739,24.7165318510323,46.3449227841228
22.1015386388952,53.2914460419557,20.3232519141995,21.703353495178,48.9295472744631
20.8072204580487,66.512318639367,19.8881041679679,19.1550079581015,70.5162088994734
21.1601710779205,63.3279927014367,20.3531966424711,21.0375440805262,61.1108938888694
20.7036941358394,75.7426867338416,19.7181691510218,19.7967478710056,80.2754467543337
16.900031458422,64.8293378113019,19.1561088108399,13.0688790504692,70.6025172390992
21.5326099616248,42.9705357710037,19.3261953393055,22.6961236539948,30.8419223712659
23.3667935434327,35.1014451170066,19.6300836992012,22.6579700374229,30.0661513626401
18.9772023750743,65.2052844181793,19.6115313765667,15.2964300687367,71.9274633883071
23.518633117458,53.6701566187317,21.3583516726822,24.1975806753184,45.6348569946648
25.1125891773361,47.7475280332593,21.7706260218723,23.436028371014,48.3664426189113
25.5372331076221,46.2149967307208,21.5680529222919,25.6004487634879,42.799338513434
19.9640749301152,69.2568593122137,20.3205370933207,17.6217567181822,77.7556612477323
19.4930739977543,70.093103448111,20.0970252901773,16.7484613341607,81.1622429668142
24.9095888275057,55.7808827789129,21.3489302537283,23.7911763647836,52.7775719655606
19.3291046789929,68.028732376472,20.5388271888511,18.5263331184535,70.3965227724032
18.7558754463544,49.8357016848758,18.7567206064407,15.5682929568808,52.685627482321
18.1168504032421,68.6472134248864,18.6227525282747,13.3237311768337,75.3239318115997
22.7692397221156,50.6947006485751,20.7317829430115,24.3119630133684,40.4695588187041
21.9210337528177,54.9930593421881,20.1983439091873,20.1966693462268,48.9720446066013
19.0923330168435,62.0585133592978,20.4461315690952,16.1620179808634,72.4313636276187
21.1785007194137,65.8091839003198,22.2081117752089,17.787168529601,71.9497375746984
22.8439932084892,50.6579522231092,21.7263850690042,19.4630292640908,51.984422841482
