Year,Month,Day,Hour,Minute,TempOut2,Precipitation2,WindDirection2,WindSpeed2,LocalPressure2,SurfacePressure2,HumOut2,Radiation2,Sunlight2
2019,4,3,13,30,10.4,0,195.9,4.3,1023.1,1024.3,54.8,NaN,24300
2019,4,3,20,30,3.7,0,74.8,0,1021.6,1022.9,80.7,NaN,38880
2019,4,5,7,0,9.6,0,181.3,6.3,1009,1010.2,84.4,NaN,0
2019,4,5,8,30,9.7,0,224.1,2,1009.5,1010.7,88.1,NaN,0
2019,4,5,10,0,9.5,0,198.6,4.2,1009.3,1010.5,89.5,NaN,0
2019,4,5,19,30,7.7,0,190.8,1.4,1009.7,1010.9,50,NaN,19380
2019,4,6,4,30,1.7,0,330.5,0,1011.5,1012.8,70.9,NaN,0
2019,4,7,0,0,9.7,0,356.6,1,1009.1,1010.3,78.9,NaN,14100
2019,4,7,4,30,11.5,0,105,1,1008.4,1009.6,73.4,NaN,0
2019,4,8,21,0,8.7,0,36.7,0.9,1016.2,1017.4,43.2,NaN,36480
2019,4,9,3,0,7.4,0,48.6,0.9,1015.8,1017,50.5,NaN,0
2019,4,9,7,30,10.6,0,27.1,1.7,1014.5,1015.7,39.8,NaN,60
2019,4,10,8,0,6.7,3.3,4.6,2.9,1009,1010.2,77,NaN,0
2019,4,10,23,0,4.8,3.3,21,0,1014,1015.2,92.9,NaN,0
2019,4,11,2,0,3.8,0,26.3,1.1,1013.5,1014.7,94.6,NaN,0
2019,4,12,13,0,13.2,0,219.3,3.3,1017.5,1018.7,59,NaN,20700
2019,4,13,15,30,16.1,0,207.5,2.5,1017.3,1018.5,18.7,NaN,25980
2019,4,14,3,0,7.5,0,323.2,0,1015,1016.2,54.1,NaN,0
2019,4,15,19,0,10.9,0,229.7,0.4,1017.8,1019,44.4,NaN,40200
2019,4,17,0,30,9,0,202.7,0.4,1014.2,1015.4,58.8,NaN,0
2019,4,18,5,0,11.4,0,192.6,2.7,1009.1,1010.3,86.1,NaN,0
2019,4,18,6,30,12.1,0,188.8,3.4,1009.6,1010.8,83.2,NaN,0
2019,4,18,11,0,16.4,0,190.4,4.2,1011.2,1012.4,61.8,NaN,10620
2019,4,19,0,0,11,0,166.8,0.5,1012.4,1013.6,96.1,NaN,17280
2019,4,19,7,0,12,0,2.3,0.8,1013.6,1014.8,95.9,NaN,0
2019,4,20,11,30,17.2,0,206,2.4,1014.4,1015.6,62.4,NaN,2760
2019,4,20,14,0,18.2,0,225.8,2.2,1012.9,1014.1,57.8,NaN,9840
2019,4,20,22,0,15.2,0,55.5,0,1012.7,1013.9,75.3,NaN,16140
2019,4,21,1,30,15.2,0,11.1,0.3,1011.8,1013,77.5,NaN,0
2019,4,22,10,30,20.4,0,5,3,1013.7,1014.9,59.6,NaN,14160
2019,4,22,11,30,22.4,0,350.2,1.6,1013.5,1014.7,52.7,NaN,17700
2019,4,23,2,30,14.4,0,19.8,0.6,1013.1,1014.3,79.7,NaN,0
2019,4,23,20,30,15.2,6.8,317.4,0,1008.2,1009.4,94.9,NaN,0
2019,4,24,0,0,15.7,12.7,17.6,1.1,1007.8,1009,93.1,NaN,0
2019,4,25,2,30,11.4,0,211.8,1.7,1004.9,1006.1,95.5,NaN,0
2019,4,26,10,0,9.6,0,186.1,1.2,1010.2,1011.4,87.8,NaN,0
2019,4,26,16,0,8.7,0.4,335.9,0,1010.8,1012,92,NaN,0
2019,4,27,0,30,6.4,0,132.1,0,1017.2,1018.4,92.4,NaN,0
2019,4,27,1,30,6,0,340.1,0,1017.9,1019.1,92.3,NaN,0
2019,4,27,19,0,11.3,0,285,0.1,1018,1019.2,73.5,NaN,34080
2019,4,28,9,30,10.5,0.1,37.8,2.5,1020.8,1022,68.5,NaN,0
2019,4,28,14,0,16.5,0.1,290.8,1.3,1018.4,1019.6,47.1,NaN,7320
2019,4,28,15,30,17.7,0.1,177.9,0.7,1017.2,1018.4,30.2,NaN,10860
2019,4,29,3,30,11.1,0,53.3,2.2,1015.3,1016.5,60.9,NaN,0
2019,4,29,7,0,10.9,0,53.3,2.2,1014.2,1015.4,63.2,NaN,0
2019,4,29,12,0,12.4,1.7,262.3,0,1013.3,1014.5,92.1,NaN,1560
2019,4,29,18,0,12.9,10.1,332.8,0.5,1009.4,1010.6,84.3,NaN,1560
2019,4,29,23,0,11.7,10.1,30.4,1.4,1008.8,1010,85.9,NaN,1560
2019,4,30,8,30,13.4,0,6.1,2.6,1007.6,1008.8,82.3,NaN,3240
2019,4,30,14,30,15.8,0,213.3,3.4,1006.9,1008.1,63.6,NaN,24600
2019,4,30,15,0,17.1,0,193.3,3.2,1006.8,1008,62.4,NaN,26400
2019,5,1,15,30,13.1,0,219.7,2.8,1005.6,1006.8,77.9,NaN,29040
2019,5,3,12,30,18.4,0,202.6,2.8,1016.1,1017.3,53.4,NaN,22620
2019,5,3,20,30,13.2,0,29,0.5,1015.6,1016.8,74,NaN,40980
2019,5,5,0,30,12.6,0,8.2,0.6,1016.1,1017.3,71.8,NaN,0
2019,5,5,5,0,11.1,0,333.5,0.2,1015,1016.2,67.7,NaN,0
2019,5,5,12,30,22.5,0,191.2,0.4,1015.2,1016.4,40.3,NaN,12600
2019,5,5,13,30,22.8,0,225.2,1.2,1014.5,1015.7,34.6,NaN,14820
2019,5,6,8,30,13.3,0,358.4,5,1016.5,1017.7,33,NaN,8880
2019,5,6,10,30,16.2,0,9.8,5,1016.3,1017.5,22.9,NaN,16080
2019,5,7,5,30,5.4,0,18.8,0.9,1016.4,1017.6,75.2,NaN,0
2019,5,7,8,0,11.6,0,187.3,1.8,1017.2,1018.4,59.3,NaN,7200
2019,5,7,11,0,15.2,0,215.9,3.1,1017.4,1018.6,42.5,NaN,18000
2019,5,7,12,0,17,0,200.7,2.4,1016.4,1017.6,41.4,NaN,21600
2019,5,8,9,0,16.5,0,203.8,3.2,1013.5,1014.7,40.3,NaN,10440
2019,5,8,16,30,16.1,NaN,215.9,4.3,1010,1011.2,45.8,NaN,34080
2019,5,9,7,0,10.7,0,68,0,1010.4,1011.6,74.5,NaN,2100
2019,5,11,2,30,11.2,0,72.9,0.2,1012,1013.2,76.2,NaN,0
2019,5,11,8,0,14.7,0,18.6,1,1013.4,1014.6,56.4,NaN,6660
2019,5,11,9,30,17.2,0,12.6,1.9,1013.7,1014.9,49.6,NaN,12060
2019,5,11,18,0,20.4,0,354.7,0.8,1010.4,1011.6,38.8,NaN,39660
2019,5,12,14,0,23.7,0,233,0.8,1013.4,1014.5,29.7,NaN,21660
2019,5,13,1,0,15.3,0,18.4,0.9,1013.8,1015,55.5,NaN,0
2019,5,14,5,30,14.6,0,41.9,1.1,1011.5,1012.7,80.2,NaN,0
2019,5,15,1,30,13.9,0,339.2,0,1012.4,1013.6,87.5,NaN,0
2019,5,15,9,0,19.5,0,35.1,0.4,1012.3,1013.5,55.9,NaN,660
2019,5,15,22,0,16.5,0,281.9,0,1010.5,1011.7,73.8,NaN,16020
2019,5,15,23,0,16.1,0,357.8,0.3,1010.8,1012,77.4,NaN,16020
2019,5,16,2,0,17.1,0,14.6,1.1,1010.3,1011.5,76.7,NaN,0
2019,5,16,10,0,25.2,0,352.8,1.5,1010.6,1011.7,49.3,NaN,5100
2019,5,16,22,30,18,0,215.6,0.4,1011.5,1012.7,80.4,NaN,24900
2019,5,17,10,0,24.6,0,69.4,1.3,1010.9,1012,46.7,NaN,9240
2019,5,17,12,30,25.2,0,285,1,1010.1,1011.2,51.1,NaN,9240
2019,5,17,21,30,19.3,0,242.2,0.4,1009,1010.2,76.9,NaN,9240
2019,5,19,9,30,21.7,0,106.8,2,1007.6,1008.8,71.3,NaN,0
2019,5,19,12,0,23.3,0.4,171.4,1.3,1006.9,1008,66.3,NaN,0
2019,5,19,13,30,22,0.4,189.9,3.8,1006.8,1007.9,76.4,NaN,0
2019,5,19,23,30,21.2,3.7,179.4,1.5,1003.5,1004.7,83.6,NaN,0
2019,5,20,21,0,11.9,1.3,212.5,0.2,1007.3,1008.5,80.5,NaN,29340
2019,5,22,12,0,20.4,0,204.1,6,1005.5,1006.7,49.1,NaN,22080
2019,5,22,22,30,17.7,0,196.2,3.5,1005.5,1006.7,66.8,NaN,42660
2019,5,23,18,0,20.6,0,233.4,1,1006.7,1007.9,66.2,NaN,40740
2019,5,23,19,0,19.5,0,200.4,1.5,1006.9,1008.1,72.1,NaN,40740
2019,5,25,4,0,16,0,225.5,0,1011.8,1013,84.3,NaN,0
2019,5,25,5,0,15.8,0,84.8,0,1012.1,1013.3,77.8,NaN,0
2019,5,29,7,0,14.9,0,231.9,0.3,1009.9,1011.1,85.3,NaN,3660
2019,5,29,23,30,13.8,0,39.7,0,1010.2,1011.4,94.9,NaN,42240
2019,5,31,10,30,19.3,0,213.6,3.6,1009.9,1011.1,58.7,NaN,10020
2019,6,1,16,0,19.7,0,233.2,1.5,1008.5,1009.7,58.7,NaN,25740
2019,6,1,19,30,18.1,0,10.9,1.3,1008,1009.2,66.2,NaN,29640
2019,6,2,12,0,22.8,0,191.5,2.6,1006.5,1007.6,49.6,NaN,18180
2019,6,2,15,30,25,0,352.8,0.8,1005,1006.1,29.2,NaN,19740
2019,6,2,16,0,24.8,0,265.7,0.4,1005,1006.1,28.6,NaN,19980
2019,6,2,23,0,16.7,0,55.1,0.5,1006,1007.2,72.5,NaN,25080
2019,6,3,0,30,15.6,0,25.7,0.3,1006.3,1007.5,74.3,NaN,0
2019,6,4,10,0,25.7,0,199.5,2.6,1007.1,1008.2,40.4,NaN,9840
2019,6,5,7,0,18.1,0,204.1,1.5,1009.5,1010.7,86.4,NaN,0
2019,6,5,18,30,20.4,0,221.8,1.2,1010.1,1011.3,79.4,NaN,19860
2019,6,6,1,30,16.4,0,335.3,0,1011,1012.2,96.6,NaN,0
2019,6,6,18,30,20.1,5.9,36.9,2.3,1004,1005.2,83.6,NaN,0
2019,6,7,21,0,19.7,17.1,89.8,0,1003.7,1004.8,84.4,NaN,2400
2019,6,8,19,30,19.9,0,226.7,1.1,1006,1007.2,83.4,NaN,29820
2019,6,8,22,30,18.6,0,217.5,1.4,1006,1007.2,88.2,NaN,29820
2019,6,9,5,0,16.6,0,2.8,0,1004.5,1005.7,94,NaN,0
2019,6,9,5,30,16.3,0,195.5,0.2,1005.1,1006.3,94.9,NaN,0
2019,6,9,16,30,21.2,0,294.7,0.8,1001.9,1003,71.1,NaN,26280
2019,6,10,8,0,18.2,2.5,311.9,0.3,1004.8,1006,87.6,NaN,1020
2019,6,11,23,30,14.9,0,20.4,0,1008.5,1009.7,91,NaN,28800
2019,6,12,15,30,22.2,0,314.5,0.9,1008.8,1009.9,60.1,NaN,32880
2019,6,13,1,0,15.9,0,272.3,0,1009.2,1010.4,92.3,NaN,0
2019,6,13,9,0,22.5,0,187.8,1.5,1009.6,1010.7,59.9,NaN,7260
2019,6,15,5,0,15.6,0,9.8,0.7,1000.2,1001.4,82.6,NaN,0
2019,6,15,20,0,18.1,0,317.8,0.2,998.9,1000.1,78.6,NaN,39600
2019,6,15,23,0,16.3,0,222.8,0,1000.3,1001.5,85.8,NaN,39600
2019,6,16,2,0,15.3,0,28.2,0,1001.1,1002.3,93.4,NaN,0
2019,6,16,6,30,16.5,0,24.5,0.6,1003.2,1004.4,86.7,NaN,2040
2019,6,16,16,30,22.1,0,227.8,1.7,1006.4,1007.5,62.4,NaN,24480
2019,6,18,1,30,16.5,0,242.3,0,1010,1011.2,88.7,NaN,0
2019,6,18,18,0,21.9,0,202.1,1.5,1007.7,1008.9,74.3,NaN,2760
2019,6,19,3,30,18.3,0,163.6,0,1006.7,1007.9,94.8,NaN,0
2019,6,19,4,0,18.6,0,322.1,0,1006.9,1008.1,94.6,NaN,0
2019,6,19,7,0,19.5,0,13.1,1.2,1007.3,1008.5,89,NaN,0
2019,6,19,16,30,23.5,0,253.1,1.6,1004.9,1006,64.8,NaN,4560
2019,6,19,18,0,22.1,0,162.8,0.4,1005,1006.1,71.2,NaN,8700
2019,6,20,7,0,18.5,0,20.3,0.5,1006.5,1007.7,89.6,NaN,480
2019,6,21,13,30,25.6,0,284.7,1.2,1003.6,1004.7,60.8,NaN,9240
2019,6,23,0,0,18.6,0,238.3,0.9,1005.3,1006.5,83.3,NaN,23340
2019,6,23,10,30,24.5,0,209.4,0.6,1006.5,1007.6,67.1,NaN,0
2019,6,23,14,0,25.8,0,203.7,3.1,1006,1007.1,62.2,NaN,0
