Year,Month,Day,Hour,Minute,WeatherTest_30min3,WeatherTest_30min4,WeatherTest_30min5,WeatherTest_30min6,WeatherTest_30min7,WeatherTest_30min8,WeatherTest_30min9,WeatherTest_30min10,WeatherTest_30min11,WeatherTest_30min12,WeatherTest_30min13,WeatherTest_30min14,WeatherTest_30min15,WeatherTest_30min16,WeatherTest_30min17,WeatherTest_30min18
2019,4,5,12,30,330.5,3.1,1021.9,1025.1,46.6,9.64,17880,12.6,0,331.1,4.1,1021.5,1024.6,35.4,12.35,21060
2019,4,7,2,30,224.7,6,1009.5,1012.7,87,0,0,7.4,0,320.2,4.9,1008.8,1012,88.9,0,0
2019,4,7,8,0,332.3,3.3,1007.7,1010.8,93.2,0.03,0,9.5,0,285.4,2.3,1007.8,1010.9,91.9,0.11,0
2019,4,7,15,30,313.9,4.7,1006.5,1009.5,19.5,16.04,18960,16.3,0,322.5,4.6,1006.7,1009.7,20.6,18.45,22560
2019,4,8,6,30,0,0.1,1010.4,1013.6,72.6,0,0,1.2,0,0,0,1010.9,1014.1,76.6,0.08,0
2019,4,8,18,0,344.3,1.6,1006.5,1009.6,35.6,11.39,14460,12.6,0,348,1.3,1006.5,1009.6,45.5,11.48,14460
2019,4,8,22,30,53.3,1.1,1007.6,1010.7,35.1,11.49,14460,11.1,0,15.4,1.4,1008.1,1011.2,37.1,11.49,14460
2019,4,9,3,0,35.1,1.8,1008.1,1011.2,46.1,0,0,10.2,0,22.7,0.8,1008.1,1011.2,50.8,0,0
2019,4,10,2,0,76.9,1.1,1009.7,1012.9,46.5,0,0,8,0,25.2,1.5,1009.5,1012.7,43.9,0,0
2019,4,10,5,30,5,1.1,1009.8,1013,39.5,0,0,6.6,0,8.2,1.6,1010.3,1013.5,47,0,0
2019,4,11,5,30,18.5,2.6,1014.5,1017.7,39.6,0,0,8.2,0,43.5,2.7,1014,1017.2,42.4,0,0
2019,4,12,1,30,39.5,3.2,1006.5,1009.7,95,0,0,5.1,1.4,33.4,2.7,1006.4,1009.6,96.6,0,0
2019,4,12,13,0,0.6,3.5,1009.4,1012.6,85.2,2.61,0,7.3,1.4,351,2.8,1009.5,1012.7,83.9,3.05,0
2019,4,12,18,0,8,2.2,1009.5,1012.6,69.6,6.21,480,9.2,1.4,2.9,1.9,1010.3,1013.4,67.7,6.83,4080
2019,4,13,2,30,61.2,0.1,1012.4,1015.6,97.2,0,0,1.6,0,22.9,0.6,1012.3,1015.5,97.2,0,0
2019,4,13,11,0,298.5,1.4,1013.7,1016.8,71.4,4.12,5640,12.3,0,12,0.8,1013.5,1016.6,55.4,6.04,8520
2019,4,13,20,30,334.5,1,1012.4,1015.5,62,17.58,26880,7.7,0,169.5,2.1,1013,1016.2,70.3,17.58,26880
2019,4,15,2,0,86.4,0.7,1017.8,1021,93,0,0,3.2,0,0,0,1017.8,1021,95.3,0,0
2019,4,15,7,0,59.6,0.7,1018.5,1021.8,96.1,0.03,0,4.2,0,7.4,0.3,1018.6,1021.8,90.2,0.39,1620
2019,4,16,11,0,331.1,3.6,1013.5,1016.7,91.4,0.97,0,9.2,1.7,272.2,1.9,1013.2,1016.3,96.2,1.34,0
2019,4,16,15,30,346.8,4.4,1012.1,1015.2,61.7,8.41,6900,13.1,1.7,341.7,4.9,1011.9,1015,63.1,10.35,10140
2019,4,17,17,0,274.3,4.1,1016.1,1019.2,27.9,23.88,35580,15.2,0,352.6,4,1016,1019.1,36.6,25.23,39180
2019,4,18,4,0,0,0.1,1016.4,1019.6,91.4,0,0,3,0,53.1,0.6,1015.9,1019.1,92.6,0.01,0
2019,4,18,20,30,22,1.5,1012.5,1015.6,39.1,22.01,34860,12,0,9.2,1.7,1013,1016.1,43.1,22.01,34860
2019,4,19,14,30,325.4,4.2,1009.4,1012.4,34.2,17.96,26700,20.6,0,334.1,4.2,1008.8,1011.8,38.7,20.98,30300
2019,4,20,4,30,335.1,1.7,1008.3,1011.4,97.2,0.01,0,11.1,0,200.3,2.1,1007.9,1011,97.2,0.02,0
2019,4,21,0,30,0,0.1,1011.5,1014.6,97.2,9.8,8520,10.8,0,346.6,0.9,1011.5,1014.6,97.2,0,0
2019,4,21,8,30,18.9,2.4,1013.6,1016.7,93,0.65,0,13.8,0,13.9,1.6,1014,1017.1,77.2,1.94,2040
2019,4,22,2,30,224.8,1.8,1013.7,1016.8,82.8,0.01,0,12.7,0,256.9,2.3,1013.5,1016.6,85.3,0.01,0
2019,4,22,13,0,282.4,3.1,1012.5,1015.5,55.2,8.35,10800,19,0,342.2,2.9,1011.8,1014.8,55.2,10.22,12420
2019,4,23,5,30,0.1,1.6,1010.4,1013.5,97.2,0.02,0,13.1,0.1,9.8,0.2,1010.2,1013.3,97.2,0.03,0
2019,4,23,13,30,25.2,0.9,1010.8,1013.9,76.3,3.27,0,16.3,0.1,4.1,2.3,1010.9,1014,76.9,4.15,0
2019,4,24,7,30,9.3,0.6,1012.8,1015.9,95.6,0.25,960,13.8,0,26,0.9,1012.9,1016,71.3,1.04,4560
2019,4,24,14,0,25.3,1.9,1010.8,1013.7,25.7,16.42,24360,27.9,0,331.1,3.3,1010.2,1013.1,27.3,19.61,27960
2019,4,28,20,0,18.5,2.4,1013.1,1016.3,95,4.01,0,8.6,2,357.1,2.3,1013.9,1017.1,91.9,4.01,0
2019,4,29,2,0,42,0.7,1017.1,1020.3,93.4,0,0,6,0,26.8,0.7,1017.9,1021.1,90.9,0,0
2019,4,30,7,0,19.6,0.3,1019.7,1022.9,86.7,0.02,0,9.1,0.2,78.7,1.4,1019.7,1022.9,85.2,0.16,0
2019,5,1,0,30,22.7,1.1,1016.8,1020,77,20.01,12360,8.4,0,38.2,1.1,1016.3,1019.5,77.9,0,0
2019,5,2,6,30,23.7,2.5,1007.2,1010.3,94.1,0.02,0,10.4,0,68,1.3,1007.7,1010.8,86,0.42,0
2019,5,3,21,0,156.5,2.6,1004.7,1007.8,84.3,12.87,40260,11.1,0,187.1,0.9,1005.4,1008.5,81.2,12.87,40260
2019,5,4,0,30,0,0,1006.5,1009.6,95,12.87,40260,7.5,0,223.8,0.3,1007,1010.2,97.5,0,0
2019,5,4,4,30,268.1,0.7,1007.4,1010.6,97.5,0,0,5.9,0,21.2,0.6,1007.9,1011.1,97.5,0,0
2019,5,4,18,30,221.3,4.7,1010.3,1013.3,26.5,14.29,42180,16.4,0,209.7,2.2,1010.2,1013.3,34.1,14.48,45780
2019,5,5,9,0,351.9,0.4,1015.2,1018.3,60.5,1.08,7980,17.2,0,189.8,2.4,1015.3,1018.4,49.1,2.16,11580
2019,5,7,20,0,358.7,1.7,1012.1,1015.1,35.7,35.05,42240,14.2,0,112.2,1.1,1012.9,1016,51.3,35.05,42240
2019,5,8,15,30,300.6,7.5,1014.3,1017.4,24.9,31.22,31680,16.2,0,313.3,3.1,1014.1,1017.2,24.3,34.8,35280
2019,5,8,19,30,309.8,4.1,1014,1017.1,38.4,39.68,46080,11.6,0,281.1,0.6,1014.2,1017.3,44.5,39.72,46680
2019,5,9,0,0,317.3,0.4,1015.2,1018.4,63.8,39.72,46680,6.5,0,71.2,0.6,1015.1,1018.3,73,0,0
2019,5,9,6,30,160.9,0.1,1015.3,1018.5,92.1,0.03,0,6.6,0,278,0.7,1015.8,1019,84.2,0.52,2820
2019,5,9,14,0,210.6,2.2,1013.8,1016.8,35.1,23.48,26220,20.2,0,252.2,4,1013.4,1016.4,37.6,27.89,29820
2019,5,9,21,30,167.3,1.8,1013.1,1016.2,63.5,37.99,46320,11.4,0,169.1,2.6,1013.5,1016.6,59.9,37.99,46320
2019,5,10,8,30,191.4,3.6,1012.3,1015.4,57.9,1.81,6120,15.9,0,195,3.2,1012,1015.1,51.6,4.05,9720
2019,5,10,14,0,238.1,5.7,1009.7,1012.7,42.7,20.83,25920,18.6,0,236.6,5.1,1009.1,1012.1,45.7,23.81,29520
2019,5,12,23,30,26.9,1.1,1011.9,1015,66.6,26.51,42600,11.5,0,64.4,1.1,1012,1015.1,76,26.52,42600
2019,5,13,0,0,270.1,0.6,1012,1015.1,79.5,26.51,42600,11.2,0,91.8,1.3,1011.8,1014.9,76.5,0,0
2019,5,14,4,30,48.8,1.2,1012.3,1015.4,46.4,0,0,10.9,0,41.9,0.9,1012,1015.1,52.6,0,0
2019,5,14,5,0,39.6,0.9,1012.1,1015.2,48.1,0,0,10.6,0,60.8,1.1,1012.1,1015.2,52.3,0,0
2019,5,14,17,30,302.6,3.2,1011,1014,19.9,23.55,32760,23.7,0,9.8,1.4,1011,1014,23,24.61,36360
2019,5,15,1,30,164,0.2,1012.7,1015.8,70.9,0,0,14.3,0,128,0.9,1013.1,1016.2,68.7,0,0
2019,5,15,7,0,90.4,1.4,1012.4,1015.5,79.8,0.17,840,15.1,0,308.6,0.2,1012.8,1015.9,67,0.8,4440
2019,5,16,3,30,0,0,1010,1013.1,97.2,0,0,12,0,281.6,0.2,1009.9,1013,96,0,0
2019,5,16,9,30,297.4,0.7,1011.5,1014.5,59.1,3.29,8040,20.6,0,57.9,0.4,1011.6,1014.6,55.9,5.72,11640
2019,5,17,11,30,211.6,2.9,1011.5,1014.5,46.2,7.34,10860,24.7,0,206,3,1011,1013.9,45.1,10.6,14460
2019,5,17,13,30,196.2,2.5,1010.5,1013.5,44.4,13.89,18060,25.8,0,221.5,4,1010.1,1013.1,39.8,17.11,21660
