Year,Month,Day,Hour,Minute,TempOut2,Precipitation2,WindDirection2,WindSpeed2,LocalPressure2,SurfacePressure2,HumOut2,Radiation2,Sunlight2
2019,4,2,13,30,11.9,0,286.2,1.7,1022,1023.2,28.2,NaN,24300
2019,4,2,20,30,4.7,0,295.8,0,1022.3,1023.5,51.3,NaN,39120
2019,4,4,7,0,2.4,0,279.9,0,1020.4,1021.7,91.8,NaN,960
2019,4,4,8,30,7.4,0,184.3,2.8,1020.6,1021.8,78.7,NaN,6360
2019,4,4,10,0,10.5,0,199.5,3.9,1020.1,1021.3,58.6,NaN,11760
2019,4,4,19,30,7.9,0,188.9,3.7,1013.6,1014.8,79.7,NaN,38820
2019,4,5,4,30,8.1,0,183.2,4.6,1010.1,1011.3,80.6,NaN,0
2019,4,6,0,0,2.9,0,211.5,0,1012,1013.2,72.7,NaN,19380
2019,4,6,4,30,1.7,0,330.5,0,1011.5,1012.8,70.9,NaN,0
2019,4,7,21,0,12.7,0,21.8,1.4,1008.5,1009.7,26,NaN,12660
2019,4,8,3,0,9.2,0,7.8,0.2,1010,1011.2,30.5,NaN,0
2019,4,8,7,30,6.6,0,34.8,0.2,1013,1014.2,44.7,NaN,2820
2019,4,9,8,0,12.1,0,33.8,1.2,1014.7,1015.9,36.2,NaN,1860
2019,4,9,23,0,7.2,29.6,52.7,4.4,1006.2,1007.4,82.3,NaN,7200
2019,4,10,2,0,7.4,2.9,39.3,2.2,1005.4,1006.6,80.9,NaN,0
2019,4,11,13,0,12.8,0,204.8,3.8,1013.5,1014.7,62.8,NaN,12060
2019,4,12,15,30,14.3,0,259.3,0.9,1017.2,1018.4,42.1,NaN,29700
2019,4,13,3,0,5,0,29.8,0.7,1018.6,1019.8,70.4,NaN,0
2019,4,14,19,0,8,2.1,204.7,0.8,1015.2,1016.4,87.2,NaN,10560
2019,4,16,0,30,6.5,0,17.3,0.5,1018.5,1019.7,56.6,NaN,0
2019,4,17,5,0,8.7,0,13.5,2.1,1012.9,1014.1,46.8,NaN,0
2019,4,17,6,30,6.2,0,202.9,0.8,1012.6,1013.8,60.3,NaN,0
2019,4,17,11,0,17.9,0,232,1.4,1012.9,1014.1,46.3,NaN,14640
2019,4,18,0,0,9.6,0,208.8,0.1,1010.3,1011.5,83.5,NaN,37500
2019,4,18,7,0,12.4,0,182.4,2.8,1009.7,1010.9,82.3,NaN,0
2019,4,19,11,30,17.1,0,181.5,2.1,1014.6,1015.8,73,NaN,540
2019,4,19,14,0,17.6,0,232.6,2.4,1014.2,1015.4,66.2,NaN,8340
2019,4,19,22,0,13.8,0,280.2,0,1014.9,1016.1,79.2,NaN,20820
2019,4,20,1,30,12.7,0,199.4,1,1014.9,1016.1,85.4,NaN,0
2019,4,21,10,30,16.6,0,327.6,0.5,1012.4,1013.6,71.3,NaN,240
2019,4,21,11,30,16.3,0,316.2,0.9,1012.4,1013.6,72.9,NaN,240
2019,4,22,2,30,12,0,30.6,0.7,1013,1014.2,93.2,NaN,0
2019,4,22,20,30,15,0,359,0.6,1013.4,1014.6,73.4,NaN,37980
2019,4,23,0,0,14.7,0,207.7,0,1014,1015.2,78.5,NaN,37980
2019,4,24,2,30,15.2,3.9,24.5,1.2,1006.2,1007.4,94.1,NaN,0
2019,4,25,10,0,14.5,0,223.2,2.5,1005.4,1006.6,84.1,NaN,0
2019,4,25,16,0,12.6,0,186.8,1.9,1006.1,1007.3,86.7,NaN,0
2019,4,26,0,30,8.6,0,246,1.4,1008.1,1009.3,88.9,NaN,0
2019,4,26,1,30,8.2,0,246.4,0.6,1007.5,1008.7,88.5,NaN,0
2019,4,26,19,0,9.4,0.6,23.9,2.9,1012.4,1013.6,90.6,NaN,0
2019,4,27,9,30,11.9,0,15,0.5,1022.1,1023.3,59.7,NaN,11820
2019,4,27,14,0,14.8,0,252.3,1.7,1019.7,1020.9,54.3,NaN,27840
2019,4,27,15,30,15.3,0,318.7,1,1018.9,1020.1,54.3,NaN,33240
2019,4,28,3,30,9.6,0,234.7,0.3,1019.5,1020.7,82.4,NaN,0
2019,4,28,7,0,9.7,0.1,34.6,2.3,1020.4,1021.6,77.2,NaN,0
2019,4,28,12,0,14.7,0.1,54.3,1.6,1019.7,1020.9,52.3,NaN,720
2019,4,28,18,0,15.3,0.1,344.3,1,1016.3,1017.5,40.2,NaN,18420
2019,4,28,23,0,12,0.1,29,1.6,1017.2,1018.4,62.1,NaN,18420
