Year,Month,Day,Hour,Minute,TempOut,Precipitation,WindDirection,WindSpeed,LocalPressure,SurfacePressure,HumOut,Radiation,Sunlight
2019,4,2,0,0,-0.6,0,36.6,0.8,1020.5,1023.8,63.9,21.26,39060
2019,4,2,10,30,9.6,0,335.5,4.1,1021.7,1024.9,30.6,5.76,13020
2019,4,2,18,30,8.2,0,346.2,3.6,1019.7,1022.9,23.8,24.81,41820
2019,4,4,3,0,-0.2,0,340.5,0.3,1019.8,1023.1,97.2,0,0
2019,4,5,14,30,16.5,0,351.5,3.3,1007.1,1010.1,19.9,14.61,17160
2019,4,5,18,0,12,0,341,4.5,1007.3,1010.4,26.4,21.08,29760
2019,4,6,13,0,15.9,0,265.2,2.4,1008.9,1012,20.6,9.1,14460
2019,4,6,18,0,13.4,0,352.4,1.5,1006.4,1009.5,34.7,11.44,14460
2019,4,7,2,0,10.7,0,107,2.6,1008.3,1011.4,44.1,0,0
2019,4,7,12,0,17,0,342.2,4.1,1008.2,1011.2,29.9,9.75,13140
2019,4,8,13,30,15.8,0,344.8,2,1013,1016.1,18.8,15.04,24240
2019,4,8,17,30,14.3,0,340.7,1.7,1013.1,1016.2,18.4,21.66,38580
2019,4,9,2,0,5.2,0,346.2,1.5,1015.6,1018.8,65.5,0,0
2019,4,9,11,0,13.1,0,22,4.2,1013.7,1016.8,32.4,3.1,1260
2019,4,9,17,30,10.4,0.5,43.3,1.8,1008.7,1011.8,62.2,5.79,1260
2019,4,9,20,30,6.5,14.5,26.5,5.5,1008.2,1011.4,92.1,5.81,1260
2019,4,10,1,0,5.5,1.2,39.5,3.2,1006.5,1009.7,95,0,0
2019,4,10,4,30,5,1.4,27.2,2.6,1006.7,1009.9,95.9,0,0
2019,4,11,6,30,0.8,0,9,0.9,1012.8,1016.1,97.2,0.02,0
2019,4,11,13,0,14.9,0,334,1.7,1012.7,1015.8,52.4,9.84,13920
2019,4,11,18,0,12.6,0,355.9,1.4,1011.7,1014.8,41.8,17.43,26880
2019,4,12,8,30,8.1,0,271,1.3,1016.1,1019.3,86.2,1.22,3720
2019,4,14,5,0,8.2,0,250.4,2.2,1013.2,1016.4,49.7,0,0
2019,4,15,20,0,9.7,0,153.6,1.2,1016.4,1019.6,68.9,25.86,43500
2019,4,16,0,30,5,0,0,0,1017.4,1020.6,90.8,0,0
2019,4,16,13,0,21.3,0,188.4,3,1014.2,1017.2,16.5,13.84,23100
2019,4,17,14,30,20.9,0,280.3,5.1,1009.6,1012.6,38.8,19.53,28500
2019,4,18,8,30,13.4,0,189.8,5.1,1008.9,1012,80.6,1.16,3000
2019,4,18,15,0,15.4,0,349,6.4,1008.8,1011.9,69,7.89,7500
2019,4,19,23,0,13.7,0,12,0.6,1013.8,1016.9,72.4,16.17,18660
2019,4,21,3,0,13.7,0.1,26.7,0.4,1010.2,1013.3,91.3,0.01,0
2019,4,21,11,30,15.5,0.1,357,0.7,1011.7,1014.8,82.1,2.01,0
2019,4,21,18,0,19.4,0.1,286.8,1.8,1010.2,1013.2,60.9,8.93,8880
2019,4,23,1,0,14.3,0,0,0,1013.1,1016.2,83.9,0,0
2019,4,24,3,0,14.5,3.6,28.1,1.2,1005.6,1008.7,97.7,0,0
2019,4,24,9,0,16,5.4,354.9,1,1004.7,1007.7,97.7,1.04,0
2019,4,25,1,30,11.3,0,0,0,1003.5,1006.6,97.7,0,0
2019,4,25,6,0,11.3,0,0,0,1003.3,1006.4,97.7,0.02,0
2019,4,26,8,30,8.4,0,167.4,0.8,1008.5,1011.6,95,0.37,0
2019,4,26,21,30,8.3,2,14,1.5,1014.8,1018,87.6,4.01,0
2019,4,27,9,0,11.1,0,332.3,0.8,1021,1024.2,64.7,4.06,9360
2019,4,28,22,30,9.5,0.2,49.7,0.9,1016.8,1020,69,20.01,12360
2019,4,29,0,30,8.4,0,53.3,1.4,1016.5,1019.7,76.3,0,0
2019,4,29,8,30,13.8,0,53.2,2.3,1013.1,1016.2,55.4,2.2,5340
2019,4,29,9,30,14.3,0,85.6,2.6,1012.6,1015.7,53.9,3.43,5340
2019,4,29,23,30,10.2,0,21,0.9,1008,1011.1,93,10.74,5340
2019,4,30,12,30,20.5,0,337.9,1.8,1006.3,1009.3,51.6,16.54,17820
2019,4,30,13,0,20.9,0,19.8,1.9,1005.7,1008.7,47.8,18.73,19620
2019,5,1,5,0,8.1,0,0,0,1005.1,1008.2,89.7,0,0
2019,5,1,22,0,10.5,0,225.7,1.1,1005.7,1008.8,86.6,12.87,40260
2019,5,2,12,0,20.9,0,354.1,4,1010.4,1013.4,20,6.28,20580
2019,5,3,12,0,22.5,0,210.1,2.2,1014.9,1017.9,38.8,6.87,20580
2019,5,4,10,0,18.1,0,223,1.6,1017,1020,53.2,6.02,10860
2019,5,5,3,30,11.4,0,32.1,0.6,1014.5,1017.6,87.8,0,0
2019,5,6,1,30,12.6,0,341.5,2.7,1014.1,1017.2,61.7,0,0
2019,5,6,2,30,12,0,9.2,3.4,1014.3,1017.4,48.6,0,0
2019,5,6,21,30,9.5,0,155.1,0.9,1015.2,1018.4,53.6,39.72,46680
2019,5,7,10,30,16.9,0,232,2.8,1015.9,1019,35.3,9.93,15420
2019,5,8,4,30,6.9,0,283.3,0.8,1012.5,1015.7,85.6,0,0
2019,5,9,0,0,11.7,0,196.8,1.1,1009.1,1012.2,82.1,29.83,38160
2019,5,9,23,30,9.3,0,322.7,0.4,1010,1013.1,86.4,27.19,45480
2019,5,11,0,0,11.5,0,64.4,1.1,1012,1015.1,76,26.52,42600
2019,5,11,2,30,10,0,72.7,0.4,1011,1014.1,83.4,0,0
2019,5,11,7,0,11.4,0,114.2,0.6,1012.3,1015.4,72.4,0.42,2820
2019,5,11,12,30,23.8,0,14.9,2.7,1012.1,1015.1,25,13.79,22620
2019,5,11,13,0,24.2,0,342.9,1.2,1011.8,1014.8,23.8,15.52,24420
2019,5,11,17,30,22.2,0,29.9,2.6,1009.8,1012.8,19.7,27.22,40620
2019,5,12,6,30,12.4,0,347,0.8,1012.4,1015.5,52.3,0.19,240
2019,5,15,12,30,25,0,258.1,2.6,1010.9,1013.9,44.4,12.29,16260
2019,5,16,1,0,14.8,0,0,0,1009.6,1012.7,91,0,0
2019,5,16,13,30,28.6,0,185.3,2.8,1008.6,1011.5,31.3,16.93,22260
2019,5,16,15,30,27.3,0,330.1,3,1008.2,1011.1,39.8,22.47,29460
2019,5,18,0,0,19.1,0,223.3,2,1009.6,1012.6,65.4,12.72,9600
2019,5,18,2,0,16.7,0.3,140.7,1.5,1009.8,1012.9,91.3,0,0
2019,5,18,3,30,16.6,0.3,333.9,1.2,1008.8,1011.9,96.4,0,0
2019,5,18,5,0,16.4,0.7,136.8,2,1008.8,1011.9,95.7,0,0
2019,5,20,14,0,18.3,2.1,277.5,4.7,1004.8,1007.8,42.7,18.01,19260
2019,5,20,16,30,18.1,2.1,286,6.8,1004.4,1007.4,38.3,25.17,28260
2019,5,21,2,30,11.4,0,187.1,1.7,1005.6,1008.7,86.3,0,0
2019,5,21,10,30,20.9,0,221.9,4,1004.2,1007.2,42.8,8.01,16080
2019,5,24,1,0,16.8,0,172.8,1,1007.3,1010.3,82.7,0,0
2019,5,24,8,0,22.2,0,202.3,2.3,1008.2,1011.2,55.9,1.49,6480
2019,5,24,9,30,24.5,0,168,3.9,1008.3,1011.2,46.2,4.39,11880
2019,5,24,17,0,23.7,0,209.5,5.6,1007.5,1010.5,53.4,25.95,38880
2019,5,26,7,30,20.8,0,352.3,0.3,1013.1,1016.1,66.7,1.1,4680
2019,5,29,13,30,23.5,0,213.9,3.6,1007.5,1010.4,51,17.96,26580
2019,5,29,19,0,22.8,0,311.2,3.2,1007.1,1010,25.5,29.92,46380
2019,5,29,19,30,21.5,0,276.8,2.3,1007.4,1010.3,32.8,30,48180
2019,5,29,21,0,17.1,0,186.5,1.4,1008.2,1011.2,72.6,30,48360
2019,5,29,21,30,16.3,0,172.7,0.8,1008.4,1011.4,79.7,30,48360
2019,5,30,8,0,17.7,0,194.6,3.2,1009.4,1012.4,80.7,1.15,1200
2019,5,30,21,30,17.3,0.1,211.2,3.1,1010.4,1013.4,67.4,15.4,15240
2019,5,31,0,30,15.2,0,359.3,0.9,1009,1012,83,0,0
2019,5,31,1,30,14.9,0,0,0.1,1008.6,1011.6,88.4,0,0
2019,6,1,8,0,16.2,0,196,1.3,1008.8,1011.8,82.5,0,0
2019,6,1,17,0,20.2,0,246.4,1.6,1006.9,1009.8,56.3,NaN,NaN
2019,6,2,0,30,14.1,0,70.3,0.6,1006.8,1009.8,90.2,0,0
2019,6,2,12,30,25.3,0,198.9,3,1005.2,1008.1,32.4,13.64,23400
2019,6,2,17,0,25,0,235.2,3.2,1003.4,1006.3,28.9,25.01,37740
2019,6,3,1,30,14.4,0,64.9,0.6,1005.2,1008.2,85.9,0,0
2019,6,3,11,30,26.5,0,261.9,2.9,1006.3,1009.2,33.4,10.51,18960
2019,6,4,8,0,22.3,0,151.4,3.1,1006.3,1009.2,43.3,1.68,6240
2019,6,4,11,30,26.3,0,234.4,3.7,1006.8,1009.7,48.2,10.42,18840
2019,6,4,20,0,19.9,0,2.1,0.2,1006,1008.9,83.1,27.68,45300
2019,6,5,1,0,17.8,0,45.6,1.1,1007.5,1010.5,91.4,0,0
2019,6,5,13,0,25.4,0,251.8,3.3,1010.4,1013.3,60.1,10.5,7680
2019,6,5,20,0,21.2,0,235.5,1.8,1009.1,1012,83.5,22.1,25860
2019,6,5,21,0,20.5,0,188.9,1.4,1009.3,1012.2,84.7,22.1,25860
2019,6,6,13,30,24.6,0,352.3,0.9,1007.3,1010.2,52.7,5.97,0
2019,6,6,17,0,21.3,0,23.7,2.4,1004.7,1007.6,67.3,7.31,0
2019,6,7,13,0,19.2,25.3,6.9,3.8,998.9,1001.8,97.5,3.09,0
2019,6,8,1,30,17.1,0,51.1,0.5,1005.1,1008.1,88.1,0,0
2019,6,9,12,0,23.8,0,250.5,2.8,1002.4,1005.3,61.3,9.81,12240
2019,6,9,19,0,20.7,0,307.7,1.9,1001.6,1004.5,73.6,18.12,19920
2019,6,11,22,0,16.4,0,315,1.3,1007.2,1010.2,75.9,22.06,36240
2019,6,13,11,0,25.1,0,206.9,2.2,1008.2,1011.1,42.7,9.22,18060
2019,6,14,13,0,24.8,0,336.5,4.3,1003.4,1006.3,49.6,10.32,8160
2019,6,14,20,30,19.8,0,346.2,2,1001.6,1004.5,56.3,21.26,26820
2019,6,15,2,30,18.1,0,301.3,3.3,999.7,1002.6,69.4,0,0
2019,6,15,7,0,18.3,0,250.7,0.2,999.7,1002.6,88.8,0.43,480
2019,6,15,23,30,16.8,0,157.6,1.3,999.6,1002.5,86.7,28.27,45060
2019,6,17,13,30,23.7,0,228.3,2.8,1010.3,1013.2,61.6,14.54,19560
2019,6,18,14,0,22.2,0.1,169.8,4.1,1007.5,1010.4,84.8,5.69,1740
2019,6,19,6,30,19.4,0,3.4,0.7,1006.5,1009.4,90.1,0.05,0
2019,6,19,15,30,24.6,0,238.1,0.2,1004,1006.9,59.4,11,4320
2019,6,20,2,30,17.3,0,0,0,1004.8,1007.8,97.4,0,0
2019,6,20,3,0,16.8,0,0,0,1004.7,1007.7,97.4,0,0
2019,6,20,15,0,25,0,325.4,0.1,1003.5,1006.4,56.6,12.82,8340
2019,6,20,22,30,20.3,0,309.8,1.4,1005.4,1008.3,87.6,18.15,19080
2019,6,22,0,0,18.9,0,20.6,1.2,1004.1,1007,97.4,21.76,25440
2019,6,22,15,0,26.7,0,314.3,2.6,1002.6,1005.5,56.1,14.63,18900
2019,6,23,6,30,18.2,0,183.8,1.1,1005.2,1008.1,91.3,0.25,1860
2019,6,24,8,30,23,0,184.3,1.2,1009.7,1012.6,55.4,2.51,9060
2019,6,24,21,0,21.5,0,196.9,1.3,1011.1,1014,64,29.58,49620
2019,6,25,2,0,17,0,27,0.9,1012.6,1015.6,93.6,0,0
2019,6,25,19,0,24.6,0,338.8,1.4,1010.2,1013.1,44.1,29.14,46140
2019,6,26,1,30,19,0,0,0,1009.7,1012.6,70.1,0,0
2019,6,27,16,30,27.4,0,226.4,2.4,997,999.8,64,10.54,3840
2019,6,27,17,0,26.8,0,270.3,2.4,996.9,999.7,69.4,11.04,4680
2019,6,28,7,0,21,0,207.4,1.1,1000.1,1003,97.3,0.29,0
2019,6,28,10,0,24.6,0,170.4,3.6,999.9,1002.7,69.9,3.6,2460
2019,6,29,1,0,21.5,0.2,199.8,1,998.9,1001.8,97.4,0,0
2019,6,30,3,0,19.5,0,56.6,1.3,995.3,998.2,91.9,0,0
2019,6,30,21,30,22.2,0,213.5,1.8,1000.8,1003.7,97.4,10.99,5820
2019,7,1,5,0,19.7,0,0,0,1002,1004.9,97.4,0.01,0
2019,7,2,0,30,20.2,0,156.7,1.5,1005.4,1008.3,95.7,0,0
2019,7,6,15,30,34.4,0,139,5.6,999.3,1002.1,26,23.74,33960
2019,7,7,4,30,22.3,0,64.7,1.9,1003.9,1006.8,64.4,0,0
2019,7,8,1,0,22.7,0,72,2.5,1004.7,1007.6,54.8,0,0
2019,7,8,3,0,22,0,65.9,1.1,1004.9,1007.8,60.3,0,0
2019,7,8,16,0,30.4,0,58.7,3.8,1002.8,1005.6,34,23.85,33060
2019,7,8,17,30,29.5,0,49.3,2.6,1002.5,1005.3,39.9,26.57,38220
2019,7,9,17,0,27.7,0,229.6,3.2,1001.7,1004.5,49.5,23.09,34500
2019,7,9,19,0,26.7,0,220.2,1.6,1001.5,1004.3,51.9,24.75,40560
2019,7,10,14,30,23.2,0,57.4,2,1003.4,1006.3,69.6,5.93,240
2019,7,10,17,0,21.2,3.3,29.6,0.8,1002.8,1005.7,92.6,6.89,240
2019,7,12,7,30,20.4,0,225.4,1.5,1005.6,1008.5,89.2,0.86,2820
2019,7,12,19,30,23.1,0,225.6,2.3,1002.7,1005.6,79,22.68,31140
2019,7,12,21,30,21.9,0,166.8,0.8,1003.3,1006.2,94.6,22.7,31140
2019,7,13,5,30,21.1,21.5,159.4,1.5,1000.7,1003.6,97.2,0.01,0
2019,7,13,9,30,20.9,52.4,258.1,0.9,1000.4,1003.3,97.2,0.48,0
2019,7,14,4,0,21,0,330.7,0.4,998.7,1001.6,97.2,0,0
2019,7,14,17,30,26.9,0,223.2,3.9,999,1001.8,67.8,21.16,24360
2019,7,14,23,30,22.4,0,168.9,0.6,1002.8,1005.7,97.2,22.21,28860
2019,7,15,7,30,23,0,173.1,0.8,1003.8,1006.7,96.8,0.45,0
2019,7,15,12,30,22.8,4.9,213.5,4.7,1004.7,1007.6,97.2,1.82,0
2019,7,16,7,0,21.9,2,149.1,0.9,1007.9,1010.8,97.2,0.26,0
2019,7,16,14,0,28,2,247,3.5,1007.7,1010.5,65.2,15.82,19440
2019,7,18,6,0,22.1,8.5,146.3,1,1007.9,1010.8,97.2,0,0
2019,7,20,0,0,26.3,0.3,55,2.9,1001.4,1004.3,77.5,17.85,26640
2019,7,21,3,0,23.9,4.2,274.2,0.8,995.3,998.1,97.2,0,0
2019,7,21,3,30,23.7,4.5,0,0,995.4,998.2,97.2,0,0
2019,7,22,9,0,23.5,0,173.5,3,1004.7,1007.6,97.2,0.61,0
2019,7,22,10,30,25.9,0,218.9,2.2,1004.8,1007.7,89.7,2.29,240
2019,7,23,0,0,24,0,160.2,1.8,1004.2,1007.1,97.2,17.89,24180
2019,7,23,6,0,24.3,0,169.6,1.6,1003.7,1006.6,97.2,0,0
2019,7,24,2,30,24.6,0.7,186.3,2.4,1001.2,1004.1,97.3,0,0
2019,7,24,9,0,24.5,1.4,176.5,3,1002.5,1005.4,97.3,0.35,0
2019,7,24,17,30,27.1,1.4,163.1,3.2,1001.4,1004.2,87.6,6.19,540
2019,7,26,22,0,24.5,55.3,160.9,1.5,1001.7,1004.6,97.3,2.45,240
2019,7,29,21,0,26.1,0,192.5,2.3,1006,1008.9,91.9,19.42,28200
2019,7,30,20,0,26.4,0,203.9,2.9,1003.8,1006.7,95.2,11.78,9120
2019,8,1,3,30,25.3,0,217.7,3,1008.8,1011.7,97.3,0,0
2019,8,1,7,0,25.3,1.1,187.9,2,1009.4,1012.3,97.3,0.09,0
2019,8,1,21,30,26.3,1.1,179.4,0.9,1009.5,1012.4,97.3,20.9,27900
2019,8,5,6,30,24,0,340.9,0.4,1008.2,1011.1,93.6,0.04,0
2019,8,5,21,0,27.6,0,36.7,1.3,1006,1008.9,78.1,19.6,30960
2019,8,6,9,0,31.1,0,81.3,2,1005,1007.8,48.6,2.76,8460
2019,8,9,7,30,26.7,0,31.8,1,1005.5,1008.4,89.4,0.5,1800
2019,8,10,12,0,33.7,0,90.7,2,1002.1,1004.9,60.1,10.25,18360
2019,8,10,14,30,35.3,0,59.1,2.1,1001.1,1003.9,47.1,16.53,25500
2019,8,11,1,0,27.5,0,50.6,2.4,1001.8,1004.6,65.7,0,0
2019,8,13,2,30,24.1,0.2,215,1.2,999.2,1002.1,96.7,0,0
2019,8,13,18,0,30.1,1.5,236.4,2,998.9,1001.7,73.6,21.15,30240
2019,8,17,18,30,25.4,2.7,244.3,1.2,999.1,1002,67.1,11.48,20820
2019,8,18,12,0,28.4,0,240.6,3.1,1004.7,1007.5,52.9,9.93,17520
2019,8,19,2,30,20,0,64,0.3,1006.4,1009.3,97.3,0,0
2019,8,19,12,30,28.8,0,316.4,1.4,1007,1009.8,57.1,11.53,18060
2019,8,20,3,0,22.3,0,51.6,1.5,1007.3,1010.2,97.2,0,0
2019,8,22,2,30,24.7,0,42.7,0.9,1004,1006.9,88.7,0,0
2019,8,22,10,30,27,NaN,41.1,0.5,1004.1,1007,71.9,2.75,2760
2019,8,22,15,0,29.5,NaN,310.8,3.7,1003,1005.8,53.1,9.77,8580
2019,8,23,1,0,21.9,0,276.2,0.5,1005.6,1008.5,97.2,0,0
2019,8,23,7,0,22.2,NaN,227.5,0.4,1006.1,1009,97.2,0.13,60
2019,8,23,16,30,28.3,NaN,308.3,3.9,1005.9,1008.7,46.4,17.32,22560
2019,8,23,20,30,22.1,NaN,180.3,1.5,1007.2,1010.1,71.7,19.35,31620
